product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
32152,telefonia,49,1715,4,300,20,38,30
17366,automotivo,62,530,1,1850,55,6,55
4411,bebes,35,663,2,600,80,16,16
5833,moveis_decoracao,46,548,4,500,30,30,11
720,papelaria,47,458,2,921,26,11,25
30023,NA,NA,NA,NA,2300,36,21,36
21119,automotivo,50,263,3,900,35,7,35
17054,NA,NA,NA,NA,200,16,2,11
2513,informatica_acessorios,60,2358,2,150,28,12,13
641,bebes,63,884,5,300,17,7,24
13832,perfumaria,34,515,1,200,20,15,15
5420,esporte_lazer,54,309,2,633,69,7,12
886,casa_construcao,51,864,6,750,16,18,16
9028,esporte_lazer,32,1200,1,850,25,3,19
12644,perfumaria,45,584,1,284,23,12,18
27217,papelaria,35,60,1,100,16,5,16
31239,telefonia,59,777,6,300,17,4,12
31813,cool_stuff,59,593,1,3300,33,44,19
14583,dvds_blu_ray,39,692,1,800,21,14,14
32427,cama_mesa_banho,40,853,1,426,31,13,23
24972,moveis_decoracao,34,183,2,800,30,22,27
1330,brinquedos,49,893,1,600,26,13,41
2414,utilidades_domesticas,54,1926,1,10825,48,35,45
16068,livros_tecnicos,41,744,1,2800,29,5,24
5462,beleza_saude,44,1482,2,150,20,17,21
3327,cama_mesa_banho,47,385,1,2400,47,21,41
5178,cool_stuff,46,1001,3,900,23,41,16
322,informatica_acessorios,43,374,1,945,23,14,24
6467,utilidades_domesticas,47,863,1,700,28,24,28
18784,cool_stuff,60,1702,4,200,17,7,17
9765,livros_interesse_geral,27,407,3,200,35,6,24
2566,agro_industria_e_comercio,54,862,2,7050,99,5,80
12044,cama_mesa_banho,30,140,1,700,40,4,30
25056,esporte_lazer,49,1177,1,1550,41,6,33
7196,automotivo,55,3326,1,200,24,18,18
6228,cama_mesa_banho,54,168,1,700,26,7,26
14725,moveis_decoracao,57,1517,2,400,50,3,25
11314,moveis_decoracao,35,291,2,300,36,3,30
1964,esporte_lazer,49,901,1,400,30,30,30
24114,automotivo,60,341,1,400,20,20,20
30433,pet_shop,52,869,3,700,36,17,11
24509,utilidades_domesticas,60,246,1,6200,39,31,28
16562,bebes,38,713,1,6050,64,12,47
22631,construcao_ferramentas_construcao,48,1200,1,3400,16,27,35
10349,moveis_sala,31,322,1,4400,58,15,53
10186,fashion_bolsas_e_acessorios,34,142,1,150,21,9,14
3531,eletrodomesticos,42,116,1,450,20,13,12
24837,utilidades_domesticas,23,79,1,500,30,10,15
26387,ferramentas_jardim,56,948,7,700,19,7,14
6711,industria_comercio_e_negocios,45,1669,6,850,30,10,15
7272,construcao_ferramentas_iluminacao,51,1512,6,500,35,14,23
616,relogios_presentes,55,570,1,165,16,10,12
28457,alimentos,58,3907,1,350,24,17,17
17272,automotivo,49,1374,4,400,16,7,11
6030,utilidades_domesticas,40,502,1,3000,25,51,25
26011,esporte_lazer,17,875,3,150,17,5,11
11645,beleza_saude,27,524,1,3500,35,30,15
28525,relogios_presentes,33,658,3,400,19,9,15
5699,artes_e_artesanato,53,923,5,1000,25,25,25
19326,casa_conforto,30,230,1,700,30,30,30
28249,fashion_bolsas_e_acessorios,19,566,7,700,46,5,33
17249,fashion_calcados,57,404,4,800,22,12,33
25741,cama_mesa_banho,57,452,3,3200,37,10,40
27847,esporte_lazer,60,251,1,600,22,5,20
21721,eletronicos,49,238,1,150,18,9,13
30136,moveis_decoracao,52,1786,2,500,68,8,13
21408,consoles_games,39,1255,5,250,19,2,14
27798,utilidades_domesticas,48,312,1,800,16,35,32
32568,perfumaria,44,572,1,125,17,11,14
10923,NA,NA,NA,NA,4200,64,40,48
10676,eletronicos,27,271,2,300,22,4,13
32541,beleza_saude,49,1211,1,725,26,17,22
16230,moveis_escritorio,51,2614,4,2600,53,11,32
16702,beleza_saude,49,787,1,50,16,11,16
15148,cama_mesa_banho,54,909,1,850,25,5,25
4489,relogios_presentes,55,311,1,283,22,13,20
15152,automotivo,48,169,3,1650,20,20,20
15006,moveis_decoracao,42,2536,2,20650,36,50,70
899,pet_shop,24,513,6,10900,50,30,40
21479,pet_shop,33,478,4,800,20,25,16
28189,relogios_presentes,42,587,1,333,19,10,17
22255,utilidades_domesticas,51,808,1,1600,30,30,30
3019,moveis_decoracao,23,323,1,2000,25,50,25
26344,beleza_saude,50,551,1,200,30,3,40
609,pet_shop,51,411,3,400,18,12,15
6808,utilidades_domesticas,56,743,1,5050,36,31,27
19285,moveis_decoracao,63,632,2,2350,38,7,28
11739,perfumaria,38,553,1,450,20,20,30
11374,automotivo,60,144,1,200,16,8,11
15692,eletronicos,55,388,7,1000,22,5,22
20890,brinquedos,60,804,3,625,33,13,23
29041,papelaria,59,139,1,2000,30,30,30
12560,esporte_lazer,59,199,1,975,19,20,15
19753,informatica_acessorios,46,135,1,400,35,35,25
18867,beleza_saude,45,1410,1,200,20,20,20
18846,livros_importados,31,147,1,900,45,5,25
7002,instrumentos_musicais,45,1546,5,725,28,8,23
29463,fashion_bolsas_e_acessorios,56,918,6,250,16,2,11
20430,bebidas,32,298,1,325,17,14,14
32545,relogios_presentes,24,993,3,250,20,16,12
19256,bebes,58,1045,2,800,42,25,15
8119,beleza_saude,55,1201,1,200,37,10,17
5199,papelaria,29,194,1,450,16,42,32
11918,informatica_acessorios,25,653,2,353,29,9,14
27554,telefonia,53,412,3,100,19,3,11
22316,utilidades_domesticas,60,644,2,1100,18,9,18
15319,flores,52,225,1,850,16,11,11
10456,construcao_ferramentas_ferramentas,40,186,1,463,19,17,17
17871,utilidades_domesticas,42,519,1,2900,25,25,25
31989,cool_stuff,49,81,2,400,18,14,14
30242,malas_acessorios,41,1345,2,283,21,16,23
8003,moveis_decoracao,57,2042,2,3000,69,11,11
23423,utilidades_domesticas,31,226,1,2650,23,23,23
5807,informatica_acessorios,51,2243,3,900,20,30,20
26991,beleza_saude,30,1418,1,232,35,9,20
14040,moveis_escritorio,46,1775,1,6500,58,28,58
20328,informatica_acessorios,59,410,1,300,16,8,11
8419,moveis_decoracao,60,473,1,800,30,3,19
20855,utilidades_domesticas,60,382,1,7150,35,35,35
27805,relogios_presentes,58,891,8,250,16,2,11
30206,construcao_ferramentas_iluminacao,56,290,4,600,38,15,25
30468,bebes,60,362,2,183,22,11,22
7505,brinquedos,33,234,1,578,33,19,33
22799,cama_mesa_banho,35,762,1,8700,33,44,33
226,beleza_saude,57,460,1,900,20,4,11
29978,esporte_lazer,40,579,1,3000,31,37,31
23374,automotivo,56,695,6,3900,47,19,23
16109,cama_mesa_banho,58,268,1,3600,41,8,36
15433,esporte_lazer,57,932,2,800,30,20,20
12918,moveis_decoracao,60,517,2,2800,35,30,35
18922,esporte_lazer,39,767,2,500,25,4,22
22694,cama_mesa_banho,60,612,1,550,16,10,16
28945,esporte_lazer,28,645,1,500,28,25,25
20740,moveis_decoracao,44,218,1,1300,40,30,40
5997,automotivo,45,1014,3,3750,40,15,15
1351,moveis_decoracao,53,1988,3,2500,65,8,45
18273,cama_mesa_banho,38,2119,2,18050,85,23,55
5433,cama_mesa_banho,58,663,1,2200,29,8,38
25533,cama_mesa_banho,54,273,1,3050,48,16,38
26727,papelaria,59,223,4,5150,60,20,29
24248,casa_construcao,45,595,4,450,17,20,17
16753,casa_construcao,55,1500,1,1250,25,43,17
7720,cool_stuff,47,738,5,9350,50,28,40
30795,cool_stuff,38,195,1,567,35,27,17
7226,instrumentos_musicais,50,905,9,1300,42,8,38
20007,ferramentas_jardim,37,233,1,900,32,13,18
5610,papelaria,51,479,4,450,24,4,20
8931,esporte_lazer,46,1230,3,850,30,23,15
8526,eletroportateis,55,1240,2,800,21,17,18
24433,alimentos_bebidas,59,1461,1,400,28,15,20
3826,cine_foto,56,829,1,850,30,13,30
10316,informatica_acessorios,60,245,2,100,16,8,11
26795,telefonia,53,599,1,200,19,4,11
8438,telefonia,55,2428,3,100,13,20,13
14278,malas_acessorios,44,179,1,1800,30,40,30
19016,brinquedos,51,416,1,665,20,25,16
20412,esporte_lazer,42,194,1,600,18,3,15
16652,beleza_saude,60,918,1,200,22,3,15
22224,esporte_lazer,23,162,3,700,30,30,30
22477,relogios_presentes,50,532,2,235,16,14,14
3471,perfumaria,32,2376,6,300,20,20,20
31097,moveis_escritorio,37,1259,1,8400,25,23,37
32673,construcao_ferramentas_jardim,45,225,1,1650,22,14,14
10924,informatica_acessorios,53,479,1,300,15,5,13
1260,perfumaria,44,343,1,75,16,11,11
96,moveis_decoracao,54,197,8,3400,42,16,26
10182,beleza_saude,55,3948,1,1500,16,16,15
3348,cool_stuff,63,1383,4,15300,43,40,40
13209,moveis_decoracao,58,570,1,300,35,10,25
16741,brinquedos,44,232,3,547,22,13,21
21794,esporte_lazer,41,1414,1,250,22,26,16
12380,cama_mesa_banho,32,121,1,1000,39,8,33
29182,utilidades_domesticas,54,1414,3,425,41,12,13
3896,informatica_acessorios,60,324,2,100,16,8,11
1279,utilidades_domesticas,58,735,1,6150,35,35,35
30908,moveis_decoracao,59,813,4,27350,100,20,20
30582,moveis_decoracao,48,438,1,100,22,6,11
8293,eletroportateis,46,3163,3,1025,37,26,29
14062,beleza_saude,57,1536,1,1325,30,25,25
26139,moveis_decoracao,54,769,1,13300,45,35,45
29982,cama_mesa_banho,52,1413,1,875,20,22,27
14554,informatica_acessorios,60,1109,4,200,16,5,11
18563,automotivo,63,1985,3,5900,35,12,20
15080,automotivo,60,1392,3,2800,36,3,24
9806,utilidades_domesticas,44,595,1,950,30,30,30
27523,automotivo,60,651,1,100,16,3,11
26512,moveis_decoracao,57,789,2,17350,40,50,40
12636,moveis_quarto,45,941,1,8400,39,13,70
450,beleza_saude,57,1649,1,300,22,5,15
20010,utilidades_domesticas,57,80,2,1850,25,10,25
25084,perfumaria,50,646,2,500,20,14,22
32042,fashion_bolsas_e_acessorios,58,631,3,400,43,16,27
31781,moveis_decoracao,51,1750,4,2650,105,3,70
10285,brinquedos,56,723,3,1200,50,10,35
3246,moveis_decoracao,25,249,2,7650,25,25,25
22206,relogios_presentes,50,448,1,250,16,11,11
29207,esporte_lazer,56,854,1,1500,20,20,20
10975,automotivo,55,535,1,400,20,15,15
23086,utilidades_domesticas,55,1346,1,1950,25,23,21
15138,moveis_decoracao,48,2023,2,600,68,8,13
31517,cama_mesa_banho,53,392,1,900,45,15,35
135,esporte_lazer,55,1381,4,1050,40,20,20
13542,moveis_decoracao,54,419,1,1400,40,10,40
27218,eletronicos,51,518,1,175,20,11,16
19040,consoles_games,54,595,1,150,19,4,11
26852,brinquedos,41,440,1,500,23,25,11
18389,moveis_decoracao,45,1011,4,425,30,10,21
7969,papelaria,60,301,10,800,35,30,35
6852,fashion_roupa_masculina,31,712,2,750,20,20,20
22318,brinquedos,44,1135,4,1300,25,25,20
15140,livros_tecnicos,39,3658,1,1100,29,5,22
2889,moveis_sala,49,287,2,4050,50,10,50
19051,fashion_roupa_masculina,40,1509,2,1900,35,6,45
27345,moveis_decoracao,42,360,2,1050,25,20,18
751,cama_mesa_banho,58,1290,1,1150,43,7,30
10265,cama_mesa_banho,43,158,1,650,31,13,20
82,cama_mesa_banho,52,396,1,900,45,15,35
6522,malas_acessorios,46,210,1,3250,29,35,21
10137,fashion_bolsas_e_acessorios,29,808,1,100,16,5,16
1169,brinquedos,48,236,1,200,45,15,35
31896,esporte_lazer,59,738,4,500,16,12,12
24538,NA,NA,NA,NA,3000,40,40,40
20352,papelaria,34,245,3,1100,42,20,31
15176,pet_shop,41,593,3,250,30,10,15
19023,ferramentas_jardim,58,1513,3,350,23,7,14
29258,esporte_lazer,42,1973,1,238,19,17,19
10091,esporte_lazer,40,1140,1,7600,100,20,25
5056,perfumaria,60,732,2,550,22,16,16
9742,fashion_underwear_e_moda_praia,40,348,2,200,26,5,18
13196,relogios_presentes,25,863,3,200,20,8,11
22572,cama_mesa_banho,22,336,2,650,35,12,35
18666,cama_mesa_banho,53,329,4,1150,40,5,30
7903,beleza_saude,47,2594,4,600,18,9,12
21183,cama_mesa_banho,56,211,1,220,32,4,23
10121,brinquedos,42,1643,1,1900,34,35,29
10250,beleza_saude,44,3561,6,450,27,14,14
12937,utilidades_domesticas,45,953,2,650,35,20,25
25389,moveis_escritorio,48,1043,1,9150,35,52,35
254,cama_mesa_banho,59,330,1,1575,41,6,31
6386,livros_interesse_geral,59,179,1,500,18,16,16
9842,moveis_decoracao,60,829,4,1275,35,13,23
13886,cama_mesa_banho,25,306,1,1300,40,35,40
15655,moveis_decoracao,45,677,1,1750,35,45,35
18938,cama_mesa_banho,59,619,2,850,55,7,34
25980,casa_construcao,29,791,1,125,16,11,14
26077,malas_acessorios,53,220,1,1000,46,10,34
4152,moveis_decoracao,40,406,3,700,24,19,22
7239,bebes,59,547,1,300,20,2,20
25975,moveis_cozinha_area_de_servico_jantar_e_jardim,41,2017,7,15300,30,100,25
22542,brinquedos,55,370,3,450,38,11,24
28735,relogios_presentes,37,340,3,1000,27,15,25
29540,cool_stuff,11,228,3,1500,23,15,15
24290,fashion_bolsas_e_acessorios,60,1664,7,150,17,2,19
9470,telefonia,58,428,2,150,19,4,11
32528,telefonia,58,818,6,150,17,4,12
23594,informatica_acessorios,59,636,1,800,35,12,15
32379,esporte_lazer,58,1314,1,200,18,8,14
28331,cool_stuff,47,558,1,1033,28,16,17
10797,beleza_saude,38,207,1,350,16,7,16
18714,construcao_ferramentas_construcao,15,314,1,4050,19,19,19
25115,relogios_presentes,47,732,2,140,18,16,16
8905,informatica_acessorios,59,411,1,100,13,10,11
2483,utilidades_domesticas,54,1627,1,6100,22,26,22
7128,automotivo,32,1214,1,1036,20,11,13
21151,informatica_acessorios,40,2755,5,200,20,10,15
27641,moveis_decoracao,58,1211,1,600,25,8,25
14830,NA,NA,NA,NA,400,25,8,11
11514,beleza_saude,55,843,1,1600,47,18,26
23678,fashion_bolsas_e_acessorios,51,48,1,200,16,2,11
26260,cool_stuff,42,268,3,700,47,8,30
15197,utilidades_domesticas,52,485,3,600,16,12,12
984,automotivo,60,1119,2,550,16,5,11
24782,eletronicos,42,294,1,250,21,7,14
14085,bebes,31,4,2,855,36,23,28
8568,telefonia,58,734,3,250,17,4,12
30202,cool_stuff,49,214,2,422,18,12,15
678,perfumaria,50,676,1,426,20,16,17
19442,fashion_bolsas_e_acessorios,30,227,2,200,16,8,11
19622,cama_mesa_banho,57,188,1,1350,44,2,35
6510,informatica_acessorios,38,484,1,500,32,12,20
30959,automotivo,52,561,2,900,56,12,16
16472,telefonia_fixa,51,537,1,850,43,30,33
6311,malas_acessorios,57,2118,2,1150,30,50,40
4606,utilidades_domesticas,57,609,1,727,21,19,22
18809,utilidades_domesticas,43,731,1,9750,42,28,33
29250,esporte_lazer,43,240,1,4750,19,18,18
21022,malas_acessorios,38,242,1,700,45,10,31
24222,cama_mesa_banho,54,123,2,300,50,8,34
27432,eletronicos,48,401,2,128,25,13,18
26821,consoles_games,25,687,3,175,19,12,17
11987,brinquedos,31,936,9,250,18,16,16
31028,moveis_decoracao,58,733,1,1300,34,6,26
15487,beleza_saude,57,417,3,200,16,2,11
30641,beleza_saude,41,1309,1,1350,16,87,18
19589,moveis_decoracao,50,646,1,300,16,30,20
30661,telefonia_fixa,52,414,2,200,19,5,11
28302,informatica_acessorios,57,123,1,300,50,5,20
26252,moveis_escritorio,26,945,1,12700,55,70,18
29570,consoles_games,60,1511,4,665,16,17,16
21309,eletronicos,53,3100,1,800,20,20,20
27328,brinquedos,49,691,2,400,30,11,18
15908,pet_shop,40,1110,6,1050,20,17,25
14625,beleza_saude,56,3900,1,3450,30,30,16
22286,perfumaria,59,852,2,400,16,7,20
1283,cool_stuff,51,461,2,900,20,15,15
24097,construcao_ferramentas_construcao,46,899,2,900,26,23,26
31556,automotivo,48,527,1,8450,45,25,45
537,relogios_presentes,41,673,4,150,16,2,11
3101,NA,NA,NA,NA,3750,42,20,24
12298,beleza_saude,60,644,2,300,16,4,20
19362,fashion_bolsas_e_acessorios,59,676,4,200,17,9,17
22826,esporte_lazer,40,1978,1,100,16,16,16
24303,beleza_saude,57,651,1,700,16,16,16
14842,telefonia,58,702,6,250,18,4,12
1233,esporte_lazer,50,3129,1,350,18,8,14
7107,automotivo,50,1518,2,170,19,14,17
11687,cama_mesa_banho,55,249,1,850,38,10,38
21153,utilidades_domesticas,27,570,3,3500,51,8,35
14456,bebes,55,927,3,320,18,14,16
27527,relogios_presentes,54,438,1,250,16,2,11
3997,utilidades_domesticas,44,475,1,700,45,16,16
10944,automotivo,29,374,1,10400,40,20,30
13831,pet_shop,49,1561,2,500,20,18,20
6141,pet_shop,55,1143,2,1600,50,20,40
4596,construcao_ferramentas_jardim,35,2228,1,2250,33,33,20
4910,bebes,14,268,2,1100,30,5,45
192,eletrodomesticos,59,161,1,200,27,12,17
18452,papelaria,52,1652,4,29000,50,50,30
6624,cama_mesa_banho,54,583,1,5350,16,50,40
4759,beleza_saude,29,1114,1,1600,50,16,40
1242,cama_mesa_banho,53,669,1,600,30,12,23
30674,automotivo,60,270,1,250,16,6,16
29111,esporte_lazer,44,454,1,628,17,25,14
19375,utilidades_domesticas,36,308,1,5800,40,39,45
6746,ferramentas_jardim,59,986,5,1650,30,23,20
2415,cama_mesa_banho,27,423,1,200,16,12,11
32668,cama_mesa_banho,58,124,2,6350,95,8,50
14348,automotivo,58,651,5,6750,72,4,46
25480,beleza_saude,57,1479,1,100,30,12,16
24310,beleza_saude,38,1242,1,5575,28,23,28
5286,fashion_bolsas_e_acessorios,43,780,6,50,18,18,12
32479,papelaria,48,379,1,300,28,7,15
4640,cama_mesa_banho,59,842,1,1175,28,8,28
7399,market_place,63,937,1,200,46,4,11
8893,esporte_lazer,57,913,1,1600,20,40,30
22655,ferramentas_jardim,56,875,2,15100,45,45,37
14191,moveis_decoracao,55,1431,3,200,35,2,25
25062,moveis_cozinha_area_de_servico_jantar_e_jardim,53,1563,3,3300,40,20,60
3907,esporte_lazer,47,972,1,1450,24,20,20
26409,automotivo,55,917,1,1775,36,7,24
17923,automotivo,41,1518,2,1000,37,12,35
12926,moveis_decoracao,59,1988,3,2550,65,8,45
11719,cama_mesa_banho,56,674,1,1325,19,17,23
25013,moveis_decoracao,57,266,1,1000,40,6,32
22254,consoles_games,55,820,2,350,16,13,16
16251,utilidades_domesticas,34,634,1,500,16,18,11
10461,beleza_saude,39,692,2,429,19,16,18
124,informatica_acessorios,55,441,1,1100,40,20,20
20522,informatica_acessorios,53,572,3,900,30,6,16
14714,telefonia,58,305,1,150,19,4,11
5868,cama_mesa_banho,59,884,1,450,28,10,26
30095,automotivo,35,283,1,11200,25,18,18
24969,NA,NA,NA,NA,200,16,5,11
19289,beleza_saude,52,1828,1,1100,25,13,20
23326,brinquedos,59,249,2,1500,40,25,20
28723,consoles_games,31,637,1,556,30,12,15
1168,esporte_lazer,21,548,1,1100,17,4,11
20697,telefonia,57,1164,3,200,18,6,20
6278,beleza_saude,57,511,1,710,21,15,11
10136,cama_mesa_banho,49,729,1,2350,20,30,30
23367,moveis_decoracao,59,197,8,950,31,11,26
60,cama_mesa_banho,59,253,1,3875,46,12,43
18967,informatica_acessorios,55,408,1,233,16,14,15
6148,esporte_lazer,60,1507,1,1900,25,25,25
13759,moveis_sala,58,285,3,6650,55,11,35
29795,cama_mesa_banho,58,402,1,2100,40,10,30
25447,instrumentos_musicais,41,1741,3,6050,60,15,40
20526,beleza_saude,55,449,1,30000,55,75,61
3436,fashion_calcados,54,404,4,850,22,12,33
3958,moveis_decoracao,50,754,3,1100,30,11,11
15580,automotivo,37,1383,2,14900,61,25,45
16966,cama_mesa_banho,50,563,1,1100,35,25,30
16486,eletrodomesticos,55,270,1,350,18,8,13
20077,eletronicos,60,742,2,2200,22,7,17
8596,eletronicos,27,628,3,200,16,15,15
31405,utilidades_domesticas,18,413,2,183,17,13,12
29766,utilidades_domesticas,54,698,1,5900,65,12,45
25497,moveis_decoracao,53,441,1,3500,60,40,42
24649,moveis_decoracao,55,248,1,1800,40,8,30
32709,NA,NA,NA,NA,3000,16,21,19
14536,informatica_acessorios,59,202,1,900,35,15,15
7705,beleza_saude,51,612,1,338,21,6,21
25870,telefonia_fixa,59,1770,5,1700,25,22,24
8756,relogios_presentes,44,589,3,800,18,12,19
20699,agro_industria_e_comercio,35,380,1,125,20,4,13
9099,cama_mesa_banho,59,119,1,2250,36,16,36
12798,fashion_bolsas_e_acessorios,41,52,1,200,16,2,11
30127,utilidades_domesticas,58,422,2,2150,45,41,14
9481,artes,51,473,1,150,20,4,20
29222,cama_mesa_banho,57,701,2,1100,50,12,12
20049,automotivo,29,766,2,300,16,10,16
30183,bebes,60,1035,3,1450,42,25,15
564,utilidades_domesticas,55,1355,4,375,16,10,18
2358,moveis_sala,47,570,4,1350,64,13,18
24660,telefonia,25,538,10,100,16,3,11
23093,construcao_ferramentas_iluminacao,39,437,1,600,30,30,30
12703,climatizacao,45,708,1,1875,27,17,27
6351,relogios_presentes,54,443,1,450,19,13,13
5801,casa_construcao,28,982,1,750,23,27,27
24888,brinquedos,27,691,2,250,21,10,20
11829,moveis_decoracao,34,172,1,50,19,7,16
6344,eletronicos,54,730,5,400,16,12,17
483,automotivo,52,228,2,5550,55,35,30
30777,beleza_saude,29,298,4,100,22,3,14
14648,moveis_escritorio,41,2235,1,15200,58,28,58
14988,automotivo,48,334,1,500,30,30,30
30716,esporte_lazer,55,308,2,450,35,7,25
3685,utilidades_domesticas,44,330,3,425,18,18,18
28113,eletronicos,52,721,1,340,33,14,17
27516,dvds_blu_ray,43,399,1,100,19,3,11
26993,esporte_lazer,59,1571,3,1300,105,15,15
24383,fashion_bolsas_e_acessorios,55,34,1,700,29,31,49
5527,alimentos_bebidas,30,546,2,300,20,8,16
3078,perfumaria,40,624,5,438,16,12,17
23436,cool_stuff,46,314,3,1800,44,29,26
4279,cama_mesa_banho,54,390,1,550,16,10,16
25230,esporte_lazer,47,70,1,500,22,15,22
19583,esporte_lazer,41,343,1,300,19,2,12
28158,esporte_lazer,40,1160,1,1795,33,28,23
8575,cama_mesa_banho,60,629,3,8800,33,12,33
21899,brinquedos,56,836,3,400,25,45,20
32373,cama_mesa_banho,55,352,2,1350,50,11,11
20422,consoles_games,31,688,1,305,20,12,19
12726,utilidades_domesticas,45,362,8,825,43,19,18
17362,utilidades_domesticas,59,280,1,500,18,16,16
11766,instrumentos_musicais,47,705,5,900,54,7,54
12584,moveis_cozinha_area_de_servico_jantar_e_jardim,38,245,1,4000,31,42,43
18603,malas_acessorios,54,595,2,284,16,14,15
23389,cama_mesa_banho,60,226,1,1900,49,7,40
15887,moveis_escritorio,59,603,1,9350,52,51,17
31997,moveis_escritorio,59,249,2,650,40,11,11
4920,beleza_saude,46,2169,4,200,16,6,11
10864,ferramentas_jardim,57,383,2,1800,30,10,25
3435,relogios_presentes,39,168,1,505,18,10,13
12302,construcao_ferramentas_jardim,46,1157,1,1725,22,21,14
29902,cama_mesa_banho,31,235,1,300,33,5,23
2931,fashion_bolsas_e_acessorios,56,1474,1,200,16,2,11
2399,papelaria,56,303,3,1500,38,30,28
19131,casa_construcao,36,344,1,750,40,17,15
27040,informatica_acessorios,59,1893,1,6550,20,20,20
1624,NA,NA,NA,NA,10750,34,20,30
12156,automotivo,36,657,1,11450,60,60,19
15675,cama_mesa_banho,49,729,1,2300,20,30,30
13126,cama_mesa_banho,52,444,2,950,50,16,16
29223,papelaria,53,247,1,1900,40,16,35
30179,moveis_decoracao,63,254,2,2500,49,13,41
18652,moveis_decoracao,59,241,1,1400,40,10,34
23071,utilidades_domesticas,60,446,5,15000,52,28,52
6124,ferramentas_jardim,60,1550,5,23700,81,35,17
7722,cama_mesa_banho,59,626,2,833,48,7,40
10578,brinquedos,53,428,3,2208,34,23,24
15822,utilidades_domesticas,55,126,1,800,16,20,15
20457,beleza_saude,49,1004,2,200,20,10,20
27539,moveis_decoracao,57,87,1,1000,40,7,34
29943,relogios_presentes,59,544,5,450,16,2,11
4184,utilidades_domesticas,45,347,1,4050,32,32,22
16042,eletroportateis,48,736,1,2900,16,34,32
18464,construcao_ferramentas_construcao,59,1005,2,400,27,5,16
21798,utilidades_domesticas,49,444,1,17300,40,70,40
17699,bebes,60,1897,7,8250,60,40,20
24915,utilidades_domesticas,57,478,1,550,26,9,11
31820,automotivo,47,570,1,3300,35,20,20
30828,cama_mesa_banho,54,324,1,1000,42,8,36
27221,utilidades_domesticas,47,518,1,950,25,32,25
12201,bebes,37,1556,1,700,20,20,30
941,automotivo,53,575,5,3100,21,21,21
31210,instrumentos_musicais,56,760,4,2900,47,9,47
26054,cool_stuff,39,1514,1,1700,28,36,27
20919,utilidades_domesticas,37,1521,2,1350,28,23,25
9005,utilidades_domesticas,52,461,6,1250,28,20,28
23157,ferramentas_jardim,33,222,2,2900,17,26,27
19342,cama_mesa_banho,56,641,4,2150,50,10,40
31229,moveis_decoracao,59,600,1,1050,25,25,25
4215,papelaria,58,183,2,3200,28,55,37
25277,informatica_acessorios,48,261,1,867,32,14,14
14441,eletronicos,57,373,1,175,20,12,16
14101,papelaria,48,221,1,900,24,7,14
20537,esporte_lazer,34,1159,1,600,23,23,23
10205,brinquedos,60,375,1,800,35,5,35
20351,esporte_lazer,54,1823,1,450,18,18,18
6632,beleza_saude,34,1436,1,400,20,20,20
2826,NA,NA,NA,NA,16000,58,28,58
10088,eletronicos,60,517,4,200,16,6,14
23719,esporte_lazer,52,1416,1,300,16,16,16
8186,cama_mesa_banho,55,612,1,1600,40,7,34
6357,eletrodomesticos_2,50,914,3,11900,65,35,35
16930,perfumaria,37,414,2,100,16,16,11
9531,beleza_saude,53,624,2,575,17,15,13
22257,utilidades_domesticas,59,513,1,2350,29,34,16
10698,cama_mesa_banho,60,288,2,450,35,3,28
30436,cama_mesa_banho,31,211,3,1400,35,20,48
21670,utilidades_domesticas,58,686,2,350,30,10,16
15096,automotivo,57,679,5,4300,78,4,47
18755,moveis_decoracao,50,1466,10,700,35,2,25
5392,ferramentas_jardim,40,1347,2,1100,25,25,25
5306,cama_mesa_banho,58,188,1,1650,44,2,35
3939,esporte_lazer,43,535,3,700,16,23,15
20655,ferramentas_jardim,56,525,2,550,30,8,25
9404,beleza_saude,28,2920,1,350,20,20,20
22228,bebidas,52,844,1,1300,20,20,20
22734,industria_comercio_e_negocios,53,2083,5,900,40,30,30
7814,automotivo,48,925,2,5100,65,25,25
29392,telefonia,60,752,6,300,17,4,12
5957,moveis_decoracao,50,200,3,1200,34,8,24
15250,brinquedos,37,1156,1,300,18,14,11
9019,livros_interesse_geral,29,627,1,1200,15,15,19
16074,esporte_lazer,36,258,1,600,40,8,11
17310,cama_mesa_banho,60,604,2,3700,50,10,40
3530,moveis_escritorio,48,2322,1,11400,58,40,58
18,cool_stuff,44,629,3,600,40,30,40
26050,beleza_saude,53,3734,5,538,23,12,34
4204,informatica_acessorios,34,277,2,100,20,3,15
6511,moveis_decoracao,63,476,2,300,80,10,60
13590,informatica_acessorios,53,961,1,1850,39,12,22
6705,cama_mesa_banho,53,596,4,1956,45,18,35
27202,casa_construcao,54,562,2,15000,50,30,50
26195,informatica_acessorios,24,718,2,200,41,2,29
2820,fashion_bolsas_e_acessorios,54,840,1,100,16,14,14
10858,cama_mesa_banho,47,506,1,450,45,15,35
8398,telefonia,47,589,2,100,16,3,11
20955,moveis_decoracao,47,1905,3,650,68,8,13
28166,automotivo,59,464,2,100,16,10,15
18765,relogios_presentes,49,387,3,1000,16,2,11
14292,eletronicos,55,234,1,100,20,7,12
26754,fashion_underwear_e_moda_praia,52,579,1,450,42,4,14
3812,utilidades_domesticas,24,467,1,300,26,2,11
7414,relogios_presentes,38,690,2,500,19,9,15
28551,informatica_acessorios,54,596,3,450,19,5,13
