customer_id,customer_zip_code_prefix,customer_city,customer_state
34518,83045,sao jose dos pinhais,PR
19326,39270,pirapora,MG
45214,66640,belem,PA
5571,74210,goiania,GO
77698,21235,rio de janeiro,RJ
33821,8032,sao paulo,SP
51946,15015,sao jose do rio preto,SP
85496,30390,belo horizonte,MG
24963,30510,belo horizonte,MG
41571,27700,vassouras,RJ
87622,15890,uchoa,SP
17393,95960,encantado,RS
721,3324,sao paulo,SP
93644,23092,rio de janeiro,RJ
26804,99150,marau,RS
10801,37582,careacu,MG
40243,3985,sao paulo,SP
11715,83860,pien,PR
21181,13150,cosmopolis,SP
51189,3343,sao paulo,SP
3242,25550,sao joao de meriti,RJ
82875,95200,vacaria,RS
3999,22770,rio de janeiro,RJ
91052,32315,contagem,MG
95336,22753,rio de janeiro,RJ
46086,89256,jaragua do sul,SC
81122,85869,foz do iguacu,PR
49661,38703,patos de minas,MG
29679,37552,pouso alegre,MG
47441,25025,duque de caxias,RJ
81769,30870,belo horizonte,MG
22591,22231,rio de janeiro,RJ
23059,25212,duque de caxias,RJ
47544,16901,andradina,SP
19200,82220,curitiba,PR
24524,4458,sao paulo,SP
45207,13290,louveira,SP
89223,80240,curitiba,PR
43287,49050,aracaju,SE
25013,69086,manaus,AM
39576,32341,contagem,MG
73461,74580,goiania,GO
2028,28970,araruama,RJ
3189,78068,cuiaba,MT
49324,27913,macae,RJ
26214,2017,sao paulo,SP
34325,95270,flores da cunha,RS
70317,22783,rio de janeiro,RJ
76691,13470,americana,SP
56445,39800,teofilo otoni,MG
1860,5408,sao paulo,SP
51748,68515,parauapebas,PA
28271,27264,volta redonda,RJ
24935,18460,itarare,SP
19407,5783,sao paulo,SP
80702,34007,nova lima,MG
45319,25780,sao jose do vale do rio preto,RJ
70243,45028,vitoria da conquista,BA
5448,6787,taboao da serra,SP
92806,95720,garibaldi,RS
28107,4143,sao paulo,SP
6034,9920,diadema,SP
20644,85812,cascavel,PR
2789,7024,guarulhos,SP
89382,22241,rio de janeiro,RJ
75052,17011,bauru,SP
48436,12570,aparecida,SP
17057,24230,niteroi,RJ
50684,71020,brasilia,DF
52977,72610,brasilia,DF
68953,8255,sao paulo,SP
6095,71881,brasilia,DF
43137,38470,grupiara,MG
66746,6325,carapicuiba,SP
36923,14620,orlandia,SP
76534,37480,lambari,MG
95096,5640,sao paulo,SP
40697,6414,barueri,SP
6637,29970,pedro canario,ES
31039,13301,itu,SP
16667,8664,suzano,SP
97545,17280,pederneiras,SP
87462,12949,atibaia,SP
67592,32285,contagem,MG
87103,13218,jundiai,SP
8354,28380,natividade,RJ
40782,5853,sao paulo,SP
63607,4745,sao paulo,SP
36694,18680,lencois paulista,SP
90762,31270,belo horizonte,MG
77484,6754,taboao da serra,SP
87254,79822,dourados,MS
32296,9792,sao bernardo do campo,SP
42788,18071,sorocaba,SP
12877,35540,oliveira,MG
42444,5872,sao paulo,SP
71651,12522,guaratingueta,SP
2684,13876,sao joao da boa vista,SP
11459,93900,ivoti,RS
75359,21941,rio de janeiro,RJ
25387,74230,goiania,GO
8507,61900,maracanau,CE
19442,91910,porto alegre,RS
54330,41680,salvador,BA
10416,13054,campinas,SP
6873,28922,cabo frio,RJ
50131,89874,maravilha,SC
55467,22713,rio de janeiro,RJ
26541,74230,goiania,GO
59495,21320,rio de janeiro,RJ
30445,22411,rio de janeiro,RJ
28920,63870,boa viagem,CE
55491,5789,sao paulo,SP
9229,15015,sao jose do rio preto,SP
16323,88215,bombinhas,SC
4514,15490,paulo de faria,SP
4409,72737,brasilia,DF
5207,14610,ipua,SP
34820,91250,porto alegre,RS
47052,78600,barra do garcas,MT
16018,22640,rio de janeiro,RJ
33308,2845,sao paulo,SP
22193,5715,sao paulo,SP
1307,39730,virginopolis,MG
22868,6695,itapevi,SP
24323,14750,pitangueiras,SP
85881,74280,goiania,GO
31471,41720,salvador,BA
15010,14090,ribeirao preto,SP
53434,57720,pindoba,AL
2984,22410,rio de janeiro,RJ
28453,64980,corrente,PI
49489,72602,brasilia,DF
7531,32670,betim,MG
45316,8940,biritiba-mirim,SP
43080,35588,arcos,MG
75044,39400,montes claros,MG
72450,8740,mogi das cruzes,SP
52226,49010,aracaju,SE
41065,86055,londrina,PR
50506,9892,sao bernardo do campo,SP
95695,20250,rio de janeiro,RJ
94679,35300,caratinga,MG
50098,35960,santa barbara,MG
90032,55818,carpina,PE
66217,4152,sao paulo,SP
61530,6033,osasco,SP
96923,2875,sao paulo,SP
301,78455,lucas do rio verde,MT
70069,6083,osasco,SP
93995,58220,bananeiras,PB
84241,3692,sao paulo,SP
24920,4306,sao paulo,SP
7727,23894,seropedica,RJ
48968,83040,sao jose dos pinhais,PR
73523,17209,jau,SP
29296,17280,pederneiras,SP
3010,91787,porto alegre,RS
42902,20520,rio de janeiro,RJ
73525,13271,valinhos,SP
1773,12081,taubate,SP
16055,35170,coronel fabriciano,MG
48758,5089,sao paulo,SP
21371,5570,sao paulo,SP
79293,21931,rio de janeiro,RJ
54732,22640,rio de janeiro,RJ
68850,8850,mogi das cruzes,SP
74943,30492,belo horizonte,MG
5518,91330,porto alegre,RS
444,28625,nova friburgo,RJ
2833,32220,contagem,MG
83006,15900,taquaritinga,SP
45464,47800,barreiras,BA
54338,30130,belo horizonte,MG
25640,13172,sumare,SP
75786,26385,queimados,RJ
58844,27600,valenca,RJ
96299,13219,jundiai,SP
4521,12225,sao jose dos campos,SP
28276,87250,peabiru,PR
1547,22291,rio de janeiro,RJ
32803,13416,piracicaba,SP
33169,4560,sao paulo,SP
63471,49900,propria,SE
69565,89182,lontras,SC
47130,80320,curitiba,PR
15049,16600,pirajui,SP
90641,40015,salvador,BA
13121,4127,sao paulo,SP
54280,17830,florida paulista,SP
26259,9401,ribeirao pires,SP
2991,32670,betim,MG
76249,56903,serra talhada,PE
65065,13040,campinas,SP
18345,87301,campo mourao,PR
78328,8743,mogi das cruzes,SP
60124,83408,colombo,PR
52341,83065,sao jose dos pinhais,PR
67274,68005,santarem,PA
97262,52111,recife,PE
64545,71510,brasilia,DF
20614,21330,rio de janeiro,RJ
47646,78740,rondonopolis,MT
70634,36016,juiz de fora,MG
49973,6515,santana de parnaiba,SP
89045,6114,osasco,SP
83843,23067,rio de janeiro,RJ
77305,25900,mage,RJ
96303,55016,caruaru,PE
60882,29147,cariacica,ES
15192,3674,sao paulo,SP
26178,3280,sao paulo,SP
44668,34006,nova lima,MG
29388,29175,serra,ES
6865,86050,londrina,PR
11552,13295,itupeva,SP
55101,69306,boa vista,RR
47306,5641,sao paulo,SP
81215,92410,canoas,RS
86377,8225,sao paulo,SP
18842,28545,macuco,RJ
7449,38066,uberaba,MG
35301,3355,sao paulo,SP
95280,13280,vinhedo,SP
81164,24753,sao goncalo,RJ
12757,81230,curitiba,PR
52402,84500,irati,PR
9075,76400,uruacu,GO
51500,49070,aracaju,SE
95793,13070,campinas,SP
14154,18211,itapetininga,SP
86564,9725,sao bernardo do campo,SP
10402,76980,vilhena,RO
7224,99010,passo fundo,RS
38272,35162,ipatinga,MG
44086,5145,sao paulo,SP
39423,79950,navirai,MS
22130,35118,periquito,MG
27963,60545,fortaleza,CE
44303,29100,vila velha,ES
6639,45653,ilheus,BA
97876,22753,rio de janeiro,RJ
36222,27115,barra do pirai,RJ
87260,21060,rio de janeiro,RJ
38538,82980,curitiba,PR
69612,89900,sao miguel do oeste,SC
98359,84040,ponta grossa,PR
74169,95783,pareci novo,RS
28357,35430,ponte nova,MG
3246,22270,rio de janeiro,RJ
91674,9080,santo andre,SP
56393,13348,indaiatuba,SP
77293,98960,santo cristo,RS
3858,65800,balsas,MA
80974,45820,eunapolis,BA
38162,2855,sao paulo,SP
60625,12043,taubate,SP
30094,39920,jordania,MG
33871,68005,santarem,PA
78385,40286,salvador,BA
70498,36980,lajinha,MG
89278,29045,vitoria,ES
984,75250,senador canedo,GO
13447,15900,taquaritinga,SP
53661,6226,osasco,SP
59857,2730,sao paulo,SP
20818,16700,guararapes,SP
79291,4805,sao paulo,SP
47580,83390,guaraquecaba,PR
17194,22631,rio de janeiro,RJ
29840,95912,lajeado,RS
19055,17380,brotas,SP
60299,40221,salvador,BA
50007,4583,sao paulo,SP
17211,70234,brasilia,DF
23105,95088,caxias do sul,RS
11007,86047,londrina,PR
75621,49960,japaratuba,SE
10120,95905,lajeado,RS
97308,68371,altamira,PA
11740,23058,rio de janeiro,RJ
93879,1424,sao paulo,SP
2074,29161,serra,ES
76093,29470,sao jose do calcado,ES
50848,13040,campinas,SP
84712,37775,santa rita de caldas,MG
65893,22723,rio de janeiro,RJ
30691,84500,irati,PR
50314,38442,araguari,MG
20169,55750,surubim,PE
71124,22713,rio de janeiro,RJ
59579,33933,ribeirao das neves,MG
13322,75570,bom jesus,GO
9919,5528,sao paulo,SP
24189,18025,sorocaba,SP
5861,9271,santo andre,SP
18989,91710,porto alegre,RS
68020,95800,venancio aires,RS
35692,22471,rio de janeiro,RJ
30418,11665,caraguatatuba,SP
17511,91120,porto alegre,RS
34516,51020,recife,PE
61354,29902,linhares,ES
83238,13148,paulinia,SP
71498,29906,linhares,ES
94322,9950,diadema,SP
54031,22080,rio de janeiro,RJ
2565,74140,goiania,GO
9633,29780,sao gabriel da palha,ES
7441,6816,embu das artes,SP
9189,14810,araraquara,SP
14670,2652,sao paulo,SP
11645,8583,itaquaquecetuba,SP
72701,3333,sao paulo,SP
34867,35430,ponte nova,MG
53839,35931,joao monlevade,MG
79572,41635,salvador,BA
10201,8598,itaquaquecetuba,SP
39511,53220,olinda,PE
49606,14030,ribeirao preto,SP
82656,9930,diadema,SP
56114,69915,rio branco,AC
68383,32260,contagem,MG
31040,2038,sao paulo,SP
97635,63260,brejo santo,CE
43493,60543,fortaleza,CE
77235,62840,beberibe,CE
13949,15850,urupes,SP
97484,7600,mairipora,SP
67498,13276,valinhos,SP
34871,6950,juquitiba,SP
83935,31070,belo horizonte,MG
86964,13212,jundiai,SP
4555,32050,contagem,MG
86143,76290,itapirapua,GO
43943,17017,bauru,SP
1215,28922,cabo frio,RJ
12472,27540,resende,RJ
20548,45005,vitoria da conquista,BA
91321,9725,sao bernardo do campo,SP
72221,89610,herval d'oeste,SC
21358,30555,belo horizonte,MG
2431,15950,santa adelia,SP
91836,4531,sao paulo,SP
64486,21512,rio de janeiro,RJ
20791,39401,montes claros,MG
2308,38610,unai,MG
70786,89295,rio negrinho,SC
93275,79904,ponta pora,MS
32741,18087,sorocaba,SP
10780,29138,viana,ES
4481,14850,pradopolis,SP
90263,95650,igrejinha,RS
81398,27175,pirai,RJ
18128,88310,itajai,SC
78917,15056,sao jose do rio preto,SP
53555,9041,santo andre,SP
88665,6160,osasco,SP
9365,72130,brasilia,DF
44327,4726,sao paulo,SP
50256,12233,sao jose dos campos,SP
22589,30310,belo horizonte,MG
33692,83020,sao jose dos pinhais,PR
53400,26521,nilopolis,RJ
75061,11095,santos,SP
59472,2713,sao paulo,SP
71674,11669,caraguatatuba,SP
66131,13070,campinas,SP
50217,6730,vargem grande paulista,SP
27362,33880,ribeirao das neves,MG
11710,81170,curitiba,PR
22365,9260,santo andre,SP
31733,91050,porto alegre,RS
98621,71745,brasilia,DF
35285,32450,sarzedo,MG
52329,24340,niteroi,RJ
96213,13277,valinhos,SP
80326,32146,contagem,MG
74310,13470,americana,SP
24860,45654,ilheus,BA
25241,11025,santos,SP
78859,36035,juiz de fora,MG
97102,80050,curitiba,PR
34213,82960,curitiba,PR
63322,64053,teresina,PI
96102,15370,pereira barreto,SP
17582,29600,afonso claudio,ES
33116,98803,santo angelo,RS
86232,18133,sao roque,SP
84384,70057,brasilia,DF
13545,70390,brasilia,DF
96551,20710,rio de janeiro,RJ
35783,41200,salvador,BA
26777,1405,sao paulo,SP
78240,73840,campos belos,GO
28846,87720,paranavai,PR
85871,51021,recife,PE
35312,5577,sao paulo,SP
9352,82640,curitiba,PR
27524,59078,natal,RN
14016,22745,rio de janeiro,RJ
80015,13031,campinas,SP
62808,32113,contagem,MG
57416,79840,dourados,MS
90144,7175,guarulhos,SP
41946,6435,barueri,SP
9699,91160,porto alegre,RS
63121,35044,governador valadares,MG
84972,11740,itanhaem,SP
86519,13480,limeira,SP
46491,30411,belo horizonte,MG
7668,12328,jacarei,SP
64710,11608,sao sebastiao,SP
75955,80250,curitiba,PR
54285,8070,sao paulo,SP
82612,8970,salesopolis,SP
59937,59770,patu,RN
73190,56304,petrolina,PE
22601,35160,ipatinga,MG
32608,44096,feira de santana,BA
43524,88790,laguna,SC
23068,37660,paraisopolis,MG
70085,20090,rio de janeiro,RJ
22629,31250,belo horizonte,MG
41116,80820,curitiba,PR
70907,99070,passo fundo,RS
5842,88880,lauro muller,SC
76569,9321,maua,SP
1168,12502,guaratingueta,SP
91965,25680,petropolis,RJ
81649,23932,angra dos reis,RJ
16186,13043,campinas,SP
44938,4896,sao paulo,SP
83167,27323,barra mansa,RJ
40572,88817,criciuma,SC
55876,84010,ponta grossa,PR
21233,13830,santo antonio de posse,SP
88681,4536,sao paulo,SP
48056,9180,santo andre,SP
38502,48790,tucano,BA
37813,7251,guarulhos,SP
65147,21331,rio de janeiro,RJ
53741,25655,petropolis,RJ
92329,53030,olinda,PE
84650,45400,valenca,BA
44895,47665,sao felix do coribe,BA
20432,90040,porto alegre,RS
42811,6756,taboao da serra,SP
92197,14807,araraquara,SP
95914,18190,aracoiaba da serra,SP
30102,1218,sao paulo,SP
57814,18550,boituva,SP
48520,13360,capivari,SP
52259,4691,sao paulo,SP
60414,15091,sao jose do rio preto,SP
4648,37062,varginha,MG
92793,22410,rio de janeiro,RJ
77070,85570,sao joao,PR
87219,85240,mato rico,PR
16099,33145,santa luzia,MG
17633,18016,sorocaba,SP
41420,17340,barra bonita,SP
47909,32900,igarape,MG
52086,65800,balsas,MA
84290,40015,salvador,BA
5125,3962,sao paulo,SP
66524,19911,ourinhos,SP
3101,1227,sao paulo,SP
68729,18108,sorocaba,SP
43565,88701,tubarao,SC
17577,38480,tupaciguara,MG
60420,96065,pelotas,RS
42667,48970,senhor do bonfim,BA
61999,13201,jundiai,SP
20461,37540,santa rita do sapucai,MG
92141,35060,governador valadares,MG
54329,1548,sao paulo,SP
82453,4201,sao paulo,SP
96292,6018,osasco,SP
77752,45820,eunapolis,BA
90271,81312,curitiba,PR
48711,23545,rio de janeiro,RJ
42441,25926,mage,RJ
3235,38178,pedrinopolis,MG
20228,30690,belo horizonte,MG
74050,94950,cachoeirinha,RS
45790,39100,diamantina,MG
81958,18730,itai,SP
65078,79050,campo grande,MS
49220,5021,sao paulo,SP
50148,20241,rio de janeiro,RJ
76240,88516,lages,SC
89236,25977,teresopolis,RJ
17491,14930,boa esperanca do sul,SP
3308,3308,sao paulo,SP
65730,79303,corumba,MS
33752,4282,sao paulo,SP
63703,72320,brasilia,DF
48429,49092,aracaju,SE
65612,87160,mandaguacu,PR
48455,22765,rio de janeiro,RJ
60750,36036,juiz de fora,MG
21111,16370,promissao,SP
66361,32185,contagem,MG
68924,32600,betim,MG
37593,18051,sorocaba,SP
83571,88220,itapema,SC
7301,19905,ourinhos,SP
47250,60743,fortaleza,CE
78062,8745,mogi das cruzes,SP
5013,21220,rio de janeiro,RJ
35399,21775,rio de janeiro,RJ
44918,71505,brasilia,DF
32393,13308,itu,SP
42830,35910,santa maria de itabira,MG
95372,18185,pilar do sul,SP
20300,7791,cajamar,SP
44612,80020,curitiba,PR
71614,13036,campinas,SP
56231,88330,balneario camboriu,SC
32658,13218,jundiai,SP
14045,75850,caiaponia,GO
94943,12230,sao jose dos campos,SP
40758,8150,sao paulo,SP
24181,6753,taboao da serra,SP
97174,86420,carlopolis,PR
68936,11600,sao sebastiao,SP
41214,31275,belo horizonte,MG
27237,38401,uberlandia,MG
10150,91910,porto alegre,RS
70715,9850,sao bernardo do campo,SP
92608,18050,sorocaba,SP
67103,32071,contagem,MG
20849,96310,herval,RS
51349,21620,rio de janeiro,RJ
49612,13575,sao carlos,SP
61356,73035,brasilia,DF
87447,20561,rio de janeiro,RJ
11061,69043,manaus,AM
43952,4194,sao paulo,SP
92201,18273,tatui,SP
46918,13140,paulinia,SP
80748,30575,belo horizonte,MG
14177,13088,campinas,SP
70673,22753,rio de janeiro,RJ
38350,37414,tres coracoes,MG
13567,80215,curitiba,PR
74306,57035,maceio,AL
4957,33400,lagoa santa,MG
42257,2310,sao paulo,SP
71917,4742,sao paulo,SP
84494,14620,orlandia,SP
8600,71705,brasilia,DF
74844,3710,sao paulo,SP
73299,23093,rio de janeiro,RJ
43152,88054,florianopolis,SC
75306,93295,esteio,RS
34112,28897,rio das ostras,RJ
16286,37558,pouso alegre,MG
66896,20221,rio de janeiro,RJ
34920,92200,canoas,RS
19674,14025,ribeirao preto,SP
2091,59300,caico,RN
93030,4475,sao paulo,SP
13507,13212,jundiai,SP
87465,13068,campinas,SP
44323,27600,valenca,RJ
2457,3153,sao paulo,SP
14960,22631,rio de janeiro,RJ
7453,35195,belo oriente,MG
97564,84240,pirai do sul,PR
90966,35660,para de minas,MG
66505,30710,belo horizonte,MG
36633,60337,fortaleza,CE
33441,6550,pirapora do bom jesus,SP
7641,6537,santana de parnaiba,SP
25361,64006,teresina,PI
46312,59830,rodolfo fernandes,RN
76597,31140,belo horizonte,MG
6355,39540,sao joao do paraiso,MG
75162,14811,araraquara,SP
13887,36415,congonhas,MG
25621,32242,contagem,MG
73075,2616,sao paulo,SP
72702,6855,itapecerica da serra,SP
7643,86975,mandaguari,PR
32119,1535,sao paulo,SP
50729,64049,teresina,PI
625,9861,sao bernardo do campo,SP
87729,1422,sao paulo,SP
71437,11700,praia grande,SP
79608,75804,jatai,GO
87894,6711,cotia,SP
1402,4814,sao paulo,SP
76442,4013,sao paulo,SP
41005,6700,cotia,SP
49771,62790,redencao,CE
92924,79115,campo grande,MS
68024,20530,rio de janeiro,RJ
43604,13331,indaiatuba,SP
36300,36660,alem paraiba,MG
10819,88015,florianopolis,SC
34368,42706,lauro de freitas,BA
56235,3089,sao paulo,SP
1050,79990,amambai,MS
86695,27330,barra mansa,RJ
85990,36123,simao pereira,MG
9504,60865,fortaleza,CE
14303,74370,goiania,GO
48792,7790,cajamar,SP
86602,17230,itapui,SP
10680,52020,recife,PE
89511,15991,matao,SP
69094,21210,rio de janeiro,RJ
23698,70763,brasilia,DF
21288,5124,sao paulo,SP
51208,37464,itanhandu,MG
90490,41339,salvador,BA
33931,22725,rio de janeiro,RJ
9093,83820,fazenda rio grande,PR
55120,13050,campinas,SP
13137,4547,sao paulo,SP
47055,5625,sao paulo,SP
12183,22030,rio de janeiro,RJ
34724,29040,vitoria,ES
52687,39823,queixada,MG
35477,4310,sao paulo,SP
77239,7134,guarulhos,SP
9627,22430,rio de janeiro,RJ
97814,57200,penedo,AL
98003,99400,espumoso,RS
46232,23075,rio de janeiro,RJ
80006,18090,sorocaba,SP
81269,7075,guarulhos,SP
44400,90550,porto alegre,RS
22384,13416,piracicaba,SP
39622,4038,sao paulo,SP
31539,30431,belo horizonte,MG
65558,3370,sao paulo,SP
20386,13057,campinas,SP
86572,2739,sao paulo,SP
89753,28908,cabo frio,RJ
62611,24808,itaborai,RJ
93947,36350,sao tiago,MG
29965,31515,belo horizonte,MG
78421,20521,rio de janeiro,RJ
3204,23860,mangaratiba,RJ
76269,13140,paulinia,SP
82771,6328,carapicuiba,SP
52400,22461,rio de janeiro,RJ
69750,37002,varginha,MG
44309,38414,uberlandia,MG
80928,40270,salvador,BA
11762,3138,sao paulo,SP
31446,9112,santo andre,SP
36663,24230,niteroi,RJ
98374,81650,curitiba,PR
56425,13323,salto,SP
68665,89230,joinville,SC
61823,21920,rio de janeiro,RJ
38756,3531,sao paulo,SP
76812,7160,guarulhos,SP
54077,28895,rio das ostras,RJ
21353,85877,sao miguel do iguacu,PR
28013,99711,erechim,RS
18853,78730,rondonopolis,MT
17556,4561,sao paulo,SP
41869,17690,bastos,SP
86962,6714,cotia,SP
26838,36037,juiz de fora,MG
3184,13080,campinas,SP
83941,89226,joinville,SC
17669,37968,monte santo de minas,MG
73181,88503,lages,SC
1545,7161,guarulhos,SP
11120,17120,agudos,SP
48969,91770,porto alegre,RS
64085,9626,sao bernardo do campo,SP
92512,13184,hortolandia,SP
46799,12324,jacarei,SP
98146,3690,sao paulo,SP
70480,21650,rio de janeiro,RJ
21798,11440,guaruja,SP
51461,19010,presidente prudente,SP
43525,6414,barueri,SP
4286,57041,maceio,AL
81057,7950,francisco morato,SP
42193,94465,viamao,RS
84514,2330,sao paulo,SP
9623,3087,sao paulo,SP
7145,1409,sao paulo,SP
86713,69901,rio branco,AC
17138,35790,curvelo,MG
2511,42738,lauro de freitas,BA
53852,72596,brasilia,DF
46860,19970,palmital,SP
81436,6236,osasco,SP
47630,88048,florianopolis,SC
93232,22795,rio de janeiro,RJ
75018,8150,sao paulo,SP
26875,13320,salto,SP
62731,13084,campinas,SP
12103,11065,santos,SP
29364,39280,buritizeiro,MG
22043,1153,sao paulo,SP
67813,27915,macae,RJ
61318,78142,varzea grande,MT
56641,95599,balneario pinhal,RS
51485,81690,curitiba,PR
9150,4011,sao paulo,SP
96739,28026,campos dos goytacazes,RJ
56350,25926,mage,RJ
93,3981,sao paulo,SP
33787,11030,santos,SP
13332,1048,sao paulo,SP
7468,21215,rio de janeiro,RJ
89531,27120,barra do pirai,RJ
53015,21932,rio de janeiro,RJ
4313,8041,sao paulo,SP
8128,72235,brasilia,DF
46608,2301,sao paulo,SP
77792,32400,ibirite,MG
25223,69040,manaus,AM
13145,2939,sao paulo,SP
60597,26220,nova iguacu,RJ
42679,27940,macae,RJ
14580,12516,guaratingueta,SP
99245,4125,sao paulo,SP
17710,37500,itajuba,MG
24565,90570,porto alegre,RS
64998,4512,sao paulo,SP
4681,88037,florianopolis,SC
89856,5182,sao paulo,SP
55477,1041,sao paulo,SP
55968,21310,rio de janeiro,RJ
47643,41760,salvador,BA
23467,1434,sao paulo,SP
77843,20270,rio de janeiro,RJ
88417,74820,goiania,GO
74460,18086,sorocaba,SP
46523,4363,sao paulo,SP
85405,71916,brasilia,DF
70415,27277,volta redonda,RJ
90358,16200,birigui,SP
67634,51020,recife,PE
67565,90090,porto alegre,RS
31205,42700,lauro de freitas,BA
92143,8564,poa,SP
13009,35020,governador valadares,MG
96427,50020,recife,PE
20781,4715,sao paulo,SP
79553,83010,sao jose dos pinhais,PR
59596,38405,uberlandia,MG
96477,5638,sao paulo,SP
11687,13214,jundiai,SP
11485,5412,sao paulo,SP
25,90470,porto alegre,RS
44923,12220,sao jose dos campos,SP
80388,18095,sorocaba,SP
82724,9220,santo andre,SP
26704,91770,porto alegre,RS
67850,51200,recife,PE
85444,9550,sao caetano do sul,SP
40307,6036,osasco,SP
18938,6210,osasco,SP
56995,1534,sao paulo,SP
86745,86088,londrina,PR
59718,88930,turvo,SC
50723,59790,governador dix-sept rosado,RN
54276,3323,sao paulo,SP
5577,90040,porto alegre,RS
47204,74484,goiania,GO
85746,1410,sao paulo,SP
41981,37570,ouro fino,MG
21502,3261,sao paulo,SP
14198,29161,serra,ES
27186,5271,sao paulo,SP
140,59610,mossoro,RN
56088,4904,sao paulo,SP
9774,36950,ipanema,MG
6924,6785,taboao da serra,SP
9251,12228,sao jose dos campos,SP
16850,6440,barueri,SP
49240,75903,rio verde,GO
5965,86020,londrina,PR
29910,11035,santos,SP
16755,13901,amparo,SP
61514,40170,salvador,BA
29556,26261,nova iguacu,RJ
52682,21735,rio de janeiro,RJ
36525,41610,salvador,BA
7569,18650,sao manuel,SP
18836,13478,americana,SP
17254,74785,goiania,GO
76264,9333,maua,SP
83840,21220,rio de janeiro,RJ
27819,3644,sao paulo,SP
68564,33400,lagoa santa,MG
66472,30310,belo horizonte,MG
87800,98700,ijui,RS
76104,45160,belo campo,BA
21902,37701,pocos de caldas,MG
85169,3307,sao paulo,SP
64714,83221,paranagua,PR
57856,62755,ocara,CE
7934,5790,sao paulo,SP
93369,12236,sao jose dos campos,SP
88656,12800,queluz,SP
21144,94185,gravatai,RS
17744,32673,betim,MG
22945,9951,diadema,SP
242,8780,mogi das cruzes,SP
80654,30130,belo horizonte,MG
51623,3113,sao paulo,SP
23440,14735,severinia,SP
23914,86020,londrina,PR
98971,30550,belo horizonte,MG
65252,30510,belo horizonte,MG
86291,31910,belo horizonte,MG
53039,45603,itabuna,BA
33219,9671,sao bernardo do campo,SP
62155,71699,brasilia,DF
12090,22621,rio de janeiro,RJ
38999,3757,sao paulo,SP
97415,1405,sao paulo,SP
55903,90110,porto alegre,RS
75350,5617,sao paulo,SP
9750,99440,salto do jacui,RS
46811,30840,belo horizonte,MG
26806,18682,lencois paulista,SP
19630,70650,brasilia,DF
71571,9015,santo andre,SP
91855,88102,sao jose,SC
94033,6730,vargem grande paulista,SP
18422,58045,joao pessoa,PB
49468,7251,guarulhos,SP
13096,25900,mage,RJ
80119,36400,conselheiro lafaiete,MG
20624,13010,campinas,SP
55144,41680,salvador,BA
42028,51021,recife,PE
4879,88130,palhoca,SC
30797,13106,campinas,SP
43685,4962,sao paulo,SP
90893,9910,diadema,SP
76648,19065,presidente prudente,SP
21857,12328,jacarei,SP
52353,20010,rio de janeiro,RJ
45848,35500,divinopolis,MG
20501,7230,guarulhos,SP
78469,51020,recife,PE
44489,90035,porto alegre,RS
55604,35865,dom joaquim,MG
3984,88840,urussanga,SC
96070,13026,campinas,SP
73996,13082,campinas,SP
45939,21910,rio de janeiro,RJ
71885,70753,brasilia,DF
61413,19645,nantes,SP
5106,96750,butia,RS
84434,79700,fatima do sul,MS
55404,5704,sao paulo,SP
87878,25725,petropolis,RJ
35407,28924,cabo frio,RJ
18525,22735,rio de janeiro,RJ
39314,13035,campinas,SP
71465,13255,itatiba,SP
70333,13408,piracicaba,SP
75364,9090,santo andre,SP
67835,22753,rio de janeiro,RJ
51942,59507,alto do rodrigues,RN
15214,4476,sao paulo,SP
82462,99010,passo fundo,RS
29235,4571,sao paulo,SP
79346,4715,sao paulo,SP
71638,38400,uberlandia,MG
52829,4945,sao paulo,SP
66228,95045,caxias do sul,RS
10223,28860,casimiro de abreu,RJ
29216,15775,santa fe do sul,SP
21206,25730,petropolis,RJ
16103,21330,rio de janeiro,RJ
51361,5818,sao paulo,SP
51331,17120,agudos,SP
10096,49020,aracaju,SE
2497,6874,itapecerica da serra,SP
51982,38747,patrocinio,MG
45863,4205,sao paulo,SP
81559,38080,uberaba,MG
27282,11075,santos,SP
40903,4310,sao paulo,SP
55004,38400,uberlandia,MG
89098,90670,porto alegre,RS
47987,7054,guarulhos,SP
94145,70233,brasilia,DF
15988,29210,guarapari,ES
62986,39873,machacalis,MG
36794,8621,suzano,SP
77142,24210,niteroi,RJ
86392,7175,guarulhos,SP
11970,1419,sao paulo,SP
95337,26113,belford roxo,RJ
60490,97547,alegrete,RS
31816,28027,campos dos goytacazes,RJ
11583,74150,goiania,GO
14368,70387,brasilia,DF
83165,28250,italva,RJ
54232,55660,bezerros,PE
76541,37135,alfenas,MG
48074,81925,curitiba,PR
81206,13178,sumare,SP
90570,4726,sao paulo,SP
63855,38610,unai,MG
12951,21635,rio de janeiro,RJ
1837,56912,serra talhada,PE
25929,41192,salvador,BA
53189,3570,sao paulo,SP
84795,30170,belo horizonte,MG
50574,5336,sao paulo,SP
59770,4844,sao paulo,SP
45391,5882,sao paulo,SP
8356,20230,rio de janeiro,RJ
16861,19470,presidente epitacio,SP
62085,4005,sao paulo,SP
73205,84925,pinhalao,PR
73771,35010,governador valadares,MG
32338,30150,belo horizonte,MG
85458,48970,senhor do bonfim,BA
29449,32623,betim,MG
26068,50070,recife,PE
62805,3967,sao paulo,SP
84104,24936,marica,RJ
56222,72465,brasilia,DF
43357,22061,rio de janeiro,RJ
