datetime,nat_demand
2017-12-06,29455.3705
2017-12-07,29852.6074
2017-12-08,24657.0358
2017-12-09,25856.1285
2017-12-10,24548.7347
2017-12-11,28291.5031
2017-12-12,28014.271
2017-12-13,28083.1564
2017-12-14,28725.1716
2017-12-15,29551.0058
2017-12-16,28596.9025
2017-12-17,26858.8708
2017-12-18,30533.9573
2017-12-19,30983.3605
2017-12-20,30678.8988
2017-12-21,30585.7637
2017-12-22,30275.9796
2017-12-23,28280.553
2017-12-24,26785.6512
2017-12-25,24992.5544
2017-12-26,29687.2883
2017-12-27,29525.7281
2017-12-28,29522.0715
2017-12-29,28946.2106
2017-12-30,26552.7175
2017-12-31,24450.256699999998
2018-01-01,22579.6479
2018-01-02,27689.312
2018-01-03,28360.288800000002
2018-01-04,27520.594399999998
2018-01-05,27117.9044
2018-01-06,25916.582300000002
2018-01-07,24286.0592
2018-01-08,28086.8292
2018-01-09,24654.3395
2018-01-10,28119.4254
2018-01-11,28528.7707
2018-01-12,28527.686
2018-01-13,26731.3841
2018-01-14,24841.7446
2018-01-15,28687.1167
2018-01-16,29059.335
2018-01-17,28533.8458
2018-01-18,28517.7863
2018-01-19,28160.0825
2018-01-20,26789.7934
2018-01-21,25196.1724
2018-01-22,28843.8862
2018-01-23,29397.481799999998
2018-01-24,29851.5089
2018-01-25,30164.345400000002
2018-01-26,30356.6253
2018-01-27,28055.8946
2018-01-28,26274.8268
2018-01-29,30682.4438
2018-01-30,30726.5717
2018-01-31,30747.9076
2018-02-01,31105.96
2018-02-02,30597.123
2018-02-03,27339.9737
2018-02-04,25081.5996
2018-02-05,29079.728900000002
2018-02-06,29329.8265
2018-02-07,29886.9376
2018-02-08,29970.4984
2018-02-09,29844.8961
2018-02-10,27127.0175
2018-02-11,24890.6944
2018-02-12,25105.4879
2018-02-13,23794.7353
2018-02-14,27612.076
2018-02-15,29573.5436
2018-02-16,29631.7301
2018-02-17,27662.4215
2018-02-18,25549.9407
2018-02-19,29339.7285
2018-02-20,29647.8834
2018-02-21,30075.1439
2018-02-22,29652.4481
2018-02-23,29650.7461
2018-02-24,27838.0305
2018-02-25,25365.7653
2018-02-26,29721.6292
2018-02-27,29372.4027
2018-02-28,28878.0321
2018-03-01,30078.0477
2018-03-02,28980.3926
2018-03-03,26959.9576
2018-03-04,25078.3645
2018-03-05,29318.6357
2018-03-06,29294.774100000002
2018-03-07,28974.5661
2018-03-08,30441.6685
2018-03-09,30751.7331
2018-03-10,28551.5092
2018-03-11,27184.287800000002
2018-03-12,31811.4969
2018-03-13,31374.4377
2018-03-14,31202.0389
2018-03-15,31683.6204
2018-03-16,30968.1739
2018-03-17,28757.4814
2018-03-18,26837.934
2018-03-19,30511.207
2018-03-20,30694.7726
2018-03-21,30659.2879
2018-03-22,30779.1791
2018-03-23,29381.7287
2018-03-24,27312.906
2018-03-25,25816.8219
2018-03-26,30360.8256
2018-03-27,30797.2595
2018-03-28,30800.3286
2018-03-29,28958.72
2018-03-30,25541.510299999998
2018-03-31,25903.5595
2018-04-01,24498.2785
2018-04-02,29353.345
2018-04-03,29432.7948
2018-04-04,30136.1419
2018-04-05,30315.815
2018-04-06,29813.3027
2018-04-07,27965.0502
2018-04-08,26769.7331
2018-04-09,30200.8706
2018-04-10,30402.4984
2018-04-11,30507.1331
2018-04-12,29133.987399999998
2018-04-13,29344.6034
2018-04-14,27613.2612
2018-04-15,26460.4001
2018-04-16,31112.2787
2018-04-17,31303.6152
2018-04-18,31379.7501
2018-04-19,32156.9704
2018-04-20,31997.5395
2018-04-21,29410.6902
2018-04-22,27271.012600000002
2018-04-23,31093.6712
2018-04-24,31463.7804
2018-04-25,31243.1661
2018-04-26,30939.5412
2018-04-27,29236.338799999998
2018-04-28,27397.723
2018-04-29,26340.7055
2018-04-30,30575.151700000002
2018-05-01,26613.4991
2018-05-02,30586.1954
2018-05-03,30769.6526
2018-05-04,29910.22
2018-05-05,27149.9043
2018-05-06,25206.3485
2018-05-07,29230.182
2018-05-08,30039.8502
2018-05-09,30552.1541
2018-05-10,30053.6092
2018-05-11,29354.8848
2018-05-12,27999.0942
2018-05-13,25623.1332
2018-05-14,28118.5315
2018-05-15,29581.4202
2018-05-16,30341.1447
2018-05-17,30177.856
2018-05-18,29225.2554
2018-05-19,28160.2275
2018-05-20,26714.081599999998
2018-05-21,29719.0786
2018-05-22,29501.166400000002
2018-05-23,30666.0171
2018-05-24,29992.9061
2018-05-25,30299.471700000002
2018-05-26,27906.7302
2018-05-27,26415.0451
2018-05-28,31316.3383
2018-05-29,31767.1799
2018-05-30,31391.2909
2018-05-31,31253.5233
2018-06-01,31012.3465
2018-06-02,28419.285799999998
2018-06-03,27121.5012
2018-06-04,30863.2018
2018-06-05,29840.4836
2018-06-06,30298.0267
2018-06-07,30239.7637
2018-06-08,30461.7307
2018-06-09,28045.5579
2018-06-10,25335.9654
2018-06-11,28663.4877
2018-06-12,30450.3682
2018-06-13,31425.713
2018-06-14,31183.7258
2018-06-15,30023.905
2018-06-16,28741.639600000002
2018-06-17,27715.1158
2018-06-18,30966.7254
2018-06-19,29221.8748
2018-06-20,29721.5998
2018-06-21,30576.355
2018-06-22,31005.9656
2018-06-23,28136.0464
2018-06-24,25676.5859
2018-06-25,29464.1287
2018-06-26,29591.6146
2018-06-27,29527.5422
2018-06-28,29036.2733
2018-06-29,29476.8265
2018-06-30,28032.1569
2018-07-01,25206.5085
2018-07-02,28358.622
2018-07-03,29620.6446
2018-07-04,30896.1017
2018-07-05,31054.2828
2018-07-06,29863.123199999998
2018-07-07,28293.4106
2018-07-08,26949.1545
2018-07-09,31165.794
2018-07-10,29958.3631
2018-07-11,29797.8542
2018-07-12,30809.3913
2018-07-13,30865.438
2018-07-14,29082.7501
2018-07-15,26939.901
2018-07-16,29674.8759
2018-07-17,30054.1051
2018-07-18,31080.3401
2018-07-19,31155.3978
2018-07-20,31009.2892
2018-07-21,28211.1178
2018-07-22,25798.6721
2018-07-23,28496.1606
2018-07-24,29951.0785
2018-07-25,29134.1633
2018-07-26,28126.1393
2018-07-27,28369.5628
2018-07-28,27170.4607
2018-07-29,25043.5604
2018-07-30,28021.3342
2018-07-31,29023.9922
2018-08-01,29179.6217
2018-08-02,29988.7019
2018-08-03,30142.5177
2018-08-04,27274.2392
2018-08-05,26205.228600000002
2018-08-06,29739.250200000002
2018-08-07,30043.5128
2018-08-08,31094.5179
2018-08-09,30845.7619
2018-08-10,30084.1904
2018-08-11,28691.1723
2018-08-12,26757.0052
2018-08-13,30159.3939
2018-08-14,28939.2154
2018-08-15,28193.6663
2018-08-16,29988.1632
2018-08-17,30923.6069
2018-08-18,28564.2613
2018-08-19,25074.9178
2018-08-20,30266.1099
2018-08-21,31336.0255
2018-08-22,28944.6192
2018-08-23,29147.266
2018-08-24,29478.980050000002
2018-08-25,28253.7663
2018-08-26,25020.8638
2018-08-27,29572.3282
2018-08-28,30197.9998
2018-08-29,29284.8361
2018-08-30,28465.4813
2018-08-31,29674.397100000002
2018-09-01,27612.5767
2018-09-02,25616.7
2018-09-03,29758.343
2018-09-04,28826.9104
2018-09-05,28214.7971
2018-09-06,28600.6461
2018-09-07,29114.865700000002
2018-09-08,27932.2745
2018-09-09,26219.476
2018-09-10,29880.7959
2018-09-11,30481.3983
2018-09-12,30659.9892
2018-09-13,29666.9852
2018-09-14,28874.0377
2018-09-15,26798.4886
2018-09-16,24973.1708
2018-09-17,29348.2939
2018-09-18,31011.0856
2018-09-19,30320.7301
2018-09-20,30390.2225
2018-09-21,30957.3773
2018-09-22,27822.4058
2018-09-23,26220.844
2018-09-24,29091.985500000003
2018-09-25,30064.0462
2018-09-26,28912.7139
2018-09-27,28790.4083
2018-09-28,29785.2773
2018-09-29,27480.2929
2018-09-30,26276.3916
2018-10-01,30124.5082
2018-10-02,29916.9297
2018-10-03,30414.5688
2018-10-04,30582.2526
2018-10-05,29666.328999999998
2018-10-06,28266.0871
2018-10-07,27150.9841
2018-10-08,31645.4839
2018-10-09,30465.6129
2018-10-10,29567.0161
2018-10-11,28792.766200000002
2018-10-12,28219.7578
2018-10-13,27374.9504
2018-10-14,25517.4772
2018-10-15,29547.612399999998
2018-10-16,30525.539099999998
2018-10-17,29629.7523
2018-10-18,29150.8149
2018-10-19,28719.618300000002
2018-10-20,27823.492000000002
2018-10-21,25878.4023
2018-10-22,28751.8436
2018-10-23,28683.1215
2018-10-24,29446.0061
2018-10-25,30080.0041
2018-10-26,29520.2023
2018-10-27,27835.6993
2018-10-28,26527.3116
2018-10-29,30114.74
2018-10-30,29770.2715
2018-10-31,30453.858
2018-11-01,30116.9979
2018-11-02,28452.1271
2018-11-03,24833.9381
2018-11-04,24440.839
2018-11-05,24748.3077
2018-11-06,29044.5471
2018-11-07,29883.3757
2018-11-08,30460.5957
2018-11-09,30207.2797
2018-11-10,26668.823
2018-11-11,26929.7934
2018-11-12,31214.6096
2018-11-13,30265.3965
2018-11-14,29451.5916
2018-11-15,29415.4195
2018-11-16,30485.4079
2018-11-17,29218.507
2018-11-18,27039.1704
2018-11-19,29218.6402
2018-11-20,29422.8809
2018-11-21,29742.9242
2018-11-22,29780.8038
2018-11-23,30289.512
2018-11-24,28898.1968
2018-11-25,26403.6817
2018-11-26,30452.3263
2018-11-27,30347.69
2018-11-28,27059.8595
2018-11-29,30332.3397
2018-11-30,30237.1006
2018-12-01,27524.8976
2018-12-02,26794.171599999998
2018-12-03,30700.8776
2018-12-04,30456.277000000002
2018-12-05,30246.9295
2018-12-06,30411.2323
2018-12-07,30711.7818
2018-12-08,25615.3873
2018-12-09,25507.7233
2018-12-10,30257.5604
2018-12-11,30323.1705
2018-12-12,30620.9257
2018-12-13,31188.2752
2018-12-14,31454.5633
2018-12-15,29623.654
2018-12-16,27258.6859
2018-12-17,30438.1258
2018-12-18,30686.2965
2018-12-19,30570.4842
2018-12-20,30589.7752
2018-12-21,30810.1721
2018-12-22,28825.996
2018-12-23,26945.9548
2018-12-24,28469.0673
2018-12-25,24942.8945
2018-12-26,29787.2057
2018-12-27,30071.1239
2018-12-28,30367.725
2018-12-29,28238.0007
2018-12-30,26957.0384
2018-12-31,27410.0004
2019-01-01,24513.4532
2019-01-02,29622.2623
2019-01-03,30079.1124
2019-01-04,30127.5808
2019-01-05,28281.006699999998
2019-01-06,26280.3117
2019-01-07,29785.8454
2019-01-08,29467.0852
2019-01-09,26150.5145
2019-01-10,29280.3586
2019-01-11,28922.566
2019-01-12,26612.7721
2019-01-13,25325.5829
2019-01-14,29921.9327
2019-01-15,29832.048
2019-01-16,29906.9936
2019-01-17,29695.2852
2019-01-18,29963.9347
2019-01-19,28013.1858
2019-01-20,21373.284200000002
2019-01-21,30032.3369
2019-01-22,30269.994599999998
2019-01-23,29484.6941
2019-01-24,29027.5278
2019-01-25,29317.4477
2019-01-26,27902.5179
2019-01-27,26225.9263
2019-01-28,29836.6858
2019-01-29,29917.008
2019-01-30,29174.034200000002
2019-01-31,28955.5039
2019-02-01,29151.4087
2019-02-02,27627.2132
2019-02-03,25588.775
2019-02-04,29489.8235
2019-02-05,29824.5274
2019-02-06,29535.6575
2019-02-07,29742.4761
2019-02-08,29961.7536
2019-02-09,27353.9689
2019-02-10,25334.478
2019-02-11,29688.9023
2019-02-12,30604.8037
2019-02-13,30671.413099999998
2019-02-14,30668.612699999998
2019-02-15,30388.1094
2019-02-16,29149.0513
2019-02-17,27079.4894
2019-02-18,31550.650999999998
2019-02-19,30876.0446
2019-02-20,30963.152000000002
2019-02-21,31435.2769
2019-02-22,31312.9755
2019-02-23,29485.5222
2019-02-24,27334.8615
2019-02-25,31343.0361
2019-02-26,30951.2881
2019-02-27,30586.9611
2019-02-28,30657.893
2019-03-01,30633.4314
2019-03-02,27769.0494
2019-03-03,24655.7236
2019-03-04,25820.276400000002
2019-03-05,24542.1757
2019-03-06,28321.8135
2019-03-07,30944.3546
2019-03-08,29881.4591
2019-03-09,28417.92
2019-03-10,26685.559699999998
2019-03-11,30583.965099999998
2019-03-12,31132.3292
2019-03-13,30497.4814
2019-03-14,30431.6357
2019-03-15,31269.2355
2019-03-16,29572.7127
2019-03-17,27971.1166
2019-03-18,31833.4652
2019-03-19,31555.2333
2019-03-20,32071.0746
2019-03-21,33987.3022
2019-03-22,33143.6934
2019-03-23,29564.933699999998
2019-03-24,26684.1971
2019-03-25,31423.0931
2019-03-26,31778.6257
2019-03-27,31643.6034
2019-03-28,31277.213
2019-03-29,31127.9073
2019-03-30,28840.1829
2019-03-31,27482.355199999998
2019-04-01,31887.311
2019-04-02,31941.6688
2019-04-03,31932.6121
2019-04-04,31971.6702
2019-04-05,31088.5357
2019-04-06,28551.7272
2019-04-07,27080.5435
2019-04-08,31703.6426
2019-04-09,32223.9598
2019-04-10,31579.9647
2019-04-11,31705.9931
2019-04-12,32209.8357
2019-04-13,30156.0523
2019-04-14,28195.3204
2019-04-15,32569.9495
2019-04-16,32873.59
2019-04-17,32526.9459
2019-04-18,30325.6136
2019-04-19,25415.8291
2019-04-20,26645.5222
2019-04-21,25984.7015
2019-04-22,30422.0315
2019-04-23,30507.4666
2019-04-24,30860.2958
2019-04-25,31699.6514
2019-04-26,31950.8779
2019-04-27,30235.3227
2019-04-28,29186.4696
2019-04-29,33560.4832
2019-04-30,33068.2322
2019-05-01,29513.7132
2019-05-02,33994.2272
2019-05-03,33554.5206
2019-05-04,31498.4864
2019-05-05,28676.474000000002
2019-05-06,33740.7218
2019-05-07,33929.4805
2019-05-08,32331.815
2019-05-09,30242.4457
2019-05-10,29922.6473
2019-05-11,28806.4994
2019-05-12,27598.3209
2019-05-13,32034.5518
2019-05-14,31991.4614
2019-05-15,30858.6437
2019-05-16,30762.2093
2019-05-17,30434.9703
2019-05-18,28812.6822
2019-05-19,27276.9863
2019-05-20,30293.1398
2019-05-21,29317.3435
2019-05-22,29912.4375
2019-05-23,31447.591625
2019-05-24,31118.0249
2019-05-25,29495.2824
2019-05-26,27159.296000000002
2019-05-27,31285.0645
2019-05-28,31464.8445
2019-05-29,31693.3041
2019-05-30,31069.0888
2019-05-31,30490.545599999998
2019-06-01,27707.1863
2019-06-02,26515.1892
2019-06-03,31435.3675
2019-06-04,31169.929799999998
2019-06-05,30671.175199999998
2019-06-06,29932.704299999998
2019-06-07,30087.5489
2019-06-08,28548.2798
2019-06-09,27448.3809
2019-06-10,30742.9247
2019-06-11,31014.3622
2019-06-12,31261.3503
2019-06-13,31771.056099999998
2019-06-14,32307.4928
2019-06-15,30435.1133
2019-06-16,27921.7252
2019-06-17,32989.5176
2019-06-18,34021.4633
2019-06-19,33827.501299999996
2019-06-20,33279.8523
2019-06-21,32277.9909
2019-06-22,30058.8621
2019-06-23,27858.0346
2019-06-24,31202.533
2019-06-25,29391.6114
2019-06-26,30677.6047
2019-06-27,30318.7843
2019-06-28,30473.8016
2019-06-29,29405.070200000002
2019-06-30,27165.7591
2019-07-01,26450.4792
2019-07-02,29977.3133
2019-07-03,30581.9801
2019-07-04,31650.2826
2019-07-05,31475.03
2019-07-06,29757.9647
2019-07-07,27410.828
2019-07-08,30812.0487
2019-07-09,29821.9245
2019-07-10,30023.9469
2019-07-11,31339.0088
2019-07-12,30755.1481
2019-07-13,30117.5434
2019-07-14,26779.157
2019-07-15,30257.9024
2019-07-16,30220.2488
2019-07-17,31015.3398
2019-07-18,31420.6648
2019-07-19,31288.3132
2019-07-20,30533.6109
2019-07-21,28976.4772
2019-07-22,31143.8462
2019-07-23,29152.704
2019-07-24,29497.341
2019-07-25,29362.0704
2019-07-26,28090.3669
2019-07-27,27977.2925
2019-07-28,27082.9664
2019-07-29,31343.448800000002
2019-07-30,31207.303200000002
2019-07-31,31148.8741
2019-08-01,30990.3156
2019-08-02,31127.11
2019-08-03,28325.957300000002
2019-08-04,26555.1314
2019-08-05,31127.0248
2019-08-06,29687.5732
2019-08-07,30029.4846
2019-08-08,31171.8793
2019-08-09,31601.5867
2019-08-10,30029.337
2019-08-11,27718.4001
2019-08-12,30027.3108
2019-08-13,31153.248
2019-08-14,29500.8526
2019-08-15,28100.252200000003
2019-08-16,27751.6018
2019-08-17,27154.0022
2019-08-18,26791.7769
2019-08-19,30701.3333
2019-08-20,31503.2754
2019-08-21,30626.4994
2019-08-22,31468.472999999998
2019-08-23,31931.507100000003
2019-08-24,28126.9744
2019-08-25,25780.0508
2019-08-26,31406.6219
2019-08-27,32871.2133
2019-08-28,31530.352300000002
2019-08-29,29178.9421
2019-08-30,29910.8436
2019-08-31,28543.2314
2019-09-01,26559.3506
2019-09-02,29368.8456
2019-09-03,29530.419
2019-09-04,29888.1732
2019-09-05,30180.4349
2019-09-06,30505.4941
2019-09-07,28000.8244
2019-09-08,25371.271
2019-09-09,30393.4648
2019-09-10,31321.7369
2019-09-11,31128.1859
2019-09-12,29762.203
2019-09-13,29214.5099
2019-09-14,28890.7248
2019-09-15,25902.0372
2019-09-16,29202.8093
2019-09-17,30508.3863
2019-09-18,30122.8728
2019-09-19,28779.789
2019-09-20,29853.2171
2019-09-21,28706.3088
2019-09-22,27160.858799999998
2019-09-23,31397.4506
2019-09-24,30987.32
2019-09-25,31620.0855
2019-09-26,31318.9136
2019-09-27,31662.2193
2019-09-28,29744.1882
2019-09-29,27148.4661
2019-09-30,27666.5701
2019-10-01,28625.3876
2019-10-02,29444.2497
2019-10-03,30266.3698
2019-10-04,30320.2911
2019-10-05,28420.7471
2019-10-06,25174.1478
2019-10-07,30107.7739
2019-10-08,31128.7491
2019-10-09,29460.8214
2019-10-10,29656.2036
2019-10-11,30209.6321
2019-10-12,28044.8653
2019-10-13,24971.3284
2019-10-14,28512.4685
2019-10-15,29730.8136
2019-10-16,29797.3715
2019-10-17,29002.6069
2019-10-18,28567.6991
2019-10-19,26774.302
2019-10-20,24729.6708
2019-10-21,28710.595999999998
2019-10-22,28530.1902
2019-10-23,28613.5603
2019-10-24,29336.8093
2019-10-25,30457.1794
2019-10-26,28550.5614
2019-10-27,26620.499200000002
2019-10-28,30135.1084
2019-10-29,29455.0527
2019-10-30,29031.3156
2019-10-31,30168.4879
2019-11-01,28859.8852
2019-11-02,26671.904300000002
2019-11-03,25146.1036
2019-11-04,25622.629399999998
2019-11-05,25423.0151
2019-11-06,30176.5434
2019-11-07,31116.6829
2019-11-08,31589.7998
2019-11-09,29612.1934
2019-11-10,26548.541800000003
2019-11-11,27614.1684
2019-11-12,30358.322200000002
2019-11-13,30327.7212
2019-11-14,30010.4332
2019-11-15,31157.8288
2019-11-16,29560.8678
2019-11-17,27818.8782
2019-11-18,31875.1656
2019-11-19,32661.2594
2019-11-20,32132.6823
2019-11-21,32296.9063
2019-11-22,31844.215
2019-11-23,29900.9943
2019-11-24,28365.2364
2019-11-25,31493.3628
2019-11-26,31947.4899
2019-11-27,32861.2249
2019-11-28,28180.194
2019-11-29,31699.586600000002
2019-11-30,30446.7987
2019-12-01,28902.8356
2019-12-02,32874.7915
2019-12-03,33476.1968
2019-12-04,31961.4151
2019-12-05,33166.2066
2019-12-06,32180.8306
2019-12-07,29639.8055
2019-12-08,27862.8856
2019-12-09,29002.5516
2019-12-10,33182.1931
2019-12-11,32613.4944
2019-12-12,32776.009
2019-12-13,32420.0866
2019-12-14,31269.860500000003
2019-12-15,28837.9502
2019-12-16,33170.5847
2019-12-17,34247.5633
2019-12-18,32334.5852
2019-12-19,32860.4474
2019-12-20,34598.6024
2019-12-21,31485.0945
2019-12-22,26895.4701
2019-12-23,30400.1712
2019-12-24,29466.619300000002
2019-12-25,26201.6087
2019-12-26,31168.6458
2019-12-27,31480.4419
2019-12-28,29319.9935
2019-12-29,28071.7091
2019-12-30,30777.657
2019-12-31,28348.5687
2020-01-01,24356.4184
2020-01-02,29052.7092
2020-01-03,29924.7301
2020-01-04,28210.8532
2020-01-05,26210.4989
2020-01-06,30812.6354
2020-01-07,30512.5346
2020-01-08,30581.9165
2020-01-09,28111.4277
2020-01-10,31827.8432
2020-01-11,30054.8004
2020-01-12,27831.8037
2020-01-13,30338.9021
2020-01-14,31141.0361
2020-01-15,31429.4852
2020-01-16,32075.6417
2020-01-17,34452.1666
2020-01-18,33624.0852
2020-01-19,31249.7048
2020-01-20,35143.8523
2020-01-21,34623.0743
2020-01-22,32941.234599999996
2020-01-23,32573.5596
2020-01-24,32949.3926
2020-01-25,30583.0833
2020-01-26,27396.0638
2020-01-27,29974.5893
2020-01-28,30338.5899
2020-01-29,30300.5418
2020-01-30,30433.3573
2020-01-31,30728.1469
2020-02-01,28939.054799999998
2020-02-02,27359.7072
2020-02-03,31551.338900000002
2020-02-04,31790.5521
2020-02-05,31583.1627
2020-02-06,31691.5194
2020-02-07,31194.1528
2020-02-08,29790.7825
2020-02-09,27271.7243
2020-02-10,31535.344
2020-02-11,32154.3184
2020-02-12,32301.2679
2020-02-13,32755.1894
2020-02-14,32289.9889
2020-02-15,30383.8121
2020-02-16,27658.6932
2020-02-17,31861.331299999998
2020-02-18,32173.6583
2020-02-19,33467.602
2020-02-20,32808.4331
2020-02-21,31886.2061
2020-02-22,28525.2582
2020-02-23,25282.6992
2020-02-24,25811.626
2020-02-25,25151.8305
2020-02-26,29270.8431
2020-02-27,31947.3622
2020-02-28,34265.7705
2020-02-29,30882.3875
2020-03-01,27595.1618
2020-03-02,31823.0705
2020-03-03,32242.5713
2020-03-04,32173.0389
2020-03-05,32175.7325
2020-03-06,33413.1269
2020-03-07,29706.3227
2020-03-08,27531.6096
2020-03-09,31837.8033
2020-03-10,31999.3014
2020-03-11,31794.9207
2020-03-12,31777.0287
2020-03-13,31506.7574
2020-03-14,29590.0945
2020-03-15,27930.7977
2020-03-16,30582.0263
2020-03-17,29813.9378
2020-03-18,29746.8262
2020-03-19,29917.0659
2020-03-20,29458.2056
2020-03-21,26064.064000000002
2020-03-22,24852.5705
2020-03-23,27202.2481
2020-03-24,27192.9914
2020-03-25,26482.6654
2020-03-26,26130.1444
2020-03-27,26030.2988
2020-03-28,25418.895
2020-03-29,24498.3639
2020-03-30,26586.8551
2020-03-31,26415.3175
2020-04-01,25613.4234
2020-04-02,25515.1969
2020-04-03,25699.7288
2020-04-04,25159.1132
2020-04-05,24309.9965
2020-04-06,27145.5201
2020-04-07,27348.5998
2020-04-08,27042.7714
2020-04-09,27093.7586
2020-04-10,26447.3459
2020-04-11,24541.3158
2020-04-12,23797.8667
2020-04-13,24404.4873
2020-04-14,24539.4067
2020-04-15,25081.9578
2020-04-16,25383.7641
2020-04-17,25196.6145
2020-04-18,23628.8651
2020-04-19,23367.264
2020-04-20,26025.0396
2020-04-21,26292.6393
2020-04-22,26220.3704
2020-04-23,25746.7897
2020-04-24,25334.1475
2020-04-25,24443.8725
2020-04-26,23825.4952
2020-04-27,26028.1117
2020-04-28,26284.1746
2020-04-29,26546.322799999998
2020-04-30,26605.038399999998
2020-05-01,25407.2336
2020-05-02,24870.1552
2020-05-03,24595.162
2020-05-04,27264.3332
2020-05-05,27131.8814
2020-05-06,26861.788800000002
2020-05-07,27246.0072
2020-05-08,27431.9978
2020-05-09,25763.6373
2020-05-10,25086.4083
2020-05-11,27627.2851
2020-05-12,27619.1838
2020-05-13,26793.1205
2020-05-14,26884.7306
2020-05-15,26436.8084
2020-05-16,26179.1482
2020-05-17,24120.0002
2020-05-18,25736.675
2020-05-19,25439.8439
2020-05-20,25711.7725
2020-05-21,27670.612399999998
2020-05-22,26609.934999999998
2020-05-23,25836.2297
2020-05-24,25649.8003
2020-05-25,28094.2
2020-05-26,27492.2193
2020-05-27,25650.5758
2020-05-28,25424.8171
2020-05-29,25623.9667
2020-05-30,24381.6843
2020-05-31,22944.225
2020-06-01,26676.4666
2020-06-02,26046.6695
2020-06-03,26180.5649
2020-06-04,27413.407
2020-06-05,27375.4608
2020-06-06,26674.6067
2020-06-07,26020.6796
2020-06-08,28232.7628
2020-06-09,26833.0167
2020-06-10,25260.694
2020-06-11,25618.3798
2020-06-12,26146.7709
2020-06-13,25290.8768
2020-06-14,24599.5009
2020-06-15,26627.3004
2020-06-16,26996.4239
2020-06-17,27916.8577
2020-06-18,26777.5125
2020-06-19,27157.2754
2020-06-20,25303.4785
2020-06-21,25443.6032
2020-06-22,28265.8897
2020-06-23,27296.7922
2020-06-24,27148.719
2020-06-25,28416.689000000002
2020-06-26,26550.6647
