datetime,nat_demand,T2M_toc,QV2M_toc,TQL_toc,W2M_toc,T2M_san,QV2M_san,TQL_san,W2M_san,T2M_dav,QV2M_dav,TQL_dav,W2M_dav,school,No holiday,Martyrs Day,Carnival Saturday,Carnival Sunday,Carnival Monday,Carnival Tuesday,Ash Wednesday,Holy Thursday,Good Friday,Holy Saturday,Resurrection Sunday,Labor Day,Foundation of Old Panama,Separation of Panama from Colombia,Flag Day,Patriotic Commemoration in Colon city,First Cry of Independence,Independence of Panama from Spain,Mothers Day,Christmas Eve,Christmas,New Years Eve
2016-08-26,27601.982,26.385158793131534,0.018204825291666667,0.109190941,5.7627632364244725,25.448960876464866,0.018680708666666667,0.1536738075,6.042273867039654,24.096096293131534,0.017255601375000002,0.20297749741666668,4.361816862405072,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-27,26503.8416,26.753564453125023,0.018256385375,0.05801783541875,8.3168966496608,25.771142578125023,0.018792986,0.10301399270833334,5.558364288936353,24.366194661458355,0.017774779791666667,0.17124811725,3.5715462399283653,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-28,25142.057,27.00801239013674,0.018297554375,0.055688222375000006,7.055890330584503,25.878455098470074,0.019380610291666666,0.18371582083333335,7.072315677210749,24.43639780680341,0.018159589333333333,0.20739491916666666,5.179687659066694,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-29,29207.2673,27.412956492106144,0.0184183505,0.10703086875,3.2715392058800856,25.976758575439476,0.019573568,0.186464945,9.308288645428023,24.187696075439476,0.018288014958333335,0.22647857458333331,4.819174343172614,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-30,29279.2569,26.93636856079104,0.019312593875000002,0.13340377854166666,9.663071493337586,25.83285293579104,0.019494109833333332,0.21181233666666666,9.556839260639057,23.85824356079104,0.018085850916666667,0.26485443125,4.6663829007637005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-31,28618.2043,26.42622528076174,0.01930149575,0.09533055645833333,13.050244430371947,25.284949239095074,0.018867256,0.20179748625000002,9.053652253611286,23.60070444742841,0.017620803666666667,0.2459259016666667,4.546565486579831,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,28902.3838,26.02405700683596,0.018820669083333335,0.16981633562499998,14.352658386644855,24.903614298502628,0.01845509391666667,0.19452667141666666,8.595077827414675,23.440723673502628,0.017672762958333334,0.25648752874999997,4.005479015920584,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-02,29154.6431,26.63242111206057,0.018365619958333333,0.119338353625,6.733459495285303,25.7059888203939,0.018645364416666668,0.19808705566666665,5.1795221915719685,24.01913986206057,0.017457721958333335,0.21411132833333335,3.0799657020348836,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-03,27114.4302,27.58498407999677,0.018227645708333334,0.040632406691666664,5.305949228784882,26.995791371663433,0.01864694466666667,0.09111404404166668,3.3298246246962138,24.7679267883301,0.017308303708333334,0.10573418879166667,2.90804148892231,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-04,24965.6693,27.48420613606773,0.019621258458333332,0.15714263854166668,6.288103292371399,26.89436238606773,0.018598601708333332,0.10958989499999999,3.230208963182258,24.381992594401066,0.017500286625,0.129803974875,2.8249938538782016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-05,28528.4075,27.07481664021812,0.01942157729166667,0.15688896283333334,7.92786260165186,25.597603098551456,0.018911679583333334,0.19125747625,5.7845466918024195,23.89317601521812,0.017452557875,0.20943577916666667,3.3303644685988254,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-06,29164.2657,27.29530995686851,0.018567627291666666,0.08755683883333333,6.981993479746766,26.599346415201847,0.01828915429166667,0.071960449125,3.9135863092726413,24.456768290201847,0.016694134208333333,0.110563914375,2.8317661697481107,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-07,28589.3648,27.039153035481792,0.018216210583333333,0.09475962275,4.675544760421389,26.48511657714846,0.019192773041666666,0.15826797479166668,3.0749994292798544,24.286548868815128,0.017955539625,0.166337330625,2.8772252876890945,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-08,29003.2471,27.40548731486005,0.018548591416666666,0.11130523629166666,4.999134286630277,26.886607106526714,0.019171658458333334,0.15450032579166667,3.643826448518439,24.230357106526714,0.01787466125,0.17457071958333334,2.9887324898736956,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-09,29122.3787,27.71293156941734,0.019164641291666666,0.06544272125,7.461447470958833,26.74418156941734,0.01910773875,0.08077557845833333,3.797932644890683,24.223348236084007,0.01753004354166667,0.146208445625,3.489093813057002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-10,27204.0084,27.370333607991558,0.018820347666666667,0.10047022483333333,4.633043038641566,26.085177357991558,0.019172889208333332,0.125469207625,5.270932451263072,24.262911732991558,0.017638109458333332,0.14192326891666665,3.9921467695949655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-11,24372.944199999998,27.084919230143253,0.01923661075,0.17263730325,7.953367668264966,26.161091105143253,0.018829709583333333,0.19469070454166668,6.786338988620219,24.152627563476585,0.017525083041666667,0.19553629574999998,4.890356795554868,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-12,27362.071500000002,26.173958079020206,0.018950340208333333,0.22340075175,9.665768161178574,24.88424453735354,0.018586990333333334,0.256453196875,8.57956035501351,23.158333079020206,0.017358657666666666,0.36429850125,4.55842919871381,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-13,28158.9338,26.72199910481773,0.018369911125,0.06321016908333334,6.517500411339259,25.68098347981773,0.018378494,0.14536921129166666,5.6052916446669405,24.050775146484398,0.017257290916666668,0.18991088891666666,3.6420791299108917,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-14,29319.2813,27.49474741617841,0.018066532625,0.05570872585416667,4.578125124289963,25.90295054117841,0.018570708541666665,0.11054579462499999,5.376541814229399,24.372351582845074,0.017800457500000002,0.22361246791666667,3.9902258499309387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-15,27459.3791,26.516784922281925,0.019283962375,0.11503855354166666,11.177556539800257,25.287618255615257,0.0189088505,0.147244771125,6.761282633262465,23.923034922281925,0.018144003583333335,0.24971008333333333,5.034196077975939,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-16,28654.9773,27.568615214029972,0.018519253291666666,0.08649571770833332,4.360459680111076,26.903250630696636,0.018114259666666667,0.06709384891666667,2.3481083403361267,24.795503234863304,0.017037243333333334,0.09071795087500001,2.2794998228826464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-17,27598.245600000002,27.720711008707706,0.019737958166666666,0.08683331833333334,10.136832539198615,26.775398508707706,0.018867571416666666,0.08177375666666667,2.991164219986386,24.81576309204104,0.017466941583333333,0.09941387183333333,2.305123530850916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-18,25262.533199999998,27.890659586588566,0.020395388583333333,0.11877123491666668,10.585911776095951,26.819696044921898,0.019418508166666668,0.11587651608333334,3.0417455178675823,24.623081461588566,0.018330683791666667,0.17496109,2.5691738100225945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-19,28222.2586,27.785408274332706,0.020132410583333333,0.09394518579166666,7.313691541245968,26.79842910766604,0.019789723708333335,0.10082244808333334,3.6225151305893752,24.769783274332706,0.0186716995,0.15585454379166666,3.009579536150678,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-20,28859.531,27.71361058553062,0.019655280041666667,0.11050033620833333,5.48735155930159,27.03978246053062,0.019556415833333333,0.16147486316666668,4.308444360967525,24.70970433553062,0.018342388458333334,0.1698354078333333,2.7400206352708714,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-21,26956.592,26.85219599405927,0.019371339708333334,0.159567514,8.216947426067483,26.2460762023926,0.018824566416666667,0.16094970658333332,3.986523007994894,24.1152168273926,0.017282475041666665,0.1884574891666667,1.6975617337543705,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-22,27548.333899999998,27.136263783772808,0.017765795458333334,0.09856001625,3.5630160035599308,26.191602325439476,0.018245175708333335,0.10062917066666666,4.008133071940686,24.225456492106144,0.016846612375,0.119743664875,2.7220455144419398,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-23,29437.977,27.56648915608726,0.018475118625,0.06746848375,4.68616872643658,26.39721832275393,0.018821620125,0.17577870650000002,4.491723678537807,24.27417144775393,0.017366631041666667,0.223213195,2.745888229681178,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-24,26637.361399999998,27.544908142089866,0.019915770291666666,0.1338030495,7.122798485846041,26.843736267089866,0.019201786041666665,0.12690607729166667,4.72584898870769,24.724595642089866,0.017711828833333335,0.12136840766666666,3.2550647524717533,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-25,24424.9143,27.113856252034527,0.019056959333333335,0.14669036895833334,6.889306819082481,26.460861460367862,0.018494291416666666,0.14772923808333333,2.933343160209649,24.244390106201195,0.017271045083333336,0.15374755904166668,2.10727159578995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-26,28012.2465,26.956903076171898,0.018273040833333334,0.08336639420833335,4.837419908032055,26.62812703450523,0.018242205541666667,0.11868794758333334,3.5427228649500226,24.248569742838566,0.016886716333333333,0.12135696416666668,2.5695771712597484,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-27,28019.9248,27.21896387736005,0.018950551708333332,0.12335205145833333,5.323709016331599,26.485239919026714,0.018621534083333332,0.11797714183333334,2.9032224986743036,24.05490137736005,0.01746631654166667,0.15081087683333333,2.4241249067184985,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-28,28324.2041,27.56917470296226,0.019855373166666666,0.12156041495833332,7.813289577084162,27.129070536295597,0.018899473625,0.118714014125,2.746973927731396,24.703289286295597,0.01755892525,0.132506052625,2.388320821651502,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-29,29123.1064,27.664375559488956,0.019972721750000002,0.08653704308333333,12.977812251695854,27.01854222615562,0.019217411833333333,0.09306716925000001,2.9529551784736814,24.92934951782229,0.017451207,0.09642600991666667,2.2262021185826897,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-30,28470.6671,26.984211222330753,0.019763826916666668,0.20149230858333333,9.075851604146152,26.517414347330753,0.019146799583333332,0.16426086399999998,5.994631531390849,24.649575805664085,0.017494399916666667,0.17965062445833335,3.853278168274359,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,26160.9473,26.403190867106144,0.019146902166666667,0.22180938770833333,10.17140896492237,26.077670033772808,0.01886175354166667,0.1838302618333333,5.469292214571587,24.267123158772808,0.017623248458333334,0.22337977166666667,3.789427097493377,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-02,24672.217,26.044353739420597,0.018006053041666668,0.12345949870833334,10.836825996872763,25.100994364420597,0.01807249225,0.22140757208333336,7.562490852329513,23.02417144775393,0.017273949,0.30673726458333334,4.259320988792311,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-03,27819.6839,26.48523610432945,0.018818643541666666,0.07767722960416666,15.151917284644258,25.437059020996116,0.018501387958333334,0.16429773933333333,9.752915822852012,23.29578297932945,0.017460611416666667,0.25723012291666664,4.315324022884974,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-04,28630.4329,26.836279805501324,0.019063331333333332,0.10087267641666665,11.914818614422522,25.96844126383466,0.018846847291666666,0.21051025416666666,9.06561441632703,24.16375376383466,0.01793100208333333,0.30245208791666667,5.468407695324526,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-05,29695.2255,26.883617655436222,0.01947040175,0.09239832533333332,11.896551070035272,25.726716613769554,0.018944926916666667,0.2359848020833333,10.423403049580964,23.834138488769554,0.018219498666666667,0.28125508775,6.069445193157897,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-06,29614.447799999998,27.168531036376976,0.018864928208333333,0.14152653933333334,5.702954983719444,25.659416453043644,0.019181547958333333,0.1577123,8.668628480655595,23.821525828043644,0.017952897666666665,0.17987314875000002,4.443742305372688,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-07,28571.1875,26.910480753580753,0.0184579225,0.19066175008333333,4.957061594471338,25.375975545247417,0.019050790041666665,0.19585545979166666,8.981745985331566,23.480793253580753,0.017912102875,0.22469584291666667,4.8555860025719175,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-08,25805.1887,26.35388590494794,0.01883512458333333,0.21396764129166668,7.681911392699071,25.58044840494794,0.018731491875,0.26732889791666664,5.526166606811517,23.799849446614605,0.017189400583333334,0.2632751466666667,3.9609081113719866,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-09,24865.6779,26.717029825846378,0.018330250416666666,0.17975743575,5.3161837568095285,25.393462117513042,0.018658950333333334,0.20648447583333332,6.757990369258242,23.67341003417971,0.017633114624999998,0.29862213125,4.654650384509763,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-10,29101.9659,26.667897796630882,0.019251833416666666,0.12587356579166667,8.751123666301206,25.835866546630882,0.018999427625,0.16130192995833334,6.918536283704864,23.704356129964214,0.018066734083333334,0.32579549291666665,4.866972720697979,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-11,28894.367,27.24698410034182,0.019582093916666665,0.13467788645833334,5.3377233335225185,25.38305180867515,0.018834095333333332,0.17791112241666665,8.753546580216506,23.84203618367515,0.017722746916666667,0.26353454541666665,4.8929290132733785,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-12,27502.0872,26.421018218994163,0.019087210916666666,0.15603383458333334,6.780508915811441,25.54862238566083,0.018890436041666667,0.16415023829166667,7.400877203312285,23.766721343994163,0.017851884791666665,0.24769973829166667,4.670804193808351,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-13,28752.1777,27.213440195719425,0.0182439175,0.07685820225,5.396008055833413,26.803283945719425,0.018541146125,0.11857159829166668,2.7385910231503896,24.122619883219425,0.017542648875,0.13470077433333333,2.928544612932494,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-14,29914.5379,27.404742177327496,0.01867817125,0.090931892375,5.845638102758106,26.796018218994163,0.018558961833333335,0.14375877408333335,3.1053009061885852,24.424924468994163,0.01770415175,0.25472641,4.0410282957819135,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-15,28098.3963,27.670428212483746,0.019892524291666668,0.18303680316666668,3.5466600602720373,26.479998524983746,0.019373725458333334,0.19093577041666665,5.633877926376499,24.442889149983746,0.017931134166666668,0.20669682833333333,4.49979223359106,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-16,24274.4746,26.771021779378277,0.0192551195,0.17348861633333335,8.606811291071567,25.467961883544945,0.019147990083333333,0.23376210583333334,10.905278404225252,23.745956675211612,0.017754672083333336,0.2648824066666667,4.775319751382697,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-17,27863.1476,26.435178375244163,0.019534634625000002,0.16427866633333335,14.46773950875396,25.490842437744163,0.019131548124999998,0.23373158708333333,12.2910338975408,23.849566396077496,0.018407709375,0.30866241333333333,6.109109595393335,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-18,28477.8106,26.19410603841148,0.019408294,0.243691763125,16.552114806495755,25.437595621744816,0.018895217250000002,0.2821731566666667,12.122975687299727,23.83082478841148,0.018340814625,0.3318481441666667,6.650718648598665,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-19,28897.7647,26.200240071614605,0.019060365666666666,0.18840789854166665,15.64907011930916,25.390344238281273,0.018634391333333333,0.2705357875,11.149803881180384,23.826216634114605,0.017949970875000002,0.309280395,6.218976254672056,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-20,29749.4919,26.741216278076195,0.01955348475,0.08570289608333333,9.712108914925393,25.895838673909527,0.018956166666666666,0.143683115625,10.29503124296124,24.438481903076195,0.017624201625,0.19775899249999998,5.715637673120525,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-21,29503.2901,27.04294357299807,0.01906136625,0.097743987875,4.664562308327743,26.2102612813314,0.0193503295,0.227541607,8.378058882732228,24.5042065938314,0.017876902625,0.24134826625000003,5.54739455817792,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-22,26392.4991,27.130883789062523,0.018585885833333333,0.083162626,6.131566272967567,25.79950358072919,0.019616171999999998,0.14523061141666668,4.454048327095552,23.99481608072919,0.017984753125,0.18094635,3.8417668055188385,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-23,24538.1604,27.33566055297854,0.019730231541666667,0.13277244541666666,11.194037800301984,26.44894180297854,0.01867514983333333,0.11012840270833334,3.726055543350126,24.26437149047854,0.01714323104166667,0.100405374875,1.9943462879431475,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-24,29307.4709,27.21122512817385,0.01958617,0.13103787183333335,13.60886987364894,26.40067825317385,0.018752976375,0.12955633808333333,4.597567373664346,24.26884231567385,0.017089132708333333,0.08949883795833334,2.5467230050962617,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-25,28348.5542,26.91367111206057,0.018758746583333333,0.09362093616666667,12.271510544679614,25.67929611206057,0.01870470504166667,0.15229543045833333,5.954787297655183,24.0956372578939,0.016851398,0.12569745329166668,3.210590313252789,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-26,27075.675,26.531191762288433,0.018413487333333332,0.23420842416666665,6.356250948655696,25.70143915812177,0.017964306625,0.17678705875,5.497790567952728,23.002871449788433,0.017454726666666667,0.20971743220833336,4.141922345880517,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-27,27786.3989,26.25470886230471,0.018418996958333333,0.16822306166666667,10.196560555105448,25.42463073730471,0.018241295625,0.22238667791666666,8.916075195817426,23.52326354980471,0.017331490333333335,0.2825571708333333,5.066923964905225,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-28,28614.6792,26.360786692301456,0.018849970416666667,0.17624918633333334,12.035442885330442,25.59288304646812,0.018505057916666668,0.206398008125,9.12139013519705,23.85655492146812,0.017409604041666665,0.295384725,5.020546961580281,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-29,25959.6085,26.54598134358726,0.01829848833333333,0.108846664375,5.983078021836658,25.28198394775393,0.018497488208333333,0.16155751625,6.256072849770983,23.622478739420597,0.017254532833333332,0.277030945,4.540026286347954,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-30,24154.5554,27.183012898763042,0.018141343666666667,0.12285359754166668,4.534189021422985,25.442127482096378,0.018849287791666666,0.17869695124999999,5.550957526439292,23.742908732096378,0.017700110374999998,0.2805989583333333,3.5015004556262035,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-31,28066.961,26.85520451863609,0.019266294708333333,0.11849721295833333,9.037751537142295,25.104553476969425,0.018726832833333335,0.24083964083333334,9.883434955146479,23.461324310302757,0.018208034124999998,0.18385060666666667,6.9989636463121725,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
