"","Attrition_Flag","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio"
"2533","Existing Customer","M",1,"Unknown","Unknown","$80K - $120K","Blue",6,1,4,2797,1802,0.675,3525,63,0.75,0.644
"2534","Existing Customer","F",3,"High School","Single","$40K - $60K","Blue",5,2,1,2657,2115,0.688,3580,77,0.711,0.796
"2535","Existing Customer","M",2,"Uneducated","Married","$80K - $120K","Blue",6,1,3,9149,1806,0.35,1220,36,0.333,0.197
"2536","Existing Customer","F",2,"Unknown","Married","Less than $40K","Blue",5,2,3,2629,1476,0.537,1725,41,0.414,0.561
"2537","Existing Customer","M",2,"Graduate","Divorced","$40K - $60K","Blue",6,3,3,3176,0,0.652,2298,67,0.457,0
"2538","Existing Customer","M",2,"Graduate","Married","$80K - $120K","Blue",6,1,0,21875,2517,0.409,1327,31,0.409,0.115
"2539","Existing Customer","M",2,"High School","Married","Unknown","Blue",5,2,4,3007,1664,0.34,1475,31,0.632,0.553
"2540","Existing Customer","M",1,"College","Married","$60K - $80K","Blue",4,2,4,17404,1745,0.54,4491,78,0.66,0.1
"2541","Existing Customer","M",2,"High School","Married","$60K - $80K","Blue",5,6,3,2863,2517,0.583,1458,39,0.696,0.879
"2542","Existing Customer","M",3,"Graduate","Married","$60K - $80K","Gold",5,1,2,34516,2429,0.742,3205,57,0.727,0.07
"2543","Existing Customer","M",4,"Graduate","Single","$60K - $80K","Blue",4,1,1,13919,1266,0.438,3699,67,0.523,0.091
"2544","Attrited Customer","M",3,"Graduate","Married","$80K - $120K","Blue",4,4,3,18672,2517,0.799,1126,35,0.591,0.135
"2545","Existing Customer","F",1,"Uneducated","Married","Less than $40K","Blue",6,2,2,4204,499,0.635,4740,67,0.523,0.119
"2546","Existing Customer","F",1,"Uneducated","Married","Less than $40K","Blue",3,2,4,6859,2489,0.65,1617,26,1,0.363
"2547","Existing Customer","M",2,"High School","Married","$80K - $120K","Blue",6,3,3,16050,1480,1.326,3215,56,0.806,0.092
"2548","Existing Customer","M",5,"High School","Married","$120K +","Blue",5,2,2,34516,1024,0.72,2436,71,0.651,0.03
"2549","Existing Customer","M",0,"Uneducated","Divorced","Unknown","Blue",3,3,3,16766,1535,1.042,3093,77,0.878,0.092
"2550","Existing Customer","M",5,"Unknown","Single","$80K - $120K","Blue",3,2,1,20895,1808,0.572,3210,65,0.667,0.087
"2551","Existing Customer","F",4,"High School","Single","$40K - $60K","Blue",6,3,3,7881,2517,0.738,3068,77,0.711,0.319
"2552","Existing Customer","M",5,"High School","Married","$80K - $120K","Blue",4,2,3,13427,0,0.521,1337,27,0.588,0
"2553","Existing Customer","M",2,"Uneducated","Divorced","$80K - $120K","Blue",3,3,2,2281,1677,1.027,2735,58,1.071,0.735
"2554","Existing Customer","M",2,"Uneducated","Married","$80K - $120K","Blue",6,2,4,10974,0,0.591,1327,26,1,0
"2555","Attrited Customer","M",1,"Unknown","Married","$60K - $80K","Blue",1,3,4,8925,168,0.447,741,10,0.429,0.019
"2556","Existing Customer","M",2,"High School","Married","$60K - $80K","Blue",4,1,3,5265,0,0.524,3281,68,0.744,0
"2557","Attrited Customer","F",2,"High School","Divorced","Unknown","Blue",6,4,3,17156,2517,0.717,1142,33,0.32,0.147
"2558","Existing Customer","M",1,"Unknown","Married","$80K - $120K","Blue",4,2,3,13457,1248,0.512,1548,41,0.519,0.093
"2559","Existing Customer","M",0,"Unknown","Married","$60K - $80K","Blue",3,2,4,2742,2184,0.592,3829,72,0.532,0.796
"2560","Existing Customer","M",1,"Unknown","Married","$60K - $80K","Blue",3,2,3,3890,2286,0.633,1889,51,0.457,0.588
"2561","Existing Customer","M",3,"Graduate","Single","$80K - $120K","Blue",6,2,3,17198,0,0.803,4042,62,0.722,0
"2562","Existing Customer","M",4,"High School","Married","$120K +","Blue",6,3,4,3401,1713,0.773,1924,54,0.317,0.504
"2563","Existing Customer","M",1,"Unknown","Married","$60K - $80K","Blue",6,1,2,18951,1243,1.148,2874,58,0.657,0.066
"2564","Existing Customer","F",3,"Unknown","Single","$40K - $60K","Blue",4,1,1,1454,888,1.19,3060,56,0.647,0.611
"2565","Existing Customer","M",3,"High School","Married","$120K +","Blue",6,3,2,27499,1188,0.544,2202,46,0.394,0.043
"2566","Existing Customer","M",3,"Graduate","Married","$120K +","Blue",3,3,2,32964,2231,1.731,3094,45,1.647,0.068
"2567","Existing Customer","F",2,"High School","Single","Less than $40K","Blue",5,2,1,7411,633,0.762,2761,77,0.604,0.085
"2568","Existing Customer","M",0,"Uneducated","Single","$40K - $60K","Blue",4,3,3,7200,0,0.894,3006,83,0.93,0
"2569","Existing Customer","F",1,"Uneducated","Single","Unknown","Blue",6,2,3,12007,956,0.832,2678,50,0.471,0.08
"2570","Existing Customer","F",0,"Graduate","Married","Less than $40K","Blue",4,2,2,3147,1602,0.569,1558,23,0.643,0.509
"2571","Existing Customer","M",1,"Graduate","Single","$80K - $120K","Blue",6,2,5,5110,1942,0.749,3028,76,0.583,0.38
"2572","Existing Customer","F",5,"Graduate","Married","Less than $40K","Blue",3,6,4,5438,2214,0.668,5029,75,0.562,0.407
"2573","Existing Customer","M",1,"Uneducated","Married","$80K - $120K","Blue",6,1,1,17450,2193,0.419,1426,38,0.462,0.126
"2574","Existing Customer","M",3,"College","Married","$80K - $120K","Blue",3,3,2,18352,1509,0.898,1454,29,1.071,0.082
"2575","Existing Customer","M",2,"Uneducated","Single","$120K +","Blue",3,1,2,5030,2326,0.856,3345,69,1.3,0.462
"2576","Existing Customer","M",1,"Unknown","Divorced","$80K - $120K","Silver",3,2,3,34516,802,0.899,1823,27,0.8,0.023
"2577","Existing Customer","M",0,"Graduate","Single","Less than $40K","Blue",4,3,2,1585,1535,0.462,2299,49,0.485,0.968
"2578","Existing Customer","M",1,"High School","Married","$120K +","Blue",5,3,3,3251,1919,0.56,1406,31,0.24,0.59
"2579","Existing Customer","F",3,"Uneducated","Single","Less than $40K","Blue",3,2,2,2858,1251,0.576,2844,73,0.622,0.438
"2580","Existing Customer","M",1,"Unknown","Married","$80K - $120K","Silver",6,1,0,34516,1847,0.527,3284,65,0.477,0.054
"2581","Existing Customer","M",3,"Graduate","Single","$60K - $80K","Blue",4,1,3,16443,1363,0.688,4252,64,0.684,0.083
"2582","Existing Customer","F",0,"Uneducated","Divorced","Less than $40K","Blue",3,2,3,3687,1655,0.742,2448,63,0.5,0.449
"2583","Existing Customer","F",1,"Graduate","Married","Less than $40K","Blue",5,1,3,4840,2517,0.445,1637,22,1,0.52
"2584","Existing Customer","M",3,"Unknown","Single","$120K +","Blue",6,3,2,15108,0,1.015,3738,68,0.744,0
"2585","Existing Customer","M",1,"College","Married","$60K - $80K","Blue",6,3,2,1909,1753,0.788,1457,24,0.6,0.918
"2586","Existing Customer","M",3,"Post-Graduate","Single","$80K - $120K","Blue",5,2,2,19063,1236,0.542,3393,58,0.871,0.065
"2587","Existing Customer","M",2,"High School","Married","$80K - $120K","Blue",4,2,4,15982,1691,0.808,1687,40,0.739,0.106
"2588","Existing Customer","M",3,"Graduate","Single","$60K - $80K","Blue",6,2,2,1438.3,0,0.66,1794,45,0.875,0
"2589","Existing Customer","F",2,"College","Divorced","Less than $40K","Blue",4,3,3,2549,2130,0.693,2605,61,0.794,0.836
"2590","Existing Customer","M",4,"Graduate","Married","$60K - $80K","Blue",6,2,4,5967,2350,0.543,1426,29,0.812,0.394
"2591","Existing Customer","M",1,"Uneducated","Married","$40K - $60K","Blue",5,1,3,2182,1558,0.457,1660,34,0.789,0.714
"2592","Existing Customer","F",2,"Graduate","Married","Less than $40K","Blue",5,2,3,2689,2101,0.416,1188,35,0.75,0.781
"2593","Existing Customer","M",2,"Uneducated","Single","$80K - $120K","Blue",6,2,4,30622,0,1.329,3600,66,0.784,0
"2594","Existing Customer","F",0,"High School","Married","Unknown","Blue",4,1,2,4203,1965,0.441,1425,32,0.778,0.468
"2595","Existing Customer","F",3,"Unknown","Single","Less than $40K","Blue",6,1,3,6453,0,0.76,4822,74,0.609,0
"2596","Existing Customer","F",1,"High School","Single","Less than $40K","Blue",3,1,2,3318,927,0.934,3011,83,0.804,0.279
"2597","Existing Customer","M",2,"Unknown","Unknown","$60K - $80K","Blue",5,3,3,22075,1506,0.794,2337,40,0.818,0.068
"2598","Existing Customer","M",1,"College","Married","$40K - $60K","Blue",3,2,2,6746,1750,0.962,2962,54,0.862,0.259
"2599","Existing Customer","M",2,"Graduate","Married","$80K - $120K","Blue",5,2,2,4408,1463,0.728,2001,49,0.485,0.332
"2600","Existing Customer","F",3,"Graduate","Single","Less than $40K","Blue",5,3,3,4838,1338,0.707,2641,67,0.595,0.277
"2601","Existing Customer","M",4,"Graduate","Single","$80K - $120K","Silver",5,1,4,34516,0,0.938,3568,57,0.676,0
"2602","Existing Customer","M",0,"Unknown","Married","$40K - $60K","Blue",4,1,4,3823,2130,0.371,2026,49,0.441,0.557
"2603","Existing Customer","M",3,"College","Unknown","$120K +","Blue",3,2,1,21670,2183,0.995,4121,81,0.761,0.101
"2604","Existing Customer","M",2,"Graduate","Married","$60K - $80K","Blue",6,3,2,7928,1228,0.632,1537,37,0.682,0.155
"2605","Existing Customer","M",3,"Graduate","Single","$120K +","Blue",3,1,3,33996,949,0.846,3569,77,0.571,0.028
"2606","Existing Customer","F",5,"College","Divorced","$40K - $60K","Blue",3,1,1,4365,0,0.598,3542,57,1.111,0
"2607","Existing Customer","M",2,"High School","Single","$60K - $80K","Blue",6,3,4,2248,0,0.735,4439,77,0.54,0
"2608","Existing Customer","F",2,"Graduate","Single","Less than $40K","Blue",4,1,1,1901,1176,0.612,2450,52,0.857,0.619
"2609","Existing Customer","M",2,"College","Single","$80K - $120K","Silver",3,1,4,34516,1433,0.728,1966,31,0.55,0.042
"2610","Existing Customer","M",2,"Graduate","Married","$120K +","Blue",6,2,4,31680,1812,0.483,1121,25,0.562,0.057
"2611","Existing Customer","F",3,"Graduate","Married","Less than $40K","Blue",3,2,3,1872,1167,0.517,2238,45,0.607,0.623
"2612","Existing Customer","F",2,"Uneducated","Unknown","Less than $40K","Blue",3,2,2,2055,0,1.064,3656,63,0.75,0
"2613","Existing Customer","M",2,"College","Divorced","$40K - $60K","Blue",5,1,2,10991,1328,1.027,3692,60,0.714,0.121
"2614","Existing Customer","M",0,"Uneducated","Married","Less than $40K","Blue",6,1,2,3939,2517,0.376,1489,34,0.545,0.639
"2615","Existing Customer","F",2,"Post-Graduate","Married","$40K - $60K","Blue",5,1,4,2127,1995,0.374,1363,37,0.37,0.938
"2616","Existing Customer","M",4,"Uneducated","Single","$80K - $120K","Blue",3,3,2,34010,1340,0.744,1739,39,0.5,0.039
"2617","Existing Customer","F",3,"Unknown","Married","Unknown","Blue",4,2,1,6971,1506,0.57,3575,67,0.675,0.216
"2618","Existing Customer","F",1,"Post-Graduate","Married","Less than $40K","Blue",6,2,0,1741,1328,0.69,2629,61,0.649,0.763
"2619","Existing Customer","F",2,"Post-Graduate","Single","Unknown","Blue",3,3,2,24904,0,0.636,5176,71,0.479,0
"2620","Attrited Customer","F",1,"Graduate","Single","Less than $40K","Blue",3,5,5,1438.3,0,0.647,1603,39,0.444,0
"2621","Existing Customer","M",0,"High School","Married","Less than $40K","Blue",6,3,1,2621,1858,0.987,2148,47,1.043,0.709
"2622","Existing Customer","F",5,"Graduate","Married","$40K - $60K","Blue",5,2,1,11115,1292,0.797,3956,74,0.609,0.116
"2623","Existing Customer","M",5,"Unknown","Single","$80K - $120K","Blue",6,2,3,13241,0,1.002,3157,76,0.551,0
"2624","Existing Customer","M",4,"High School","Married","$80K - $120K","Blue",6,1,2,14438,2517,0.853,2090,47,0.88,0.174
"2625","Existing Customer","M",3,"High School","Single","$80K - $120K","Blue",6,1,1,5228,1443,0.934,2683,62,0.938,0.276
"2626","Existing Customer","M",2,"Graduate","Married","$60K - $80K","Blue",3,1,4,5550,1518,1.182,2540,62,0.771,0.274
"2627","Existing Customer","M",1,"Graduate","Unknown","$40K - $60K","Blue",4,3,2,1438.3,890,1.143,2928,48,1.4,0.619
"2628","Existing Customer","F",0,"Unknown","Married","Less than $40K","Blue",3,1,0,2064,1282,0.455,1475,27,0.929,0.621
"2629","Existing Customer","F",1,"College","Single","Less than $40K","Blue",4,3,0,3450,2517,0.652,2545,64,0.778,0.73
"2630","Existing Customer","M",4,"Graduate","Married","$120K +","Silver",4,1,3,34516,1380,0.66,2163,56,0.4,0.04
"2631","Existing Customer","M",4,"Uneducated","Divorced","$80K - $120K","Blue",6,2,2,30030,2028,0.601,1828,38,1.111,0.068
"2632","Existing Customer","M",1,"Uneducated","Married","$40K - $60K","Blue",5,3,3,2151,1163,0.849,2513,62,0.59,0.541
"2633","Existing Customer","M",2,"Unknown","Married","$80K - $120K","Blue",4,1,3,7181,2517,0.545,1636,39,0.56,0.351
"2634","Existing Customer","M",2,"Uneducated","Married","$120K +","Blue",3,3,3,27745,1300,0.482,1525,21,0.5,0.047
"2635","Existing Customer","F",4,"High School","Married","Less than $40K","Blue",4,3,2,4852,2016,0.576,3561,73,0.622,0.415
"2636","Existing Customer","M",1,"Graduate","Married","$60K - $80K","Blue",6,3,3,6735,2289,0.661,1249,28,0.75,0.34
"2637","Existing Customer","M",1,"Graduate","Married","$40K - $60K","Blue",4,1,2,6128,1895,0.583,1700,42,0.355,0.309
"2638","Existing Customer","M",4,"High School","Unknown","$80K - $120K","Blue",4,3,2,23124,1746,0.807,1959,50,0.724,0.076
"2639","Existing Customer","M",2,"Unknown","Married","$40K - $60K","Blue",3,2,2,3436,1650,0.788,1972,37,0.947,0.48
"2640","Existing Customer","M",0,"Unknown","Married","$120K +","Blue",5,2,1,3176,1510,0.885,2074,48,0.92,0.475
"2641","Existing Customer","M",4,"College","Unknown","$120K +","Blue",5,3,3,8874,1590,0.698,1849,56,0.647,0.179
"2642","Existing Customer","F",3,"Graduate","Married","Less than $40K","Blue",5,1,0,3402,1813,0.653,1767,28,0.647,0.533
"2643","Existing Customer","M",1,"Graduate","Married","$80K - $120K","Blue",6,1,1,2689,2077,0.378,1356,33,0.435,0.772
"2644","Existing Customer","M",3,"Uneducated","Married","Less than $40K","Blue",3,3,2,1556,1278,0.46,1615,35,0.591,0.821
"2645","Existing Customer","F",2,"High School","Single","$40K - $60K","Blue",3,3,3,7372,1210,0.946,1707,56,0.514,0.164
"2646","Existing Customer","M",0,"College","Unknown","Less than $40K","Blue",6,1,2,5713,789,0.678,3323,61,0.525,0.138
"2647","Existing Customer","F",1,"Post-Graduate","Single","Less than $40K","Blue",4,1,3,2965,1635,0.7,2553,59,0.553,0.551
"2648","Existing Customer","M",1,"Unknown","Married","$80K - $120K","Blue",3,2,2,9819,1200,0.602,2198,40,0.538,0.122
"2649","Existing Customer","M",0,"Uneducated","Single","$60K - $80K","Blue",4,3,3,8186,0,0.737,2411,67,0.426,0
"2650","Existing Customer","F",1,"College","Married","Less than $40K","Blue",3,3,2,3846,1285,0.608,1815,47,0.621,0.334
"2651","Existing Customer","F",4,"Uneducated","Unknown","Less than $40K","Silver",5,2,2,13131,1965,0.695,1795,37,0.48,0.15
"2652","Existing Customer","F",3,"High School","Single","Less than $40K","Blue",4,2,1,2944,753,0.707,3457,61,0.848,0.256
"2653","Existing Customer","M",2,"Post-Graduate","Single","$60K - $80K","Silver",3,3,4,34516,1954,0.436,1872,52,0.486,0.057
"2654","Existing Customer","M",2,"High School","Married","$80K - $120K","Blue",6,3,4,5660,2006,0.779,1569,39,0.773,0.354
"2655","Existing Customer","F",1,"Graduate","Unknown","Less than $40K","Blue",5,1,1,7554,1848,0.767,4150,64,0.524,0.245
"2656","Existing Customer","F",4,"Uneducated","Married","Less than $40K","Blue",5,1,4,2494,1316,1.486,2946,57,1.036,0.528
"2657","Existing Customer","M",1,"College","Married","$80K - $120K","Blue",4,1,0,25215,1445,1.033,2588,48,1,0.057
"2658","Existing Customer","F",4,"College","Married","$40K - $60K","Blue",5,3,2,2606,1818,0.703,1999,50,1.174,0.698
"2659","Existing Customer","M",0,"Graduate","Single","$80K - $120K","Blue",4,3,3,8133,1942,0.572,3310,76,0.583,0.239
"2660","Existing Customer","F",1,"High School","Married","Less than $40K","Blue",6,2,2,3101,1257,0.416,1681,32,0.524,0.405
"2661","Existing Customer","M",2,"Graduate","Divorced","$80K - $120K","Blue",6,2,3,24446,1854,0.782,3897,75,0.786,0.076
"2662","Existing Customer","M",3,"High School","Married","$80K - $120K","Blue",5,3,2,2361,1342,0.6,4316,78,0.529,0.568
"2663","Existing Customer","M",4,"High School","Single","$40K - $60K","Blue",6,4,2,2441,1656,0.762,3903,62,0.824,0.678
"2664","Existing Customer","M",2,"Graduate","Married","$40K - $60K","Blue",5,2,2,8532,2165,0.707,3242,63,0.75,0.254
"2665","Existing Customer","M",3,"Unknown","Married","$80K - $120K","Blue",5,3,3,16954,1588,0.878,3411,60,0.875,0.094
"2666","Existing Customer","M",2,"Graduate","Single","$80K - $120K","Blue",4,3,1,2900,2029,0.846,2631,72,0.6,0.7
"2667","Existing Customer","F",1,"Graduate","Single","Less than $40K","Blue",6,2,4,6827,0,0.754,2621,49,0.815,0
"2668","Existing Customer","F",3,"College","Divorced","$40K - $60K","Blue",5,2,5,4513,1950,0.83,3164,62,0.59,0.432
"2669","Existing Customer","M",2,"College","Married","$120K +","Blue",3,3,2,27347,719,0.695,4040,77,0.674,0.026
"2670","Existing Customer","F",3,"High School","Married","Less than $40K","Blue",4,3,1,1676,1372,0.522,4381,77,0.571,0.819
"2671","Existing Customer","F",1,"Graduate","Married","Less than $40K","Blue",6,6,4,2802,1977,0.431,1757,33,0.833,0.706
"2672","Attrited Customer","M",3,"Post-Graduate","Married","$80K - $120K","Blue",3,0,4,23870,0,0.604,1885,39,0.345,0
"2673","Existing Customer","F",0,"Graduate","Single","Less than $40K","Blue",3,2,1,4868,1090,0.679,2907,69,0.816,0.224
"2674","Existing Customer","M",3,"Uneducated","Single","$60K - $80K","Blue",5,3,5,20437,1020,0.563,4166,66,0.737,0.05
"2675","Existing Customer","M",2,"High School","Divorced","$60K - $80K","Blue",6,1,4,2239,1338,0.567,2466,60,0.579,0.598
"2676","Existing Customer","F",1,"Graduate","Single","Less than $40K","Blue",6,3,3,2428,1027,0.824,3007,84,0.867,0.423
"2677","Existing Customer","M",3,"Post-Graduate","Single","$60K - $80K","Blue",3,1,5,15027,0,0.811,3533,59,0.788,0
"2678","Existing Customer","M",2,"Doctorate","Single","$120K +","Blue",3,3,5,32056,1887,0.831,2730,68,0.7,0.059
"2679","Existing Customer","F",3,"College","Single","Unknown","Silver",3,2,2,34516,919,0.919,3415,79,0.756,0.027
"2680","Existing Customer","M",2,"Unknown","Single","$80K - $120K","Blue",3,3,5,5346,1539,0.777,2283,51,0.889,0.288
"2681","Attrited Customer","F",4,"Unknown","Married","Less than $40K","Blue",1,4,5,2143,0,0.853,1353,36,0.333,0
"2682","Existing Customer","M",3,"Uneducated","Single","$60K - $80K","Gold",5,2,5,34516,2317,0.699,3927,68,0.7,0.067
"2683","Existing Customer","M",1,"Unknown","Single","$60K - $80K","Blue",3,1,2,23507,1990,0.631,2650,65,0.912,0.085
"2684","Existing Customer","F",3,"Post-Graduate","Married","$40K - $60K","Blue",5,2,3,1864,1081,1.416,2607,44,1.75,0.58
"2685","Existing Customer","M",2,"College","Single","$60K - $80K","Blue",5,2,5,23032,840,0.739,2787,73,0.698,0.036
"2686","Existing Customer","F",4,"High School","Married","Less than $40K","Blue",4,1,3,4277,1578,0.84,1855,49,1.042,0.369
"2687","Existing Customer","F",2,"High School","Married","$40K - $60K","Blue",5,3,2,2771,1446,0.686,1706,27,0.227,0.522
"2688","Existing Customer","M",1,"High School","Divorced","Less than $40K","Blue",5,3,4,2265,1935,0.653,2306,61,0.525,0.854
"2689","Existing Customer","F",2,"Uneducated","Divorced","Less than $40K","Blue",6,2,0,2853,1961,0.866,2697,68,0.789,0.687
"2690","Existing Customer","F",3,"Uneducated","Single","Less than $40K","Blue",5,3,5,3075,2517,0.922,3534,53,0.71,0.819
"2691","Existing Customer","F",3,"High School","Married","Unknown","Blue",5,1,5,15340,2331,0.565,2965,51,0.594,0.152
"2692","Existing Customer","M",3,"Graduate","Single","$40K - $60K","Blue",4,1,4,3065,0,0.716,3524,69,0.605,0
"2693","Existing Customer","F",2,"Doctorate","Single","Less than $40K","Blue",3,3,2,1438.3,0,0.892,3044,91,0.896,0
"2694","Existing Customer","F",0,"Graduate","Single","$40K - $60K","Blue",4,3,5,7118,813,0.475,3964,66,0.65,0.114
"2695","Existing Customer","M",2,"Uneducated","Single","$60K - $80K","Blue",4,2,2,11419,2517,1.211,3000,70,1.059,0.22
"2696","Existing Customer","M",3,"Graduate","Married","$40K - $60K","Blue",6,2,5,2403,0,0.727,3393,64,0.882,0
"2697","Existing Customer","F",3,"Uneducated","Married","Less than $40K","Blue",4,3,2,2821,951,0.577,1452,38,1.923,0.337
"2698","Existing Customer","M",1,"Graduate","Married","$40K - $60K","Blue",4,3,3,2706,2517,0.506,1682,39,0.625,0.93
"2699","Existing Customer","F",3,"Unknown","Single","Less than $40K","Blue",6,1,4,2999,1958,0.611,2073,48,0.714,0.653
"2700","Existing Customer","F",4,"High School","Single","Less than $40K","Blue",5,1,2,2226,1607,0.656,2660,62,1,0.722
"2701","Existing Customer","M",5,"Graduate","Married","$60K - $80K","Blue",5,3,4,3351,1847,0.67,1910,43,0.593,0.551
"2702","Existing Customer","M",4,"College","Divorced","$40K - $60K","Blue",5,1,1,5570,1858,0.783,4129,72,0.636,0.334
"2703","Existing Customer","M",3,"Unknown","Married","$80K - $120K","Blue",3,3,2,10448,1569,0.482,1604,39,0.444,0.15
"2704","Existing Customer","F",0,"High School","Married","Less than $40K","Blue",6,2,2,2174,1397,0.62,1755,39,0.5,0.643
"2705","Existing Customer","M",3,"Graduate","Married","$80K - $120K","Blue",3,3,3,31501,0,0.698,3742,75,0.786,0
"2706","Existing Customer","M",2,"Uneducated","Single","$60K - $80K","Blue",6,3,3,21695,1257,0.793,2266,74,0.48,0.058
"2707","Existing Customer","M",2,"Unknown","Married","$80K - $120K","Blue",3,1,1,34516,2435,0.732,1805,34,0.619,0.071
"2708","Existing Customer","M",5,"Unknown","Married","$60K - $80K","Blue",6,3,2,13650,1253,0.743,1703,53,0.71,0.092
"2709","Existing Customer","M",0,"Uneducated","Single","$80K - $120K","Blue",5,3,4,16156,2517,0.804,4160,81,0.653,0.156
"2710","Existing Customer","F",2,"Graduate","Married","Less than $40K","Blue",6,2,4,2413,2015,0.47,1398,24,0.714,0.835
"2711","Existing Customer","M",2,"High School","Married","$80K - $120K","Blue",3,2,3,5920,1589,0.512,1408,28,0.273,0.268
"2712","Existing Customer","M",3,"College","Single","$60K - $80K","Blue",6,3,0,5841,2463,1.047,3817,81,0.761,0.422
"2713","Existing Customer","M",3,"High School","Single","$60K - $80K","Blue",3,1,5,8418,2051,0.847,2879,63,0.703,0.244
"2714","Existing Customer","M",0,"High School","Married","Less than $40K","Blue",5,4,3,2490,1259,1.079,2441,53,0.514,0.506
"2715","Existing Customer","M",3,"Post-Graduate","Married","$80K - $120K","Blue",3,3,2,20640,1603,0.532,1792,53,0.395,0.078
"2716","Existing Customer","M",1,"High School","Married","$60K - $80K","Blue",5,1,1,9453,2188,0.572,1688,45,0.452,0.231
"2717","Existing Customer","M",2,"Graduate","Married","$60K - $80K","Blue",4,2,4,7949,1514,0.857,3355,58,0.657,0.19
"2718","Existing Customer","F",4,"College","Single","Less than $40K","Blue",3,2,1,2758,2168,1.046,3073,86,0.792,0.786
"2719","Existing Customer","M",2,"Doctorate","Single","$120K +","Blue",5,2,1,20148,1084,0.79,3921,74,0.542,0.054
"2720","Existing Customer","F",0,"Doctorate","Single","Less than $40K","Blue",3,1,2,1438.3,0,0.691,1904,47,0.382,0
"2721","Existing Customer","M",1,"Uneducated","Single","$80K - $120K","Blue",6,3,4,26566,2517,0.985,3103,65,0.625,0.095
"2722","Existing Customer","M",5,"Graduate","Single","$60K - $80K","Blue",3,3,5,13477,2057,0.684,3866,67,0.634,0.153
"2723","Existing Customer","M",0,"College","Divorced","Less than $40K","Blue",5,3,2,9706,1968,1.022,3435,58,0.706,0.203
"2724","Existing Customer","F",3,"Graduate","Single","$40K - $60K","Blue",5,2,4,7457,0,0.717,3162,64,0.73,0
"2725","Existing Customer","M",4,"Graduate","Married","$80K - $120K","Silver",6,2,5,34516,807,0.967,3937,80,1.051,0.023
"2726","Existing Customer","M",3,"High School","Married","$120K +","Blue",5,1,3,19081,2431,0.37,1536,31,0.476,0.127
"2727","Existing Customer","F",3,"Uneducated","Married","Unknown","Blue",6,2,2,2447,1558,0.511,1716,38,0.462,0.637
"2728","Existing Customer","M",2,"High School","Single","$80K - $120K","Blue",4,2,4,28830,0,0.786,3533,57,0.966,0
"2729","Existing Customer","F",4,"High School","Divorced","$40K - $60K","Blue",5,1,3,2563,1638,0.681,2064,46,0.917,0.639
"2730","Existing Customer","F",0,"High School","Single","Less than $40K","Blue",6,3,5,5240,1608,1.243,2712,64,0.778,0.307
"2731","Existing Customer","F",2,"Doctorate","Married","Less than $40K","Blue",4,3,0,3397,1962,0.483,3295,66,0.61,0.578
"2732","Existing Customer","M",3,"Doctorate","Single","Less than $40K","Blue",4,3,2,1842,0,0.726,4165,67,0.634,0
"2733","Existing Customer","F",1,"Unknown","Married","Less than $40K","Blue",4,2,4,2383,1938,0.597,1616,37,0.682,0.813
"2734","Existing Customer","M",2,"Graduate","Divorced","$60K - $80K","Blue",5,3,3,20791,0,0.744,2883,93,0.755,0
"2735","Existing Customer","M",1,"Graduate","Unknown","$60K - $80K","Blue",5,2,4,19900,1581,0.838,3948,96,0.846,0.079
"2736","Existing Customer","F",0,"Graduate","Single","Unknown","Silver",3,3,3,32024,1232,1.04,2507,64,0.882,0.038
"2737","Existing Customer","F",3,"Graduate","Single","$40K - $60K","Blue",3,2,3,3701,969,1.079,3222,86,0.623,0.262
"2738","Existing Customer","F",2,"Graduate","Single","Less than $40K","Blue",3,1,4,4199,1903,1.059,3016,67,0.763,0.453
"2739","Existing Customer","M",3,"High School","Single","$40K - $60K","Blue",4,1,3,4353,1655,0.806,2664,81,0.884,0.38
"2740","Attrited Customer","F",4,"College","Married","$40K - $60K","Blue",4,4,4,4913,2517,0.348,899,28,0.273,0.512
"2741","Existing Customer","F",4,"Post-Graduate","Married","Less than $40K","Blue",3,3,1,5454,1108,1.021,2674,67,0.675,0.203
"2742","Existing Customer","F",0,"Graduate","Married","Unknown","Blue",3,3,2,2172,1381,1.145,2945,69,0.408,0.636
"2743","Existing Customer","M",2,"Doctorate","Single","$40K - $60K","Blue",4,3,2,2845,2517,0.686,2396,51,0.5,0.885
"2744","Existing Customer","F",3,"High School","Single","Unknown","Blue",3,1,4,18570,1524,1.385,3999,96,0.846,0.082
"2745","Existing Customer","M",4,"Uneducated","Married","$60K - $80K","Silver",5,2,4,25907,745,0.607,2058,56,0.806,0.029
"2746","Existing Customer","F",3,"Uneducated","Single","Less than $40K","Blue",5,3,2,2206,2018,0.648,1739,35,0.667,0.915
"2747","Existing Customer","M",0,"Graduate","Single","$40K - $60K","Blue",3,1,4,12050,1732,0.804,2015,46,0.704,0.144
"2748","Existing Customer","M",0,"High School","Unknown","Less than $40K","Blue",3,3,2,2107,1008,0.953,3913,67,0.523,0.478
"2749","Existing Customer","F",0,"Graduate","Married","Less than $40K","Blue",6,3,4,2107,1351,0.521,1320,35,0.522,0.641
