Donnor_ID,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftAvgLast,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftTimeFirst,GiftTimeLast
00040968,$16.67,$13.67,$17.50,$20.00,3,6,2,5,51,17
00040956,$15.00,$15.00,,$15.00,1,1,0,0,15,15
00011115,$15.00,$13.75,$15.00,$20.00,2,8,2,4,81,6
00040977,$25.00,$11.44,,$25.00,1,9,0,5,122,18
00041000,$20.33,$18.20,$15.50,$30.00,3,5,2,4,41,26
00039070,$25.00,$21.67,,$25.00,1,3,0,1,52,18
00041434,$9.67,$6.59,$8.50,$5.00,3,17,2,7,130,17
00041068,$14.00,$11.00,$13.00,$13.00,2,4,1,1,39,17
00040351,$30.00,$28.00,,$30.00,1,5,0,3,93,17
00041091,$9.00,$7.21,$10.00,$10.00,3,14,1,10,120,18
00041089,$9.67,$7.08,,$11.00,3,24,0,10,110,19
00041078,$15.00,$10.33,,$15.00,1,3,0,1,52,18
00041094,$7.33,$11.78,$10.00,$10.00,3,18,1,10,123,16
00041222,$20.00,$11.44,$20.00,$20.00,2,9,1,6,125,18
00041187,$15.00,$15.00,$15.00,$15.00,2,2,2,2,28,21
00043706,$7.60,$7.60,$6.50,$10.00,5,5,2,2,29,16
00041221,$15.00,$8.38,$15.00,$15.00,1,8,1,4,113,17
00041243,$11.00,$9.82,,$12.00,2,11,0,6,102,20
00033003,$7.71,$7.38,$8.00,$10.00,7,8,3,4,45,16
00044604,$6.75,$4.87,$7.33,$2.00,4,15,3,7,77,16
00041288,$5.11,$5.00,$4.83,$6.00,9,11,6,7,41,17
00041312,$17.00,$11.09,,$17.00,1,11,0,6,123,18
00041295,$9.00,$4.83,$9.00,$3.00,2,6,2,3,52,18
00041332,$20.00,$15.71,$20.00,$20.00,1,7,1,6,104,21
00041325,$6.20,$5.67,$7.00,$7.00,5,6,1,2,41,18
00041022,$15.00,$15.00,$15.00,$15.00,1,1,1,1,16,16
00041384,$12.00,$9.43,$12.67,$13.00,5,14,3,6,77,19
00041376,$12.25,$12.25,$12.00,$14.00,4,4,2,2,32,17
00041396,$17.00,$14.50,$16.00,$18.00,2,6,1,3,81,21
00041448,$11.40,$9.86,$11.00,$12.00,5,7,2,3,44,17
00041445,$20.00,$17.50,,$20.00,1,2,0,0,35,26
00041463,$20.00,$20.00,,$20.00,1,1,0,0,20,20
00041482,$5.00,$3.41,$5.00,$5.00,7,17,4,11,125,18
00041545,$6.50,$5.79,$7.00,$5.00,4,19,2,9,105,15
00041512,$20.00,$17.63,$20.00,$20.00,2,8,2,4,52,19
00041537,$15.83,$14.29,$16.67,$15.00,6,7,3,3,44,17
00190626,$14.00,$8.79,$14.00,$10.00,2,14,2,11,130,22
00041569,$14.33,$10.00,$16.00,$18.00,3,6,1,2,53,17
00011048,$10.00,$7.92,$10.00,$10.00,5,12,4,7,65,17
00041604,$10.67,$8.31,$11.00,$12.00,3,13,2,8,81,17
00041614,$18.67,$16.17,$19.00,$20.00,3,6,2,5,112,21
00041347,$20.00,$20.00,$25.00,$15.00,2,4,1,1,35,18
00040786,$5.67,$11.38,$5.00,$5.00,3,16,1,9,91,18
00013004,$10.00,$9.48,$10.00,$10.00,4,25,2,12,105,16
00041661,$10.00,$10.00,,$15.00,2,2,0,0,20,15
00041666,$11.40,$11.40,$11.25,$11.00,5,5,4,4,32,22
00041699,$13.00,$12.06,$16.00,$10.00,4,17,2,12,127,18
00057017,$20.00,$20.00,$20.00,$20.00,1,1,1,1,23,23
00041715,$3.57,$3.30,$3.00,$5.00,7,10,2,4,45,18
00011011,$15.00,$12.61,$15.00,$15.00,4,18,4,8,75,5
00041731,$10.00,$10.00,$10.00,$10.00,4,4,2,2,24,18
00041922,$55.00,$55.00,$60.00,$60.00,2,2,1,1,20,16
00041936,$13.20,$14.44,$13.33,$15.00,5,9,3,5,79,18
00041981,$13.00,$8.76,$13.33,$10.00,4,17,3,8,123,18
00041785,$14.80,$11.20,$13.00,$20.00,5,10,3,7,56,16
00041834,$10.00,$6.74,$10.00,$10.00,3,35,3,21,129,26
00041839,$6.83,$6.36,$6.25,$10.00,6,22,4,12,126,18
00041819,$10.00,$10.00,,$15.00,2,2,0,0,32,20
00045390,$15.50,$12.27,,$15.00,2,11,0,3,85,26
00000186,$10.83,$8.82,$11.00,$11.00,12,76,4,23,125,15
00041905,$6.67,$6.60,$6.00,$6.00,3,20,2,10,111,18
00014638,$50.00,$33.00,,$50.00,2,5,0,0,56,25
00041899,$10.00,$7.85,$10.00,$10.00,5,13,3,7,88,24
00041921,$25.00,$25.00,$25.00,$25.00,2,2,1,1,20,17
00041920,$15.00,$15.00,,$15.00,1,1,0,0,20,20
00041986,$50.00,$50.00,$50.00,$50.00,1,1,1,1,16,16
00042021,$12.50,$12.50,,$20.00,2,2,0,0,31,20
00003214,$16.67,$16.38,$25.00,$25.00,3,13,1,5,81,4
00186731,$15.00,$11.13,$15.00,$15.00,1,16,1,14,112,18
00042055,$20.00,$15.20,,$20.00,1,5,0,4,88,26
00045008,$18.33,$10.90,$15.00,$20.00,3,10,1,5,65,16
00045065,$19.00,$15.50,$19.00,$25.00,3,4,3,4,41,16
00045047,$15.00,$14.31,$15.00,$15.00,2,13,1,4,86,19
00001292,$9.00,$7.60,$10.00,$7.00,3,5,2,2,57,18
00045116,$5.00,$4.91,$5.00,$5.00,6,23,3,15,130,15
00045101,$4.29,$4.13,$4.00,$3.00,7,8,6,7,33,4
00008330,$5.00,$5.73,,$5.00,1,11,0,5,92,5
00045134,$14.25,$12.67,$15.00,$12.00,4,12,3,8,110,18
00041575,$10.00,$10.00,$10.00,$10.00,4,11,1,5,105,17
00002194,$4.43,$4.07,$4.50,$4.00,7,15,6,10,63,12
00045158,$9.67,$8.50,$9.50,$10.00,6,14,4,9,89,19
00045313,$13.67,$11.00,$15.00,$15.00,3,6,2,3,93,20
00045305,$49.67,$44.80,$51.50,$53.00,3,5,2,3,41,22
00014388,$4.75,$6.27,$4.83,$4.00,8,30,6,17,143,20
00045327,$15.00,$15.00,$15.00,$15.00,1,1,1,1,21,21
00187748,$9.80,$8.38,$9.50,$6.00,5,8,4,5,52,16
00015017,$11.00,$8.76,$11.00,$12.00,4,21,2,12,75,17
00045356,$8.00,$6.61,$8.00,$8.00,6,23,3,10,104,18
00045351,$24.50,$26.00,$20.00,$20.00,2,4,1,2,52,20
00012955,$10.75,$8.67,$11.50,$11.00,4,15,2,7,86,17
00045367,$25.00,$25.00,$25.00,$25.00,1,1,1,1,23,23
00045385,$5.86,$4.83,$4.33,$7.00,7,12,3,6,57,17
00045551,$12.50,$12.50,$12.50,$15.00,2,2,2,2,31,16
00045201,$7.67,$7.67,$5.00,$11.00,3,3,1,1,23,15
00042068,$9.21,$8.69,$7.90,$10.00,7,8,5,6,41,15
00042096,$20.00,$20.00,,$20.00,1,1,0,0,20,20
00042176,$6.00,$6.10,$5.00,$5.00,5,20,2,9,121,16
00042165,$18.00,$16.50,,$19.00,3,6,0,1,65,18
00042206,$15.00,$9.38,$15.00,$15.00,1,8,1,4,77,17
00042291,$12.50,$10.53,$10.00,$15.00,2,19,1,9,130,19
00042279,$6.33,$5.60,$6.25,$5.00,6,10,4,5,53,18
00042336,$6.25,$5.22,$6.00,$6.00,4,15,2,9,114,17
00188778,$16.67,$13.25,,$20.00,3,8,0,5,113,5
00042342,$7.00,$5.84,$8.00,$0.00,4,19,2,14,124,14
00190562,$9.25,$5.94,$10.00,$10.00,4,16,3,9,105,15
00042419,$22.00,$9.29,,$23.00,2,14,0,7,130,18
00042399,$25.00,$25.00,$25.00,$25.00,1,1,1,1,17,17
00042444,$6.22,$5.48,$5.50,$6.00,9,27,4,11,68,18
00042462,$11.67,$9.69,$11.60,$6.00,6,16,5,11,114,15
00001264,$15.00,$10.00,$15.00,$15.00,1,2,1,1,56,23
00042344,$13.00,$10.50,,$16.00,2,4,0,1,42,20
00042443,$25.00,$18.89,,$25.00,1,9,0,3,67,18
00042478,$15.00,$12.33,,$15.00,1,3,0,0,52,18
00042501,$9.67,$9.80,$11.00,$15.00,3,5,1,2,40,18
00042509,$10.00,$10.33,,$10.00,2,12,0,7,89,18
00042499,$7.50,$6.67,$7.50,$5.00,4,6,4,4,33,18
00008436,$15.00,$13.26,$15.00,$15.00,1,19,1,4,198,17
00042543,$8.75,$8.75,$8.00,$14.00,4,4,2,2,27,18
00042548,$11.00,$8.77,,$11.00,2,13,0,9,126,18
00042574,$15.00,$11.30,$15.00,$15.00,1,10,1,6,101,20
00188283,$8.33,$7.53,$5.00,$10.00,3,19,1,11,131,6
00011543,$16.33,$13.46,$16.33,$20.00,3,13,3,5,56,17
00042589,$12.50,$9.75,$12.50,$15.00,2,4,2,3,53,17
00033190,$10.75,$7.16,$11.00,$12.00,4,25,2,13,102,21
00042618,$11.00,$7.00,$15.00,$15.00,3,13,1,7,122,21
00004300,$15.40,$10.64,$16.00,$15.00,5,61,3,17,123,15
00042686,$20.00,$20.00,$20.00,$20.00,1,1,1,1,21,21
00010895,$22.50,$13.10,,$25.00,2,10,0,2,65,18
00042689,$3.86,$3.86,$3.50,$5.00,7,7,4,4,34,21
00042724,$12.00,$9.67,,$17.00,2,3,0,1,52,26
00042937,$20.00,$15.57,$20.00,$20.00,2,7,1,2,104,16
00042791,$11.67,$9.27,$10.00,$15.00,3,11,1,7,107,18
00042776,$14.00,$14.00,$14.00,$17.00,3,3,3,3,33,17
00042778,$15.00,$10.00,,$15.00,1,4,0,0,44,26
00042856,$30.00,$20.00,$30.00,$30.00,1,4,1,3,88,19
00042878,$7.25,$6.13,$6.33,$10.00,4,8,3,4,41,19
00042931,$26.00,$14.86,,$26.00,2,14,0,7,110,17
00042907,$10.00,$10.00,$10.00,$15.00,2,2,2,2,32,24
00042913,$9.40,$7.20,$10.00,$15.00,5,10,3,5,56,16
00042940,$10.33,$9.22,$10.33,$11.00,3,9,3,7,53,21
00043492,$12.00,$7.00,$11.00,$13.00,2,12,1,10,109,18
00042983,$22.00,$19.14,$22.50,$21.00,3,7,2,4,53,16
00042997,$7.40,$6.56,$7.00,$7.00,5,16,1,6,77,19
00043013,$20.00,$12.40,,$20.00,1,5,0,4,93,19
00043011,$14.57,$14.45,$13.00,$20.00,7,11,4,6,89,16
00070144,$17.00,$13.58,,$21.00,3,12,0,6,115,20
00043020,$15.00,$15.00,$15.00,$15.00,1,1,1,1,24,24
00043071,$11.00,$8.45,$11.00,$11.00,2,11,2,8,86,19
00190108,$6.40,$6.00,$6.25,$8.00,5,6,4,4,33,17
00189309,$14.00,$8.22,$20.00,$1.00,5,18,1,5,64,4
00043165,$30.00,$17.13,$30.00,$30.00,1,8,1,4,77,25
00043187,$3.67,$5.11,,$20.00,3,9,0,2,51,18
00069455,$56.67,$18.31,$56.67,$100.00,3,16,3,12,112,18
00043235,$15.00,$12.80,$16.00,$16.00,2,5,1,4,64,21
00043226,$15.00,$15.00,$15.00,$20.00,2,2,2,2,29,22
00043232,$10.25,$10.60,$9.00,$5.00,4,5,3,3,44,17
00190408,$8.33,$6.60,$10.00,$10.00,3,10,2,6,110,19
00043010,$20.00,$17.00,$25.00,$25.00,2,4,1,1,65,22
00128975,$9.29,$8.27,$9.40,$11.00,7,15,5,7,56,16
00043549,$15.00,$11.75,,$15.00,1,4,0,1,56,18
00187417,$10.67,$10.67,$10.00,$10.00,3,3,2,2,23,16
00043101,$18.25,$19.00,$18.00,$15.00,4,19,2,9,109,16
00043086,$7.33,$7.33,$6.00,$7.00,3,3,2,2,24,17
00043119,$6.33,$6.25,$4.50,$6.00,3,4,2,2,28,17
00043137,$10.00,$9.13,,$10.00,3,8,0,3,72,16
00043126,$4.86,$4.88,$4.60,$5.00,7,8,5,5,32,16
00004869,$12.00,$13.30,$12.00,$10.00,4,10,4,4,114,9
00043052,$10.00,$8.11,$10.00,$15.00,4,9,3,5,64,18
00043333,$4.60,$4.11,$4.33,$5.00,5,9,3,6,50,17
00043321,$25.00,$25.00,$25.00,$25.00,1,1,1,1,21,21
00043397,$8.60,$8.00,$10.00,$10.00,5,6,4,5,28,21
00042970,$4.50,$4.43,$4.40,$4.00,6,14,5,9,65,16
00043001,$15.00,$15.00,,$15.00,1,1,0,0,15,15
00043311,$15.50,$9.75,$11.00,$20.00,2,4,1,2,52,15
00043066,$13.00,$9.50,,$15.00,2,4,0,2,53,18
00043559,$4.50,$3.57,$5.00,$5.00,4,30,1,15,130,16
00043562,$15.00,$12.50,$15.00,$10.00,1,2,1,1,21,18
00043564,$20.00,$20.00,$20.00,$20.00,1,1,1,1,24,24
00126195,$20.00,$20.00,,$20.00,1,1,0,0,15,15
00043662,$15.00,$14.56,$15.00,$15.00,5,9,1,3,57,17
00043663,$8.33,$6.39,$7.50,$3.00,6,18,4,7,69,15
00185505,$10.00,$9.43,$10.00,$10.00,3,21,2,13,128,6
00002809,$13.50,$10.46,$13.50,$10.00,2,13,2,11,130,17
00043674,$10.00,$5.71,,$10.00,2,14,0,10,130,17
00043748,$25.00,$34.17,,$25.00,1,6,0,2,110,25
00043764,$13.50,$14.70,$14.67,$12.00,4,10,3,8,69,17
00011348,$12.50,$12.17,$17.00,$17.00,2,12,1,5,76,17
00043762,$14.00,$10.86,$11.00,$12.00,4,7,2,3,65,16
00043781,$8.33,$6.13,$8.00,$5.00,3,8,2,5,77,16
00043802,$6.50,$8.96,$6.50,$6.00,6,24,4,10,81,15
00043799,$16.00,$13.17,$20.00,$20.00,2,6,1,2,76,17
00043862,$10.40,$5.63,$10.00,$12.00,5,27,2,12,127,18
00002235,$16.67,$10.47,$16.00,$25.00,6,17,5,9,69,6
00006064,$15.00,$12.31,$20.00,$20.00,2,13,1,4,119,4
00043884,$6.00,$5.29,$5.75,$3.00,5,21,4,9,111,18
00006403,$10.00,$10.12,$10.00,$10.00,3,26,3,10,118,4
00043952,$17.00,$11.00,$16.00,$18.00,2,6,1,5,93,26
00043949,$6.00,$6.71,$8.00,$5.00,7,14,2,4,86,16
00043927,$20.00,$15.00,$20.00,$20.00,1,2,1,2,35,20
00044009,$20.00,$9.38,$20.00,$20.00,1,8,1,3,81,18
00043998,$19.67,$16.75,,$25.00,3,4,0,0,44,18
00043981,$15.00,$15.00,$15.00,$15.00,1,1,1,1,17,17
00013288,$17.00,$15.30,$19.00,$20.00,6,10,5,6,41,8
00044060,$27.50,$28.00,$25.00,$30.00,2,5,1,2,68,26
00044091,$9.20,$7.50,$9.00,$9.00,5,8,3,5,75,19
00044121,$10.00,$10.23,$10.00,$10.00,2,30,2,17,130,21
00190119,$12.00,$10.25,$13.00,$15.00,3,4,2,3,40,15
00044154,$20.00,$15.00,,$20.00,1,2,0,1,53,26
00043974,$4.67,$3.82,$4.25,$6.00,6,11,4,7,63,18
00042238,$7.67,$22.80,$7.00,$9.00,3,20,2,12,111,18
00044243,$16.00,$12.67,,$14.00,2,6,0,3,68,18
00044287,$5.50,$5.45,$5.83,$5.00,10,11,6,6,35,17
00006443,$25.00,$14.69,$25.00,$25.00,1,13,1,3,93,21
00000591,$29.00,$26.25,$28.25,$20.00,5,12,4,6,109,16
00044303,$9.50,$7.82,$9.33,$10.00,4,17,3,13,110,20
00190727,$9.00,$6.93,$8.00,$11.00,3,15,2,8,98,26
00190090,$13.00,$12.80,$13.33,$15.00,4,5,3,4,33,18
00044370,$5.00,$4.44,$5.00,$5.00,5,18,4,13,128,15
00000427,$10.00,$9.55,$10.00,$10.00,3,11,3,5,80,18
00005546,$11.67,$9.44,$10.00,$10.00,3,18,1,9,111,18
00044351,$20.00,$9.40,,$20.00,1,5,0,2,66,19
00044336,$15.00,$15.00,$15.00,$15.00,1,1,1,1,17,17
00044383,$15.00,$15.00,$15.00,$15.00,1,1,1,1,17,17
00044395,$12.00,$8.92,$11.50,$13.00,4,12,2,5,63,18
00044406,$6.00,$4.63,$5.00,$10.00,5,16,3,6,122,17
00044418,$5.00,$3.89,$5.00,$5.00,4,19,3,15,127,16
00044410,$8.50,$6.91,$9.00,$10.00,4,11,1,3,54,15
00044419,$14.67,$9.60,$13.00,$6.00,3,10,1,4,52,15
00044433,$13.50,$11.00,$10.00,$15.00,4,6,1,2,64,17
00044431,$15.00,$12.50,$15.00,$15.00,1,2,1,1,40,16
00044442,$10.00,$9.53,$10.00,$10.00,6,19,3,7,119,19
00044441,$15.00,$10.50,$15.00,$16.00,4,14,1,4,67,18
00044464,$10.00,$3.82,$10.00,$10.00,2,22,1,12,102,22
00044491,$10.40,$10.40,$10.00,$10.00,5,5,2,2,32,18
00036963,$10.00,$5.83,$10.00,$15.00,2,6,2,4,68,24
00044500,$9.00,$7.59,$8.00,$8.00,7,16,4,7,89,16
00044499,$12.00,$9.29,$11.00,$12.00,5,14,2,7,88,18
00044505,$8.33,$8.33,$5.00,$15.00,3,3,1,1,29,15
00187561,$10.67,$9.25,$12.50,$20.00,3,4,2,3,41,16
00013796,$11.00,$9.67,$8.00,$16.00,4,9,2,4,45,16
00044582,$4.38,$3.36,$3.67,$3.00,8,28,6,17,130,15
00044593,$10.00,$10.00,$5.00,$15.00,2,2,1,1,24,18
00044634,$10.00,$7.29,$10.00,$10.00,4,7,3,4,88,17
00044657,$4.14,$4.00,$4.20,$5.00,7,15,5,8,81,17
00188801,$10.75,$8.64,$10.67,$5.00,4,14,3,7,67,5
00044715,$10.00,$7.19,,$10.00,1,16,0,10,110,17
00044705,$11.33,$9.80,$12.00,$12.00,3,5,1,2,41,18
00044765,$10.00,$9.25,$10.00,$10.00,3,12,2,8,107,18
00187707,$13.67,$12.17,$13.00,$15.00,3,6,1,2,54,18
00002396,$7.50,$8.33,$10.00,$10.00,2,3,1,1,21,18
00044795,$3.00,$2.67,$2.50,$5.00,7,27,4,16,129,19
00044800,$8.50,$7.32,$8.00,$11.00,6,25,2,10,98,18
00044818,$14.40,$10.18,$17.50,$15.00,5,11,2,5,75,20
00044817,$3.75,$3.36,$3.67,$5.00,8,14,6,11,64,18
00040605,$5.25,$4.92,$5.50,$5.00,4,13,2,7,123,15
00044847,$8.50,$9.77,$7.00,$10.00,4,13,1,7,119,15
00044840,$67.50,$56.43,$60.00,$100.00,4,7,1,4,68,19
00044853,$13.00,$10.64,$13.33,$10.00,7,14,3,6,64,19
00044893,$5.00,$3.40,$5.00,$5.00,4,15,3,10,125,17
00044888,$18.75,$12.28,$18.67,$17.00,4,29,3,13,105,21
00044900,$25.00,$23.00,,$25.00,1,5,0,3,81,27
00044941,$10.67,$9.25,$10.00,$5.00,3,4,2,2,24,15
00044922,$22.00,$16.00,,$22.00,1,2,0,1,42,26
00012954,$27.50,$23.42,,$35.00,2,12,0,1,52,6
00045442,$16.75,$18.14,$15.67,$15.00,4,7,3,6,73,17
00045431,$17.50,$15.00,$20.00,$20.00,2,3,1,1,44,17
00045503,$7.00,$5.13,$5.00,$10.00,5,15,1,6,105,19
00045520,$15.00,$11.67,,$20.00,2,3,0,1,44,20
00045513,$11.00,$11.40,$11.00,$11.00,3,25,3,17,93,15
00006351,$10.00,$7.78,$10.00,$11.00,2,18,2,10,125,17
00069394,$15.00,$6.80,$15.00,$15.00,1,10,1,7,91,21
00092772,$35.00,$18.00,$35.00,$25.00,1,12,1,8,128,17
00045666,$5.60,$5.60,$5.50,$6.00,5,5,2,2,32,16
00011284,$7.00,$6.37,$6.33,$10.00,5,30,3,16,112,4
00045656,$27.50,$27.50,$30.00,$30.00,2,2,1,1,20,16
00045722,$17.50,$12.33,$15.00,$15.00,2,21,1,12,122,17
00036777,$8.00,$7.92,$7.80,$9.00,8,12,5,6,41,15
00045758,$14.00,$11.78,,$15.00,2,9,0,2,64,26
00045753,$6.38,$6.17,$5.83,$8.00,8,12,6,8,44,24
00045810,$16.67,$11.88,$16.67,$25.00,3,8,3,7,100,21
00045808,$10.40,$8.58,$10.50,$12.00,5,19,4,9,113,20
00045798,$14.00,$11.17,$15.00,$15.00,3,6,2,3,80,17
00045824,$19.50,$15.80,$18.50,$21.00,4,10,2,4,64,19
00045878,$13.00,$7.67,$13.00,$15.00,2,6,2,5,81,16
00012872,$5.00,$4.87,$5.00,$5.00,7,15,5,7,52,16
00045873,$10.00,$6.54,$10.00,$5.00,3,13,2,5,130,18
00045870,$11.67,$9.33,$12.50,$15.00,3,6,2,3,80,21
00045258,$10.00,$10.00,$10.00,$10.00,3,4,1,1,23,15
00190291,$4.80,$4.10,$5.00,$4.00,5,21,3,13,81,18
00038471,$11.00,$13.78,$12.00,$12.00,2,9,1,8,128,17
00045338,$15.00,$13.13,$15.00,$15.00,3,8,3,5,87,23
00045982,$12.25,$8.00,$12.50,$15.00,4,11,2,4,120,18
00045971,$8.50,$8.00,$8.00,$10.00,4,5,3,3,28,19
00045968,$12.50,$12.50,$12.50,$15.00,2,2,2,2,20,16
00009218,$15.00,$9.25,$15.00,$16.00,4,28,4,20,126,18
00027280,$5.29,$5.00,$6.00,$6.00,7,9,3,3,32,18
00000894,$19.40,$17.06,$18.80,$21.00,10,34,5,12,64,4
00046034,$12.00,$10.00,$12.00,$10.00,2,4,2,2,24,18
00036013,$8.80,$8.33,$11.00,$12.00,5,6,2,2,32,16
00182642,$40.00,$22.00,$40.00,$40.00,1,5,1,3,64,16
00046129,$16.00,$13.14,$16.00,$16.00,1,7,1,5,92,19
00046165,$11.33,$11.18,$12.00,$12.00,3,22,1,12,113,16
00046153,$15.00,$10.00,,$15.00,1,6,0,5,111,18
00046178,$12.29,$12.29,$13.20,$10.00,7,7,5,5,29,18
00001818,$18.00,$10.73,$20.00,$15.00,2,11,1,6,57,18
00154297,$22.50,$22.50,$22.50,$25.00,2,2,2,2,21,17
00046194,$14.50,$10.67,,$15.00,2,9,0,5,92,18
00187847,$10.75,$9.17,$11.33,$12.00,4,6,3,5,64,17
00046201,$15.00,$15.00,$20.00,$25.00,3,3,2,2,26,21
00004417,$8.25,$7.53,$8.67,$6.00,8,31,6,12,76,16
00046223,$17.50,$17.50,$10.00,$25.00,2,2,1,1,21,20
00046242,$15.00,$15.00,$10.00,$20.00,2,2,1,1,32,18
00046250,$15.00,$9.00,$15.00,$15.00,1,3,1,2,54,21
00046256,$15.00,$8.00,,$15.00,1,6,0,5,110,24
00012880,$7.14,$7.85,$6.00,$10.00,7,13,3,4,41,4
00011511,$14.67,$9.85,$14.67,$15.00,3,13,3,7,113,16
00046296,$8.33,$6.44,$8.00,$8.00,6,18,3,8,75,20
00046322,$10.40,$9.14,$10.50,$10.00,5,7,4,5,43,23
00046305,$7.00,$7.25,$7.00,$7.00,2,4,1,3,44,16
00046358,$10.29,$7.47,$10.80,$11.00,7,15,5,9,88,18
00049943,$13.00,$11.00,$14.33,$15.00,7,13,6,9,86,16
00046409,$20.00,$15.00,$20.00,$20.00,1,6,1,4,67,19
00046435,$7.50,$6.33,$7.50,$5.00,4,6,2,3,68,17
00046422,$25.00,$25.00,,$25.00,1,1,0,0,16,16
00046419,$5.33,$5.00,$5.00,$4.00,9,41,5,21,129,15
00046466,$13.33,$9.50,$22.00,$22.00,3,6,1,3,53,17
00046461,$11.33,$11.33,$10.75,$13.00,6,6,4,4,33,16
00046500,$15.00,$9.19,$15.00,$15.00,2,16,2,8,86,17
00046495,$20.00,$17.71,$20.00,$20.00,2,7,1,4,62,24
00046560,$12.33,$9.36,$15.00,$15.00,3,11,1,6,77,17
00046552,$13.00,$10.33,,$16.00,2,3,0,1,41,17
00046546,$4.60,$4.57,$4.75,$5.00,5,7,4,4,28,17
00189943,$64.25,$12.76,$84.67,$250.00,4,25,3,17,129,17
00046572,$11.00,$9.80,$10.67,$10.00,4,15,3,7,63,18
00002996,$16.67,$14.38,$15.67,$10.00,6,8,3,3,41,16
00046652,$6.50,$4.67,$6.60,$6.00,6,24,5,15,93,19
00046671,$22.50,$9.82,,$25.00,2,11,0,6,115,18
00046687,$5.00,$5.12,$5.00,$5.00,3,26,2,11,130,17
00046709,$25.00,$25.00,,$25.00,1,1,0,0,19,19
00046737,$25.00,$15.00,$25.00,$25.00,1,3,1,2,53,21
00046755,$4.83,$4.83,$5.25,$10.00,6,6,4,4,32,16
00095494,$11.83,$11.00,$15.00,$10.00,6,7,3,3,32,20
00046844,$10.00,$7.00,$10.00,$10.00,3,13,1,5,125,18
00046884,$13.00,$9.78,,$15.00,2,9,0,5,92,19
00046905,$9.67,$7.80,,$15.00,3,5,0,1,53,19
00015015,$7.75,$7.56,$8.00,$9.00,4,9,3,7,89,20
00047180,$16.67,$17.50,$15.00,$20.00,3,4,2,2,32,21
00046957,$7.50,$6.00,$7.50,$10.00,2,3,2,3,21,15
00046981,$29.00,$20.72,$30.00,$25.00,5,18,4,12,113,17
00047021,$10.50,$9.50,$11.00,$10.00,4,6,2,2,40,22
00047042,$20.00,$13.75,,$20.00,2,4,0,0,51,18
00047055,$15.00,$15.00,$15.00,$15.00,1,1,1,1,16,16
00047111,$4.71,$3.78,$4.60,$5.00,7,23,5,12,105,18
00010631,$10.50,$10.96,$10.50,$10.00,4,27,4,11,130,4
00047137,$12.00,$9.67,$15.00,$15.00,2,3,1,1,52,21
00047161,$11.33,$8.80,$11.33,$10.00,3,15,3,11,128,20
00047169,$10.75,$10.00,$12.00,$13.00,4,8,2,3,42,16
00013111,$13.50,$10.44,,$10.00,2,9,0,3,104,11
00047191,$5.00,$4.14,$5.00,$5.00,5,7,3,4,52,16
00006164,$11.17,$9.71,$11.00,$10.00,6,24,5,10,88,18
00047233,$25.00,$13.91,$25.00,$25.00,1,11,1,7,124,24
00047230,$30.25,$23.15,$24.50,$25.00,4,13,2,5,68,27
00047251,$5.00,$5.00,$5.00,$5.00,6,10,3,5,100,16
00047280,$10.00,$7.40,$10.00,$10.00,3,15,1,8,128,17
00047276,$7.60,$7.18,$10.00,$8.00,5,11,1,5,76,18
00047245,$5.50,$5.14,$5.75,$3.00,6,7,4,5,32,4
00047283,$20.00,$20.00,$20.00,$20.00,1,1,1,1,24,24
00047282,$7.50,$7.50,$7.50,$10.00,2,4,2,2,23,19
00047371,$6.20,$5.29,$7.00,$6.00,5,14,3,6,69,16
00047385,$15.00,$15.00,$15.00,$15.00,1,1,1,1,17,17
00047404,$8.00,$5.24,$9.50,$10.00,3,17,2,10,124,22
00047420,$15.00,$12.00,,$17.00,2,6,0,1,52,20
00047418,$15.00,$11.67,$20.00,$15.00,3,6,1,1,43,18
00188454,$32.50,$28.00,$32.50,$25.00,2,5,2,3,42,6
00047448,$5.00,$4.57,$5.50,$5.00,5,7,2,2,32,17
00047216,$11.00,$7.54,$11.00,$10.00,2,13,2,8,127,18
00047508,$30.00,$30.00,$30.00,$30.00,2,2,2,2,28,23
00047505,$10.00,$15.00,,$20.00,1,2,0,0,28,26
00190674,$14.14,$9.80,$13.17,$15.00,7,45,6,27,125,16
00047531,$15.00,$10.67,,$15.00,1,6,0,2,65,26
00047525,$14.00,$14.00,,$18.00,3,3,0,0,32,15
00047545,$11.67,$11.67,$10.00,$15.00,3,3,1,1,35,18
00047569,$8.75,$9.15,$10.00,$10.00,4,13,2,8,98,16
00047590,$12.50,$11.25,$13.00,$10.00,2,4,1,1,31,18
00047610,$9.33,$7.91,$8.67,$14.00,6,11,3,3,48,18
00047645,$5.50,$5.11,$5.25,$5.00,6,9,4,5,40,18
00047688,$13.75,$12.00,$16.67,$20.00,4,5,3,3,32,16
00047709,$13.00,$11.44,$13.17,$15.00,7,18,6,14,104,17
00047738,$12.00,$8.17,,$13.00,2,12,0,8,88,19
00047827,$10.00,$8.63,$10.00,$10.00,4,16,1,9,124,19
00047819,$14.67,$12.70,$14.67,$10.00,3,10,3,10,105,17
00047810,$5.50,$4.50,$5.33,$6.00,4,14,3,6,56,16
00047846,$12.50,$9.44,$12.50,$15.00,2,9,2,6,109,18
