driver_id,CAR_USE,DISTANCE,VEHICLE_AGE,VEHICLE_TYPE,VEHICLE_VAL,MVR_PTS,REVOKED
1620137452,Private,66,,Minivan,"$4,540",6,No
1620852233,Private,91,9,Sports Car,"$18,930",1,No
1621284594,Private,80,3,unknown,"$1,500",2,No
1621867429,Private,72,17,Van,"$20,610",4,Yes
1621969073,Commercial,93,3,Pickup,"$23,410",7,Yes
1622936269,Private,77,,Minivan,"$17,450",3,No
1623019897,Commercial,77,3,Van,"$17,680",3,No
1623028671,Private,84,8,unknown,"$18,110",2,Yes
1624343882,Private,94,9,unknown,"$11,270",5,No
1624792557,Private,92,10,Minivan,"$12,340",0,No
1625389978,Private,69,22,unknown,"$33,050",2,No
1626677514,Private,84,13,Pickup,"$18,780",0,No
1627370129,Private,58,19,Minivan,"$23,760",3,No
1627383474,Private,50,3,unknown,"$9,060",4,No
1628699845,Private,79,12,unknown,"$11,020",7,No
1628818024,Private,83,3,Minivan,"$12,770",2,No
1628932780,Commercial,53,13,Van,"$19,170",7,No
1629795359,Commercial,82,16,Pickup,"$7,020",4,No
1630081434,Commercial,99,10,Van,"$21,100",11,No
1630378446,Commercial,67,17,Van,"$19,580",6,No
1630694036,Private,91,3,unknown,"$22,380",4,No
1631529554,Commercial,76,9,unknown,"$6,500",4,No
1631550165,Commercial,84,,Minivan,"$3,260",2,No
163205357,Private,84,23,Minivan,"$27,130",2,No
1632168635,Commercial,81,9,Pickup,"$10,830",2,No
1632437994,Private,106,3,unknown,"$6,600",2,No
1632449940,Private,53,15,unknown,"$15,550",2,No
1632911719,Commercial,67,3,Sports Car,"$8,900",2,No
1632999143,Private,77,18,Van,"$40,630",2,No
1633044163,Commercial,67,8,Van,"$18,270",4,No
1634331757,Commercial,119,8,Pickup,"$10,620",2,No
1634566630,Commercial,69,20,Pickup,"$8,020",4,No
1634774523,Private,84,11,Minivan,"$18,910",5,No
1635040983,Private,77,10,unknown,"$7,200",2,No
1635096253,Private,73,15,Minivan,"$17,530",3,Yes
1635115231,Commercial,77,3,Pickup,"$11,800",1,No
1635551931,Commercial,65,3,Pickup,"$8,450",0,No
1635684107,Private,80,21,Minivan,"$27,010",7,No
1635950777,Commercial,104,10,unknown,"$5,400",4,No
1636485843,Private,73,3,Minivan,"$27,820",4,No
1636590095,Private,86,5,Minivan,"$11,570",2,Yes
1636665431,Private,86,19,unknown,"$20,580",7,Yes
1637745678,Commercial,67,12,Pickup,"$6,500",2,No
1638086593,Private,73,,unknown,"$7,100",0,No
1639308308,Private,76,18,unknown,"$10,930",0,No
1639389755,Private,74,3,unknown,"$11,310",3,Yes
1640449441,Commercial,99,9,Pickup,"$6,800",4,No
1641243103,Commercial,90,12,unknown,"$14,460",4,Yes
1641979120,Private,92,13,Minivan,"$16,190",4,No
1642492334,Private,61,15,Van,"$39,520",0,No
1642644299,Commercial,87,7,Pickup,"$34,320",3,No
1643331144,Private,63,14,unknown,"$16,200",6,No
1644115516,Private,64,19,Minivan,"$13,460",4,No
1645585603,Private,95,15,Sports Car,"$13,730",7,Yes
1646003572,Private,66,17,Minivan,"$20,530",5,Yes
1646783565,Private,86,3,unknown,"$11,520",5,No
1648819933,Commercial,95,5,Panel Truck,"$33,320",4,No
1648855983,Private,78,6,unknown,"$12,890",5,No
1649431705,Commercial,75,3,Panel Truck,"$23,470",2,No
1650166790,Private,76,,Sports Car,"$2,990",7,No
1651431949,Commercial,87,11,Panel Truck,"$33,500",3,Yes
1651661517,Commercial,96,22,Van,"$21,120",7,No
1652729614,Commercial,85,21,Panel Truck,"$23,050",3,No
1653953246,Private,59,,Sports Car,"$6,130",2,No
1653982934,Private,100,17,unknown,"$19,070",9,No
1654217982,Private,53,9,Minivan,"$13,140",8,No
1654326902,Private,62,9,Minivan,"$14,130",0,No
1654481380,Private,111,17,unknown,"$7,860",4,No
1655106967,Private,84,,Van,"$18,040",2,Yes
1655218721,Private,134,15,Sports Car,"$19,810",0,No
1655395264,Commercial,122,3,Pickup,"$6,420",1,No
1655397702,Private,85,3,unknown,"$11,090",2,No
1656559556,Private,81,16,unknown,"$15,380",3,Yes
1656570198,Commercial,64,10,Pickup,"$12,150",5,No
1656701983,Private,57,7,unknown,"$19,980",4,Yes
1657116950,Commercial,92,9,Panel Truck,"$33,870",1,No
1657318483,Private,107,10,unknown,"$8,900",9,No
1658076530,Commercial,75,7,Pickup,"$12,100",5,No
1658791357,Private,66,11,unknown,"$18,820",6,No
1660246597,Private,84,9,Minivan,"$8,040",2,No
1660427429,Private,91,15,unknown,"$22,460",0,Yes
1660879792,Private,54,3,Minivan,"$23,640",0,No
1663735371,Commercial,70,10,Minivan,"$12,460",7,No
1664520655,Commercial,82,3,Van,"$21,180",2,No
1664589462,Private,91,3,Pickup,"$31,000",7,Yes
1665892909,Commercial,109,12,Panel Truck,"$28,340",5,No
1666973966,Private,79,14,unknown,"$11,580",9,Yes
1667189819,Private,69,,Sports Car,"$5,100",0,No
1667225489,Private,70,7,Van,"$17,890",2,No
166777958,Private,58,3,unknown,"$5,400",2,No
1668118555,Private,94,17,unknown,"$10,480",1,No
1668403704,Private,70,18,Minivan,"$31,330",0,No
1669641746,Commercial,78,18,Pickup,"$12,020",1,No
1670210300,Private,85,9,Minivan,"$15,330",3,No
1671724482,Private,67,,Pickup,"$7,500",2,No
1671941961,Private,65,9,unknown,"$13,460",2,No
1673414292,Commercial,84,9,unknown,"$5,100",9,No
1674604995,Private,76,14,Minivan,"$26,780",2,No
1676727239,Private,84,12,unknown,"$11,070",3,No
1677738018,Private,64,11,Minivan,"$6,300",2,No
1678200517,Commercial,86,11,unknown,"$12,100",2,No
1679680659,Private,64,10,Minivan,"$28,400",4,No
1680072812,Commercial,80,11,Pickup,"$12,050",5,No
1680194749,Private,97,3,Minivan,"$19,340",11,No
1680683365,Private,109,11,Minivan,"$19,400",2,No
1681399093,Private,87,22,Minivan,"$15,740",0,Yes
1682058014,Private,73,13,Minivan,"$14,750",4,No
1684880225,Private,50,15,unknown,"$11,580",7,No
1684921743,Commercial,67,14,Panel Truck,"$28,740",6,No
1685059712,Commercial,50,9,Van,"$20,610",6,Yes
1686201600,Commercial,89,16,Pickup,"$7,200",2,No
1686836184,Commercial,88,12,Panel Truck,"$23,340",7,No
1687726173,Private,66,20,Minivan,"$23,170",2,No
1688115413,Commercial,118,11,Van,"$19,960",10,No
1688959578,Private,92,3,unknown,"$7,760",2,No
1689759315,Commercial,83,12,Sports Car,"$5,100",3,No
1690377720,Commercial,74,3,Minivan,"$18,940",2,No
1690457381,Commercial,86,11,Minivan,"$32,530",6,No
1690528582,Private,55,18,Minivan,"$12,310",2,No
1691216008,Private,73,15,Minivan,"$5,710",6,No
1691506452,Private,68,3,Minivan,"$16,080",9,No
1692601436,Private,88,10,unknown,"$24,210",3,No
1692709094,Private,94,11,unknown,"$8,690",5,No
1694115823,Private,99,15,Minivan,"$20,000",4,No
1694569369,Commercial,93,11,unknown,"$14,110",2,No
1695368964,Commercial,62,16,Van,"$22,100",0,No
1695889865,Private,60,6,unknown,"$8,370",4,No
1696053020,Commercial,60,8,Panel Truck,"$30,380",2,No
1696146940,Private,76,9,unknown,"$1,500",6,No
1696205191,Private,86,14,unknown,"$27,170",7,No
1696358687,Commercial,75,13,Van,"$19,950",2,Yes
1696614435,Commercial,57,10,Van,"$17,350",2,No
1696981264,Private,50,8,Sports Car,"$1,680",6,No
1697317221,Private,86,11,Sports Car,"$7,650",10,No
1698075594,Commercial,88,13,unknown,"$13,130",0,No
1698250600,Commercial,126,8,Van,"$20,160",2,No
1698517749,Private,102,3,Sports Car,"$5,600",0,No
1699145422,Commercial,77,20,Pickup,"$21,880",12,No
1699339752,Private,80,23,Sports Car,"$20,870",0,No
1700399850,Private,104,21,unknown,"$9,770",2,No
1701423024,Commercial,93,8,unknown,"$10,830",3,No
1701471893,Commercial,76,12,Panel Truck,"$28,850",0,No
1702303776,Private,93,16,unknown,"$18,380",5,No
1702703871,Private,92,3,Pickup,"$10,650",5,Yes
1702819825,Private,83,10,unknown,"$10,120",4,No
1704388079,Private,81,3,Minivan,"$20,490",2,No
1704594531,Private,100,16,unknown,"$19,750",2,No
1705673768,Private,83,3,unknown,"$3,900",7,No
1707418110,Commercial,102,10,Minivan,"$30,470",5,No
1707460024,Commercial,71,13,Minivan,"$14,440",0,No
1707551317,Private,59,8,unknown,"$8,430",3,No
1707782545,Private,93,15,Minivan,"$26,620",5,No
1708141904,Private,76,10,Minivan,"$5,200",6,No
1708188806,Private,92,3,Minivan,"$6,520",2,Yes
1708222298,Private,64,7,unknown,"$18,090",1,Yes
1709743144,Commercial,102,9,Sports Car,"$9,310",4,No
1710887405,Private,90,9,Minivan,"$15,750",4,Yes
1710963591,Private,83,13,unknown,"$16,320",4,No
1711319531,Private,94,8,Minivan,"$15,340",2,No
1712134669,Private,81,3,unknown,"$5,260",2,No
1712301996,Private,99,15,unknown,"$18,380",2,No
1712989809,Private,95,15,unknown,"$14,620",0,No
1713258978,Private,64,11,Pickup,"$7,060",2,No
1713259742,Commercial,105,21,Panel Truck,"$39,090",8,No
1713492192,Private,75,11,Minivan,"$12,170",2,No
1713663388,Commercial,73,13,Panel Truck,"$27,130",2,No
1715263260,Private,112,12,unknown,"$18,950",2,No
1715566595,Commercial,71,3,Minivan,"$15,410",2,No
1715935615,Private,86,9,Pickup,"$5,600",0,No
1716289705,Private,71,19,Sports Car,"$21,480",5,No
1716642785,Private,68,3,Pickup,"$10,940",1,No
1716979536,Private,82,19,Minivan,"$13,630",2,No
1718531439,Private,68,9,Sports Car,"$18,190",8,No
1721216311,Private,81,3,unknown,"$9,180",8,No
1721806965,Private,74,3,Sports Car,"$11,690",11,Yes
1722842561,Commercial,114,12,Pickup,"$10,580",5,No
1723273536,Commercial,73,11,Pickup,"$9,680",1,No
1723353294,Commercial,105,,Minivan,"$8,960",2,No
1724534388,Private,85,12,Minivan,"$26,980",5,Yes
1724892955,Commercial,69,9,Pickup,"$26,710",2,No
1725003157,Private,63,12,Minivan,"$14,290",2,No
1725209948,Private,87,10,unknown,"$4,100",6,No
1725382423,Private,84,17,unknown,"$15,910",0,No
1726139886,Commercial,58,15,Pickup,"$11,550",15,Yes
1727282980,Private,78,14,Minivan,"$20,740",0,No
1727506088,Commercial,67,9,unknown,"$4,720",4,No
1729762464,Commercial,120,3,Sports Car,"$11,530",4,No
1729806167,Commercial,81,,unknown,"$11,290",6,Yes
1730142799,Private,59,3,Minivan,"$13,760",4,No
1730300212,Private,64,12,unknown,"$16,020",2,No
1730922628,Private,113,3,Van,"$17,130",0,No
1731669985,Private,50,10,unknown,"$21,860",2,No
1731852932,Private,50,3,unknown,"$8,770",0,No
1732203017,Private,64,3,unknown,"$16,540",2,No
1733065391,Private,109,11,Sports Car,"$5,700",1,No
1733406541,Private,70,16,unknown,"$14,890",4,Yes
1735780674,Commercial,86,16,unknown,"$10,070",10,No
1735787746,Private,76,7,unknown,"$14,310",0,Yes
173677338,Private,103,11,unknown,"$11,880",4,No
1736865187,Private,94,3,Minivan,"$14,190",2,No
1737156524,Commercial,80,14,Pickup,"$11,700",4,No
1737599414,Private,61,12,Sports Car,"$22,920",0,No
1737721577,Private,71,15,unknown,"$9,700",1,No
1737752708,Commercial,58,3,Pickup,"$22,200",0,No
1738015213,Private,62,16,unknown,"$14,330",2,No
1738779513,Commercial,74,10,Van,"$21,770",8,No
1738934607,Private,77,7,Van,"$17,980",2,No
1739222211,Commercial,92,,unknown,"$1,500",4,No
1739831474,Private,64,3,Sports Car,"$7,930",2,No
1740688928,Commercial,113,12,Van,"$21,270",4,No
1741728150,Commercial,118,10,unknown,"$12,610",2,No
1742266730,Private,112,16,Sports Car,"$30,080",4,Yes
1742490718,Private,95,9,unknown,"$14,730",3,No
1743448001,Private,81,19,unknown,"$18,000",3,Yes
1743626513,Commercial,82,3,unknown,"$6,180",2,No
1743645069,Commercial,80,15,unknown,"$7,490",2,No
1744265623,Private,63,8,unknown,"$2,500",3,No
1744494909,Private,80,12,Van,"$20,470",2,No
1745267212,Private,79,13,Sports Car,"$15,740",2,Yes
1745423360,Commercial,95,18,Pickup,"$6,500",5,No
1745767051,Commercial,60,15,Panel Truck,"$44,110",3,Yes
1746000647,Private,55,12,Van,"$17,180",6,No
1746181861,Commercial,106,3,Van,"$16,600",2,No
1747372051,Private,71,14,Minivan,"$18,910",0,No
1748135772,Commercial,98,3,unknown,"$10,470",6,No
1748357873,Commercial,83,8,unknown,"$9,360",0,No
1750440570,Commercial,95,15,Van,"$31,630",0,No
1750834654,Private,66,3,unknown,"$6,760",12,No
1750865941,Private,67,19,unknown,"$15,990",4,No
1751033157,Private,52,16,Minivan,"$34,180",2,No
1751640317,Private,58,12,Van,"$18,130",2,No
1753183837,Private,76,14,unknown,"$6,600",3,No
1753973330,Private,77,12,unknown,"$2,750",5,Yes
1754101414,Private,74,12,unknown,"$4,750",2,No
1755050267,Commercial,86,3,Minivan,"$4,100",5,No
1755433812,Private,93,3,unknown,"$13,420",11,No
1755998313,Private,93,3,unknown,"$13,230",4,No
1756033368,Commercial,75,10,Minivan,"$14,210",0,No
1757062258,Private,51,15,unknown,"$10,170",3,No
1757653899,Commercial,65,10,unknown,"$5,000",2,No
1760042123,Commercial,51,10,unknown,"$12,550",4,No
1760252658,Commercial,88,11,Van,"$36,790",6,No
1760770704,Private,77,3,Minivan,"$20,670",2,No
1761138709,Private,69,3,unknown,"$13,630",6,No
1761821136,Private,69,13,Sports Car,"$16,640",0,No
1762572778,Private,101,17,Minivan,"$14,740",4,No
1762933439,Private,81,7,unknown,"$5,900",2,No
1763163581,Commercial,55,11,Pickup,"$11,600",2,No
1763337235,Private,86,3,Minivan,"$6,000",2,No
1766094579,Commercial,79,17,Panel Truck,"$26,570",2,No
1766097350,Private,70,16,Sports Car,"$8,780",8,No
1767564838,Private,116,21,Sports Car,"$24,500",2,No
1769667952,Commercial,92,17,Panel Truck,"$28,370",8,No
1771492026,Private,83,23,unknown,"$11,810",3,No
1771912456,Private,62,3,Minivan,"$22,770",0,No
1773233908,Private,66,13,Minivan,"$20,920",0,No
1773506181,Private,61,28,Minivan,"$13,660",4,No
1775608135,Private,88,13,Sports Car,"$7,080",0,No
1775867208,Commercial,88,15,Van,"$21,070",1,No
1775873130,Private,80,9,Van,"$45,420",2,No
1777982854,Private,50,8,Minivan,"$16,000",9,Yes
1778176059,Commercial,51,14,Minivan,"$11,150",0,No
1778754898,Private,52,17,Pickup,"$6,100",0,No
1779901231,Private,103,3,unknown,"$7,630",6,No
1779934403,Private,54,14,Minivan,"$14,270",2,No
1780006651,Private,87,3,unknown,"$7,700",4,No
1781359080,Private,84,,Sports Car,"$15,840",1,Yes
1782970340,Private,95,12,Minivan,"$1,500",1,No
1783693931,Commercial,78,12,Pickup,"$7,700",4,No
1783847980,Private,67,8,Minivan,"$16,410",0,No
1785478046,Private,116,12,unknown,"$7,400",0,No
1785778128,Commercial,129,8,Pickup,"$32,130",3,No
1787688186,Commercial,92,13,Pickup,"$5,800",1,No
1788284984,Private,69,8,Minivan,"$23,120",3,No
1789577199,Private,97,3,Sports Car,"$11,590",2,No
1790204068,Private,66,13,Minivan,"$20,630",4,No
1792263771,Private,77,12,unknown,"$5,120",3,No
1792373714,Commercial,50,12,unknown,"$3,950",2,No
1792658790,Private,56,3,unknown,"$7,050",0,No
1792821354,Commercial,72,,Panel Truck,"$29,170",4,No
1793671801,Private,77,15,Sports Car,"$13,160",6,No
1794855626,Private,63,10,Minivan,"$12,740",5,No
1797869636,Commercial,89,9,Minivan,"$15,600",8,No
1797913770,Commercial,84,3,Pickup,"$5,620",0,Yes
1799064012,Private,60,,Minivan,"$1,500",2,Yes
1799975218,Private,59,15,unknown,"$13,500",6,No
1800640505,Private,111,16,Pickup,"$5,980",6,No
1801507599,Commercial,106,19,Panel Truck,"$23,140",2,No
1802801833,Commercial,101,15,Minivan,"$16,150",0,No
1802807726,Private,90,,unknown,"$20,410",2,No
1804147406,Private,74,3,Pickup,"$10,280",2,No
1804150931,Private,84,18,Sports Car,"$16,860",4,No
1804962763,Commercial,73,9,Pickup,"$9,640",13,Yes
1805730212,Commercial,65,,Minivan,"$7,080",3,No
1805926274,Private,110,11,Sports Car,"$8,570",4,No
1806316246,Commercial,50,3,Sports Car,"$3,470",2,No
1806411737,Commercial,79,3,Minivan,"$15,440",0,No
1809734500,Private,79,13,unknown,"$14,760",9,No
1810092095,Private,64,14,Sports Car,"$2,030",2,No
1810151182,Private,55,3,Sports Car,"$5,400",0,No
1810315232,Private,90,3,unknown,"$5,100",7,No
1810877654,Private,74,3,unknown,"$17,160",4,No
1811025102,Private,70,3,Minivan,"$14,390",2,No
1811243111,Private,80,9,unknown,"$19,020",0,Yes
1811329754,Commercial,78,10,Van,"$16,610",2,Yes
1812427392,Commercial,50,15,Panel Truck,"$24,860",7,No
1813011454,Private,62,,unknown,"$11,530",4,No
1813099261,Private,87,3,Sports Car,"$1,500",3,Yes
1813881946,Commercial,89,13,Van,"$20,380",5,No
1814226182,Private,66,3,unknown,"$16,370",2,No
1817351888,Private,56,9,Minivan,"$16,480",3,No
1818018381,Commercial,50,,Pickup,"$22,810",3,Yes
1819635833,Private,71,10,Van,"$20,100",2,No
1819879614,Commercial,50,12,unknown,"$7,960",2,No
1821022397,Private,100,8,Minivan,"$19,420",5,No
1821373814,Private,109,6,unknown,"$16,260",0,No
1821992386,Private,75,14,Pickup,"$31,180",5,No
1823480329,Commercial,55,13,Pickup,"$5,130",13,No
1825058148,Private,55,5,Sports Car,"$7,960",0,No
1825389343,Private,94,14,Minivan,"$3,880",8,Yes
1827405958,Commercial,68,8,unknown,"$17,030",5,No
1828470791,Private,82,18,unknown,"$11,760",9,No
1828763194,Commercial,84,13,Minivan,"$14,600",0,No
1830861374,Private,57,3,unknown,"$16,180",4,No
1830896267,Private,98,8,Minivan,"$13,120",3,No
1831887260,Private,69,8,unknown,"$20,380",0,No
1832201037,Commercial,64,6,unknown,"$5,400",2,No
1834243790,Private,107,24,unknown,"$16,900",0,No
1834646415,Commercial,92,11,Minivan,"$12,510",2,No
1836541776,Commercial,77,3,unknown,"$8,690",5,No
1836623771,Commercial,74,19,Van,"$21,100",4,No
1837236430,Commercial,90,3,Minivan,"$4,400",1,Yes
1837452486,Private,86,8,Sports Car,"$9,100",0,No
1838111853,Private,79,11,unknown,"$5,020",1,No
1838531571,Private,67,3,Minivan,"$13,390",4,No
1839369985,Private,85,,unknown,"$7,940",3,No
1839565250,Commercial,82,7,Van,"$17,700",1,No
1841110885,Private,60,18,Minivan,"$10,700",4,No
1841846851,Commercial,73,8,Pickup,"$4,610",3,No
1843189521,Private,135,8,Sports Car,"$5,670",8,No
1843956479,Private,101,3,unknown,"$17,420",2,No
1844497140,Private,61,3,unknown,"$12,460",2,No
1845021940,Private,50,15,Minivan,"$16,070",4,No
1846576957,Private,71,,Van,"$21,180",6,No
1847437997,Commercial,67,9,unknown,"$13,670",0,No
1849319355,Commercial,72,12,unknown,"$13,540",7,No
1849753664,Commercial,108,3,Van,"$18,050",7,No
1849791978,Commercial,80,16,Van,"$16,400",0,No
1850152082,Private,77,15,Minivan,"$1,500",8,No
185109015,Private,50,6,Minivan,"$23,090",1,No
1852577830,Commercial,71,11,Panel Truck,"$24,450",5,No
1853035518,Private,79,14,unknown,"$33,240",4,No
1853417479,Private,103,3,unknown,"$15,620",6,Yes
1854855112,Private,88,18,Minivan,"$16,710",2,No
1855329966,Commercial,78,20,Panel Truck,"$39,480",4,No
1856379290,Private,89,9,Minivan,"$15,800",9,No
1856918912,Commercial,85,10,unknown,"$14,070",3,Yes
1857099881,Private,92,14,Van,"$20,670",4,No
1857274050,Private,105,3,unknown,"$5,800",2,No
1858183388,Commercial,89,11,Minivan,"$14,610",2,No
1860370617,Commercial,59,16,Sports Car,"$4,600",8,No
1860657833,Private,68,3,Pickup,"$9,940",3,No
1861107884,Private,96,18,unknown,"$6,900",3,No
1862537336,Commercial,89,9,unknown,"$14,080",5,No
1863429013,Private,113,3,unknown,"$23,610",3,No
1863682724,Private,84,18,Minivan,"$14,630",4,No
1864866889,Private,90,16,unknown,"$11,100",8,No
1865891343,Private,77,8,Minivan,"$1,500",4,No
1866801236,Commercial,73,19,Van,"$19,530",2,No
1867884003,Private,74,,Minivan,"$22,140",0,No
1868005321,Private,78,3,unknown,"$13,770",2,No
1869731925,Private,85,12,Sports Car,"$6,480",0,No
1869836531,Commercial,88,15,Pickup,"$11,370",5,No
1869890089,Commercial,84,3,Minivan,"$14,990",2,No
1871138497,Private,96,,Minivan,"$12,880",0,Yes
1871900177,Commercial,96,10,unknown,"$12,190",4,Yes
1872005005,Private,80,9,Minivan,"$16,130",0,No
1872278691,Commercial,89,11,Minivan,"$16,020",8,No
187286381,Private,70,3,unknown,"$16,900",0,No
1873058609,Commercial,50,13,Minivan,"$12,250",2,No
187422110,Commercial,89,16,Pickup,"$6,040",3,No
1875206395,Commercial,67,3,Minivan,"$25,400",2,No
1877480102,Private,87,3,Sports Car,"$5,340",2,No
1878000462,Private,98,22,unknown,"$5,400",4,No
1878987152,Private,95,21,unknown,"$10,450",5,No
1881004102,Private,69,10,Sports Car,"$16,930",5,No
1882707633,Commercial,53,3,Pickup,"$11,550",2,No
1884630012,Private,56,2,Pickup,"$5,900",4,No
1885182813,Commercial,87,12,Minivan,"$33,700",8,No
1885236621,Private,62,10,unknown,"$5,850",8,No
1886578106,Private,75,3,Sports Car,"$11,240",2,No
1887268440,Commercial,97,11,Sports Car,"$16,670",0,No
1887450830,Commercial,57,8,unknown,"$15,550",0,No
1887669667,Private,72,3,unknown,"$11,760",8,No
1888012641,Commercial,81,10,Pickup,"$12,070",11,No
1888037549,Private,93,10,unknown,"$6,080",5,No
1888465242,Commercial,58,11,Pickup,"$6,200",4,No
1888617651,Private,70,3,Sports Car,"$14,070",4,No
1891458040,Private,69,10,Minivan,"$37,420",6,No
1892152103,Private,63,16,Minivan,"$1,500",0,No
1892533166,Commercial,74,,Sports Car,"$9,480",3,No
1893293763,Private,73,3,Pickup,"$11,900",6,No
1893308556,Commercial,125,14,Van,"$17,080",3,No
1893965570,Private,77,,unknown,"$18,130",6,Yes
1894717989,Commercial,82,16,Pickup,"$25,140",3,No
1895008415,Commercial,58,10,Sports Car,"$7,400",1,No
1895184083,Private,63,18,unknown,"$7,870",1,No
1895692787,Private,60,7,Sports Car,"$4,640",2,No
1896604408,Private,77,3,Minivan,"$17,370",4,Yes
1897407194,Commercial,67,16,Pickup,"$4,560",3,No
1897778117,Commercial,89,7,Minivan,"$25,850",8,No
1898096120,Private,64,11,unknown,"$6,200",5,Yes
1898380259,Private,71,13,Minivan,"$14,400",2,Yes
1898558526,Private,72,13,unknown,"$11,530",0,No
1898949068,Private,90,13,Minivan,"$13,950",4,No
1899547597,Commercial,50,11,Van,"$19,050",2,No
1900445433,Private,82,19,unknown,"$9,530",0,Yes
1900460322,Commercial,88,12,Panel Truck,"$31,140",0,No
1900829181,Private,61,15,unknown,"$6,810",0,No
1901433572,Commercial,86,8,Minivan,"$9,740",5,No
1901744565,Private,62,13,Pickup,"$14,520",9,No
1902366573,Private,98,14,Van,"$21,970",0,No
1902653221,Private,69,3,Minivan,"$13,820",8,No
1902832599,Commercial,70,7,Panel Truck,"$36,980",4,No
1903867639,Private,88,8,unknown,"$40,520",4,No
1905853799,Private,89,7,Minivan,"$27,000",2,No
1906059305,Commercial,85,3,unknown,"$11,430",5,No
1906345854,Private,58,3,Minivan,"$12,910",2,No
1907708105,Commercial,131,12,Minivan,"$13,420",0,No
1908702614,Commercial,84,,Minivan,"$1,500",5,No
1908782802,Commercial,79,18,Pickup,"$6,700",6,No
1908887867,Commercial,126,13,Pickup,"$23,470",1,No
1909602064,Private,79,3,Pickup,"$5,640",2,No
1909780658,Private,70,13,unknown,"$9,300",3,No
1910168944,Private,90,3,unknown,"$6,000",0,Yes
1911333243,Private,80,17,unknown,"$1,500",3,No
1911677790,Private,94,18,Minivan,"$20,210",2,No
1912117990,Commercial,69,11,Minivan,"$4,580",1,No
1912270746,Commercial,74,15,Pickup,"$7,360",3,No
1913597134,Commercial,50,10,Panel Truck,"$31,550",6,No
1914770489,Commercial,51,10,Minivan,"$12,810",0,No
1918739317,Private,59,17,Minivan,"$12,360",2,No
1918907999,Commercial,104,,Panel Truck,"$24,350",2,No
1918915719,Private,106,6,Minivan,"$17,280",4,No
1918992656,Commercial,94,3,Pickup,"$10,810",4,No
1919086882,Private,101,9,Van,"$18,280",0,No
1919643085,Commercial,82,18,Pickup,"$7,690",6,No
1919983646,Private,50,13,Sports Car,"$13,720",5,No
1920036551,Private,73,17,Minivan,"$13,450",4,No
1920278112,Private,86,3,Pickup,"$7,970",0,No
1921238439,Commercial,50,3,Minivan,"$1,500",2,No
1921519221,Private,95,,Sports Car,"$8,660",5,No
1921618428,Commercial,66,20,Van,"$16,590",0,No
1922198099,Commercial,94,10,Van,"$21,410",8,No
1922338929,Private,72,3,unknown,"$4,090",0,No
1922449483,Private,92,19,Minivan,"$11,750",6,No
1922458005,Private,75,,Sports Car,"$11,750",5,No
1922503751,Private,117,10,Minivan,"$20,230",0,No
1923007067,Commercial,54,6,Pickup,"$10,110",0,No
1923086059,Private,88,12,Minivan,"$24,150",3,No
1923687314,Private,65,12,unknown,"$6,670",7,Yes
1924409468,Commercial,90,13,Pickup,"$21,390",6,No
1925842641,Private,105,15,unknown,"$20,680",2,Yes
1925981162,Private,75,3,unknown,"$7,500",10,No
1926651350,Private,91,14,Minivan,"$17,440",4,No
1927101557,Private,83,11,Minivan,"$14,990",2,No
1927440916,Private,66,19,Sports Car,"$5,600",2,No
1927778879,Private,89,12,unknown,"$5,500",6,No
1928584793,Private,81,3,Pickup,"$10,100",2,No
1929287521,Private,88,17,unknown,"$19,870",0,No
1930693927,Private,68,10,Pickup,"$30,190",2,No
1931008205,Commercial,77,3,Pickup,"$9,200",3,No
1931556018,Private,70,9,unknown,"$16,610",2,No
1932000264,Commercial,90,3,Van,"$18,370",2,No
1932169846,Commercial,64,10,Pickup,"$19,810",5,Yes
1932244678,Commercial,84,13,Panel Truck,"$27,930",3,No
1932252191,Private,111,10,unknown,"$16,320",1,No
1932629831,Commercial,58,14,Pickup,"$5,850",4,Yes
1932791810,Private,51,9,Minivan,"$12,680",2,Yes
193326310,Private,99,,Van,"$24,960",0,No
1933485299,Private,83,7,unknown,"$10,230",5,No
1934257282,Private,59,5,Minivan,"$15,070",3,No
1934343613,Private,60,6,unknown,"$12,580",2,No
1934394441,Commercial,52,3,Minivan,"$24,160",11,No
1935405168,Commercial,97,12,unknown,"$9,960",6,No
1935976662,Private,72,,unknown,"$10,440",5,No
1937358288,Commercial,80,6,Pickup,"$9,790",6,No
1937403031,Commercial,74,14,unknown,"$6,300",0,Yes
1937406146,Private,50,13,unknown,"$18,080",4,Yes
1937590460,Private,65,3,unknown,"$6,940",4,No
1939380451,Private,78,6,Pickup,"$6,990",5,No
1940277476,Commercial,84,10,Van,"$28,960",4,No
1940708309,Commercial,69,14,Panel Truck,"$34,580",4,No
1941972045,Private,119,8,Pickup,"$17,130",0,No
1942172956,Private,68,13,Minivan,"$25,010",0,No
1942621562,Commercial,85,3,Pickup,"$6,620",12,No
1942682446,Private,87,17,Minivan,"$20,990",2,No
1943257666,Private,73,13,unknown,"$5,800",3,Yes
1944083461,Private,95,3,unknown,"$15,490",2,No
1944378933,Private,90,10,unknown,"$18,270",1,No
1944541654,Private,83,21,Van,"$18,720",4,No
1944670449,Commercial,72,9,Pickup,"$11,440",3,No
1946185532,Commercial,72,9,Panel Truck,"$23,830",2,No
1948687563,Commercial,62,9,Pickup,"$25,190",5,No
